GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,ADI,VMI
4102,"Hill, George",George Hill,20200202,mil,pho,H,20200202-pho-mil,14,129,108,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,-200,,,10,0,1,1,,1,62.28,1.4
4102,"Hill, George",George Hill,20200131,mil,den,H,20200131-den-mil,21,115,127,0,0,0,0,0,0,0,0,,0,0,3500,-300,3200,-700,,,10,0,1,1,,1,64.88,-0.25
4102,"Hill, George",George Hill,20200128,mil,was,H,20200128-was-mil,20,151,131,0,21.21666667,1,1,4.7,6.25,5.5,4.7,2pt 1rb 3as 3to 0-3fg 2-2ft,0,0,3800,200,3900,600,,,10,0,1,1,,1,65.02,-0.41
4102,"Hill, George",George Hill,20200124,mil,cha,A,20200124-mil-cha,15,116,103,0,23.81666667,1,1,23.6,24.75,24.75,23.6,16pt 3rb 2as 1st 2to 2trey 6-10fg 2-2ft,0,0,3600,0,,,,,10,0,1,,,1,63.69,2.68
4102,"Hill, George",George Hill,20200120,mil,chi,H,20200120-chi-mil,17,111,98,0,17.6,1,1,13,12,11.25,13,6pt 2as 2st 2to 3-6fg,0,0,3600,0,3300,-100,,,10,0,1,1,,1,66.98,-0.61
4102,"Hill, George",George Hill,20200118,mil,bkn,A,20200118-mil-bkn,18,117,97,0,14.85,1,1,12.9,14,14.5,12.9,6pt 2rb 3as 2trey 2-4fg,0,0,3600,0,3400,-400,,,10,0,1,1,,1,66.62,-0.53
4102,"Hill, George",George Hill,20200116,mil,bos,H,20200116-bos-mil,20,128,123,0,25.46666667,1,1,16.4,19,20,16.4,13pt 2rb 2as 2to 3trey 4-6fg 2-2ft,0,0,3600,-300,3800,-500,,,10,0,1,1,,1,67.89,-1.8
4102,"Hill, George",George Hill,20200114,mil,nyk,H,20200114-nyk-mil,20,128,102,0,11.28333333,1,1,9.6,10.25,10,9.6,6pt 3rb 1trey 2-4fg 1-2ft,0,0,3900,-100,4300,100,,,10,0,1,12,,1,64.79,0.76
4102,"Hill, George",George Hill,20200111,mil,por,A,20200111-mil-por,22,122,101,0,17.73333333,1,1,13.9,14.5,13.75,13.9,4pt 2rb 5as 1trey 1-5fg 1-2ft,0,0,4000,400,4200,100,,,10,0,1,12,,1,66.94,-0.46
4102,"Hill, George",George Hill,20200110,mil,sac,A,20200110-mil-sac,22,127,106,0,22.41666667,1,1,29.6,27.75,27.75,29.6,9pt 3rb 6as 3st 1to 1trey 3-5fg 2-2ft,0,0,3600,-300,4100,100,,,10,0,1,12,,1,67.53,-1.87
4102,"Hill, George",George Hill,20200108,mil,gsw,A,20200108-mil-gsw,22,107,98,0,0,0,0,0,0,0,0,,0,0,3900,200,4000,100,,,10,0,1,12,,1,67.25,-2.83
4102,"Hill, George",George Hill,20200106,mil,sas,A,20200106-mil-sas,20.5,104,126,0,21.35,1,1,24.8,27,27.25,24.8,15pt 4rb 4as 1to 3trey 6-11fg,0,0,3700,100,3900,0,,,10,0,1,12,,1,64.97,-1.37
4102,"Hill, George",George Hill,20200104,mil,sas,H,20200104-sas-mil,20.5,127,118,0,21.96666667,1,1,23.7,22,20.75,23.7,3pt 6rb 5as 1st 1bl 1-5fg 1-2ft,0,0,3600,-200,3900,-400,,,10,-2,1,12,,1,64.65,-1.05
4102,"Hill, George",George Hill,20200101,mil,min,H,20200101-min-mil,20,106,104,0,22.51666667,1,1,9.2,9.25,8.25,9.2,5pt 1rb 2as 2-5fg 1-2ft,0,0,3800,-700,4300,-500,,,12,-1,1,12,,1,62.32,0.56
4102,"Hill, George",George Hill,20191230,mil,chi,A,20191230-mil-chi,20,123,102,0,20.15,1,1,10.9,12,12.25,10.9,5pt 2rb 3as 1to 1trey 2-3fg,0,0,4500,-100,4800,-200,,,13,-1,1,12,,1,62.41,1.92
4102,"Hill, George",George Hill,20191228,mil,orl,H,20191228-orl-mil,20.5,111,100,0,20.83333333,1,1,25.5,28.25,28.5,25.5,17pt 5rb 3as 2to 3trey 7-11fg 0-1ft,0,0,4600,400,5000,800,,,14,0,1,12,,1,64.29,0.04
4102,"Hill, George",George Hill,20191227,mil,atl,A,20191227-mil-atl,19.5,112,86,0,20.06666667,1,1,14.6,15.25,14.5,14.6,8pt 3rb 2as 1st 3to 4-7fg,0,0,4200,100,4200,-100,,,14,2,1,12,,1,63.6,2.44
4102,"Hill, George",George Hill,20191225,mil,phi,A,20191225-mil-phi,14.5,109,121,0,26.26666667,1,1,21.2,22.25,23.5,21.2,15pt 1rb 2as 1bl 1to 3trey 6-7fg,0,0,4100,-300,4300,-500,,,12,-1,1,12,,1,67.35,-1.44
4102,"Hill, George",George Hill,20191222,mil,ind,H,20191222-ind-mil,19,117,89,0,21.96666667,1,1,35.8,37.25,37.75,35.8,17pt 9rb 4as 1st 1to 3trey 6-10fg 2-2ft,0,0,4400,0,4800,400,,,13,0,1,12,,1,64.74,1.17
4102,"Hill, George",George Hill,20191221,mil,nyk,A,20191221-mil-nyk,19.5,123,102,0,12.73333333,1,1,15.6,17.25,17.75,15.6,10pt 3rb 2as 1to 2trey 4-6fg,0,0,4400,400,4400,100,,,13,0,1,12,,1,68.81,-3.94
4102,"Hill, George",George Hill,20191219,mil,lal,H,20191219-lal-mil,20,111,104,0,27.26666667,1,1,25.1,27.25,27.5,25.1,21pt 3rb 1as 1to 3trey 7-12fg 4-4ft,0,0,4000,100,4300,0,,,13,0,1,12,,1,65.75,-0.88
4102,"Hill, George",George Hill,20191216,mil,dal,H,20191216-dal-mil,20,116,120,0,24.13333333,1,1,22.9,21,19.5,22.9,10pt 2rb 3as 2st 4-10fg 2-2ft,0,0,3900,200,4300,400,,,13,3,1,12,,1,64.79,-0.64
4102,"Hill, George",George Hill,20191214,mil,cle,H,20191214-cle-mil,20.5,125,108,0,21.68333333,1,1,19.5,20.75,20.5,19.5,11pt 5rb 1as 1st 2to 2trey 4-8fg 1-2ft,0,0,3700,100,3900,-200,,,10,0,1,12,,1,63.33,0.8
4102,"Hill, George",George Hill,20191213,mil,mem,A,20191213-mil-mem,20,127,114,0,28.88333333,1,1,22.7,23.5,23.25,22.7,8pt 6rb 5as 1trey 2-5fg 3-3ft,0,0,3600,0,4100,600,,,10,0,1,12,,1,64.38,0.53
4102,"Hill, George",George Hill,20191211,mil,nor,H,20191211-nor-mil,21.5,127,112,0,18.98333333,1,1,29.1,28.25,29.25,29.1,13pt 3rb 3as 3st 1to 3trey 5-7fg,0,0,3600,-200,3500,-400,,,10,0,1,12,,1,66.84,-1.94
4102,"Hill, George",George Hill,20191209,mil,orl,H,20191209-orl-mil,20,110,101,0,20.78333333,1,1,12.1,14.25,14.5,12.1,10pt 3rb 1as 3to 1trey 4-5fg 1-1ft,0,0,3800,0,3900,300,,,10,0,1,12,,1,62.51,1.42
4102,"Hill, George",George Hill,20191206,mil,lac,H,20191206-lac-mil,20.5,119,91,0,16.15,1,1,23.4,20.5,20.25,23.4,6pt 2rb 4as 3st 2-3fg 2-2ft,0,0,3800,-400,3600,-500,,,10,0,1,12,,1,66.16,-1.61
4102,"Hill, George",George Hill,20191204,mil,det,A,20191204-mil-det,19,127,103,0,14.88333333,1,1,10.3,11.5,11,10.3,3pt 4rb 3as 2to 0-2fg 3-3ft,0,0,4200,200,4100,300,,,10,0,1,12,,1,62.78,1.02
4102,"Hill, George",George Hill,20191202,mil,nyk,H,20191202-nyk-mil,20,132,88,0,16.36666667,1,1,23.4,25,25.75,23.4,14pt 2rb 4as 1st 2to 3trey 5-8fg 1-1ft,0,0,4000,100,3800,100,,,10,0,1,12,,1,64.47,-0.67
4102,"Hill, George",George Hill,20191130,mil,cha,H,20191130-cha-mil,20,137,96,0,15.35,1,1,19,19,19.75,19,10pt 4as 1st 2trey 4-5fg,0,0,3900,100,3700,100,,,10,0,1,12,,1,62.23,1.52
4102,"Hill, George",George Hill,20191129,mil,cle,A,20191129-mil-cle,19.5,119,110,0,22.28333333,1,1,26.4,28.5,29.5,26.4,18pt 2rb 4as 4trey 6-10fg 2-2ft,0,0,3800,0,3600,-300,,,10,0,1,12,,1,65.47,-1.86
4102,"Hill, George",George Hill,20191127,mil,atl,H,20191127-atl-mil,20,111,102,0,0,0,0,0,0,0,0,,0,0,3800,-400,3900,-200,,,10,0,1,12,,1,64.2,-0.59
4102,"Hill, George",George Hill,20191125,mil,uta,H,20191125-uta-mil,20,122,118,0,0,0,0,0,0,0,0,,0,0,4200,-100,4100,100,,,10,0,1,12,,1,62.73,0.45
4102,"Hill, George",George Hill,20191123,mil,det,H,20191123-det-mil,20.5,104,90,0,16.26666667,1,1,20.9,20.5,20.75,20.9,9pt 2rb 3as 1st 1bl 1to 2trey 3-5fg 1-2ft,0,0,4300,-100,4000,0,,,10,0,1,12,,1,63.1,0.37
4102,"Hill, George",George Hill,20191121,mil,por,H,20191121-por-mil,20,137,129,0,17.13333333,1,1,19.3,19,19,19.3,7pt 4rb 3as 1st 1trey 2-4fg 2-2ft,0,0,4400,400,4000,-200,,,10,0,1,12,,1,63.6,0.04
4102,"Hill, George",George Hill,20191120,mil,atl,A,20191120-mil-atl,19.5,135,127,0,23,1,1,17.6,18.75,18.5,17.6,9pt 3rb 4as 1to 1trey 3-6fg 2-2ft,0,0,4000,0,4200,500,,,10,0,1,12,,1,63.51,0.85
4102,"Hill, George",George Hill,20191118,mil,chi,A,20191118-mil-chi,20,115,101,0,26.83333333,1,1,21.8,24.5,25.5,21.8,18pt 4rb 1to 4trey 5-9fg 4-4ft,0,0,4000,0,3700,-200,,,10,-1,1,12,,1,63.47,1.38
4102,"Hill, George",George Hill,20191116,mil,ind,A,20191116-mil-ind,19,102,83,0,18.75,1,1,11,11.75,10.5,11,0pt 5rb 4as 1to 0-5fg,0,0,4000,0,3900,-100,,,11,0,1,12,,1,65.43,-2.88
4102,"Hill, George",George Hill,20191114,mil,chi,H,20191114-chi-mil,20,124,115,0,28.75,1,1,15.4,15.5,14.5,15.4,3pt 2rb 6as 1st 2to 1-5fg 1-1ft,0,0,4000,-100,4000,100,,,11,0,1,12,,1,65.43,-2.88
4102,"Hill, George",George Hill,20191110,mil,okc,A,20191110-mil-okc,19,121,119,0,23.43333333,1,1,20.5,21.25,20.5,20.5,8pt 5rb 5as 1to 3-6fg 2-2ft,0,0,4100,0,3900,-400,,,11,0,1,12,,1,62.46,-4.2
4102,"Hill, George",George Hill,20191108,mil,uta,A,20191108-mil-uta,21,100,103,0,22.58333333,1,1,12.1,10.75,10,12.1,2pt 3rb 1as 2st 1to 0-2fg 2-3ft,0,0,4100,300,4300,700,,,11,0,1,12,,1,48.44,16.25
4102,"Hill, George",George Hill,20191106,mil,lac,A,20191106-mil-lac,22,129,124,0,24.15,1,1,30.6,32.75,34.5,30.6,24pt 3rb 1st 6trey 9-14fg,0,0,3800,-400,3600,-200,,,11,-2,1,12,,1,65.7,-1.28
4102,"Hill, George",George Hill,20191104,mil,min,A,20191104-mil-min,20,134,106,0,16.93333333,1,1,8.7,9.75,9.75,8.7,7pt 1rb 1as 1to 1trey 2-4fg 2-2ft,0,0,4200,-200,3800,0,,,13,0,1,12,,1,63.78,1.75
4102,"Hill, George",George Hill,20191102,mil,tor,H,20191102-tor-mil,20,115,105,0,26.96666667,1,1,15.4,16,16,15.4,7pt 2rb 4as 1trey 2-4fg 2-2ft,0,0,4400,200,3800,200,,,13,0,1,12,,1,64.79,0.74
4102,"Hill, George",George Hill,20191101,mil,orl,A,20191101-mil-orl,19,123,91,0,15.33333333,1,1,17.4,17,16.75,17.4,9pt 2rb 2as 1st 1trey 4-6fg 0-1ft,0,0,4200,-600,3600,100,,,13,0,1,12,,1,66.75,-1.06
4102,"Hill, George",George Hill,20191030,mil,bos,A,20191030-mil-bos,19.5,105,116,0,20.21666667,1,1,20,21.75,21.75,20,12pt 5rb 2as 1to 2trey 5-9fg,0,0,4800,800,3500,200,,,13,1,1,12,,1,67.85,-3.52
4102,"Hill, George",George Hill,20191028,mil,cle,H,20191028-cle-mil,20,129,112,0,19.36666667,1,1,39.1,38,37,39.1,19pt 8rb 3as 2st 1trey 7-10fg 4-7ft,0,0,4000,100,3300,0,,,12,0,1,12,,1,64.61,-0.28
4102,"Hill, George",George Hill,20191026,mil,mia,H,20191026-mia-mil,17,126,131,0,28.78333333,1,1,18.4,17.5,17.5,18.4,5pt 2rb 4as 1st 1bl 1to 1trey 2-4fg,0,0,3900,100,,,,,12,0,1,,,1,63.69,0.7
4102,"Hill, George",George Hill,20191024,mil,hou,A,20191024-mil-hou,20,117,111,0,30.78333333,1,1,24.5,23.5,23.5,24.5,8pt 7as 2st 2trey 3-7fg,0,0,3800,,3300,,,,12,,1,12,,1,65.75,-1.6
4901,"Valentine, Denzel",Denzel Valentine,20200310,chi,cle,H,20200310-cle-chi,20,108,103,1,22.7,1,1,20.2,21.75,21.75,20.2,15pt 1rb 2as 1st 2to 3trey 6-12fg,0,0,3900,100,5100,500,,,10,0,3,23,,3,65.47,0.61
4901,"Valentine, Denzel",Denzel Valentine,20200308,chi,bkn,A,20200308-chi-bkn,15,107,110,1,22.6,1,1,20.7,18.75,17,20.7,9pt 1rb 3as 2st 4-10fg 1-2ft,0,0,3800,0,4600,700,,,10,0,3,23,,3,68.17,-3.58
4901,"Valentine, Denzel",Denzel Valentine,20200306,chi,ind,H,20200306-ind-chi,20,102,108,1,27.38333333,1,1,28.2,27.5,25.25,28.2,13pt 6rb 2as 2st 1to 1trey 6-17fg,0,0,3800,-100,3900,100,,,10,0,3,23,,3,66.39,-1.8
4901,"Valentine, Denzel",Denzel Valentine,20200304,chi,min,A,20200304-chi-min,20,108,115,1,18.03333333,1,1,15.4,15.5,14.25,15.4,11pt 2rb 1st 1to 1trey 5-11fg 0-1ft,0,0,3900,400,3800,800,,,10,0,3,23,,3,62.96,1.39
4901,"Valentine, Denzel",Denzel Valentine,20200302,chi,dal,H,20200302-dal-chi,20,109,107,1,21.1,1,1,25.8,27.5,27,25.8,17pt 4rb 2as 1bl 2to 3trey 7-15fg,0,0,3500,0,3000,0,,,10,0,3,23,,3,63.42,0.93
4901,"Valentine, Denzel",Denzel Valentine,20200229,chi,nyk,A,20200229-chi-nyk,17,115,125,0,10.4,1,1,11.6,12.75,12.5,11.6,8pt 3rb 2trey 3-8fg,0,0,3500,0,,,,,10,0,3,,,3,65.93,-1.91
4901,"Valentine, Denzel",Denzel Valentine,20200225,chi,okc,H,20200225-okc-chi,20,122,124,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,64.06,-0.04
4901,"Valentine, Denzel",Denzel Valentine,20200223,chi,was,H,20200223-was-chi,19,126,117,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,63.69,0.83
4901,"Valentine, Denzel",Denzel Valentine,20200222,chi,pho,H,20200222-pho-chi,20,104,112,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,64.93,0.78
4901,"Valentine, Denzel",Denzel Valentine,20200220,chi,cha,H,20200220-cha-chi,20,93,103,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,67.67,-1.04
4901,"Valentine, Denzel",Denzel Valentine,20200211,chi,was,A,20200211-chi-was,19,114,126,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,-100,,,10,0,3,23,,3,66.39,-1.09
4901,"Valentine, Denzel",Denzel Valentine,20200209,chi,phi,A,20200209-chi-phi,18,111,118,0,0,0,0,0,0,0,0,,0,0,3500,0,3100,-300,,,10,0,3,23,,3,68.44,-4.85
4901,"Valentine, Denzel",Denzel Valentine,20200206,chi,nor,H,20200206-nor-chi,20,119,125,0,0,0,1,0,0,0,0,,0,0,3500,-200,3400,-200,,,10,0,3,23,,3,62.73,0.86
4901,"Valentine, Denzel",Denzel Valentine,20200202,chi,tor,A,20200202-chi-tor,15,102,129,0,13.55,1,1,6.2,7.25,6.75,6.2,3pt 1rb 2as 1to 1trey 1-5fg,0,0,3700,0,3600,300,,,10,0,3,23,,3,63.1,2.65
4901,"Valentine, Denzel",Denzel Valentine,20200131,chi,bkn,A,20200131-chi-bkn,19.5,118,133,0,16.25,1,1,14.5,15.25,14.25,14.5,7pt 5rb 1as 1trey 3-9fg,0,0,3700,0,3300,-400,,,10,0,3,23,,3,67.71,-3.35
4901,"Valentine, Denzel",Denzel Valentine,20200129,chi,ind,A,20200129-chi-ind,19,106,115,0,21.81666667,1,1,18.4,16,14.25,18.4,4pt 2rb 2as 4st 3to 2-9fg,0,0,3700,200,3700,700,,,10,0,3,23,,3,64.74,-0.86
4901,"Valentine, Denzel",Denzel Valentine,20200127,chi,sas,H,20200127-sas-chi,20,110,109,0,19.08333333,1,1,24.3,27,28,24.3,16pt 4rb 3as 1to 4trey 6-10fg,0,0,3500,0,3000,0,,,10,0,3,23,,3,64.47,-0.59
4901,"Valentine, Denzel",Denzel Valentine,20200125,chi,cle,A,20200125-chi-cle,20,118,106,0,10.86666667,1,1,10.4,10.5,10,10.4,3pt 2rb 2as 1st 1to 1trey 1-5fg,0,0,3500,0,3000,0,,,10,0,3,23,,3,63.19,1.22
4901,"Valentine, Denzel",Denzel Valentine,20200124,chi,sac,H,20200124-sac-chi,20,81,98,0,11.46666667,1,1,7.2,7.25,6.5,7.2,2pt 1rb 2as 1st 2to 1-4fg,0,0,3500,0,3000,0,,,10,0,3,23,,3,63.37,1.04
4901,"Valentine, Denzel",Denzel Valentine,20200122,chi,min,H,20200122-min-chi,20,117,110,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,65.2,0.18
4901,"Valentine, Denzel",Denzel Valentine,20200120,chi,mil,A,20200120-chi-mil,17,98,111,0,2.066666667,1,1,0,0,0,0,0pt,0,0,3500,0,3000,0,,,10,0,3,23,,3,66.98,-1.2
4901,"Valentine, Denzel",Denzel Valentine,20200118,chi,cle,H,20200118-cle-chi,20,118,116,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,64.1,1.68
4901,"Valentine, Denzel",Denzel Valentine,20200117,chi,phi,A,20200117-chi-phi,19,89,100,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,69.58,-4.09
4901,"Valentine, Denzel",Denzel Valentine,20200115,chi,was,H,20200115-was-chi,20,115,106,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,64.7,0.79
4901,"Valentine, Denzel",Denzel Valentine,20200113,chi,bos,A,20200113-chi-bos,19.5,101,113,0,2,1,1,6.2,6.75,7.25,6.2,5pt 1rb 1trey 2-2fg,0,0,3500,0,3000,0,,,10,0,3,23,,3,68.44,-4.29
4901,"Valentine, Denzel",Denzel Valentine,20200111,chi,det,A,20200111-chi-det,19,108,99,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,62.78,2.91
4901,"Valentine, Denzel",Denzel Valentine,20200110,chi,ind,H,20200110-ind-chi,20,105,116,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,3,64.65,1.04
4901,"Valentine, Denzel",Denzel Valentine,20200108,chi,nor,A,20200108-chi-nor,20,108,123,0,2.666666667,1,1,1.5,1.5,1.5,1.5,0pt 1as,0,0,3500,0,3000,0,,,10,0,3,23,,3,68.44,-3.94
4901,"Valentine, Denzel",Denzel Valentine,20200106,chi,dal,A,20200106-chi-dal,20.5,110,118,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,-100,,,10,0,3,23,,3,65.02,-1.3
4901,"Valentine, Denzel",Denzel Valentine,20200104,chi,bos,H,20200104-bos-chi,20,104,111,0,0,0,1,0,0,0,0,,0,0,3500,0,3100,0,,,10,0,3,23,,3,64.79,-1.07
4901,"Valentine, Denzel",Denzel Valentine,20200102,chi,uta,H,20200102-uta-chi,20,98,102,0,6.45,1,1,5.2,5.25,5,5.2,4pt 1rb 2-3fg,0,0,3500,0,3100,-100,,,10,0,3,23,,3,62.55,0.41
4901,"Valentine, Denzel",Denzel Valentine,20191230,chi,mil,H,20191230-mil-chi,20,102,123,0,16.48333333,1,1,10.9,11,10.25,10.9,5pt 2rb 1as 1st 1to 1trey 2-7fg,0,0,3500,0,3200,-100,,,10,0,3,23,,3,62.41,1.13
4901,"Valentine, Denzel",Denzel Valentine,20191228,chi,atl,H,20191228-atl-chi,20,116,81,0,16.7,1,1,13.9,13,13,13.9,5pt 2rb 1as 1st 1bl 1to 1trey 2-4fg,0,0,3500,-400,3300,-200,,,10,0,3,23,,3,64.2,0.39
4901,"Valentine, Denzel",Denzel Valentine,20191223,chi,orl,A,20191223-chi-orl,19,95,103,0,5,1,1,-1,-0.5,-1.5,-1,0pt 1to 0-4fg,0,0,3900,-300,3500,-300,,,10,0,3,23,,2,65.15,0.45
4901,"Valentine, Denzel",Denzel Valentine,20191221,chi,det,A,20191221-chi-det,19,119,107,0,11.25,1,1,0,0,-0.5,0,0pt 0-2fg,0,0,4200,0,3800,100,,,10,0,3,23,,2,65.61,-0.36
4901,"Valentine, Denzel",Denzel Valentine,20191218,chi,was,A,20191218-chi-was,19,110,109,0,8.316666667,1,1,8.2,8.25,7.75,8.2,5pt 1rb 1st 1to 1trey 2-6fg,0,0,4200,0,3700,-100,,,10,0,3,23,,2,67.12,-3.27
4901,"Valentine, Denzel",Denzel Valentine,20191216,chi,okc,A,20191216-chi-okc,20,106,109,0,15.3,1,1,17.8,18,17.75,17.8,10pt 4rb 1st 2trey 4-9fg,0,0,4200,100,3800,-300,,,10,-1,3,23,,2,64.2,-0.31
4901,"Valentine, Denzel",Denzel Valentine,20191214,chi,lac,H,20191214-lac-chi,20,109,106,0,25.53333333,1,1,23.3,25.5,26,23.3,16pt 4rb 1as 1st 2to 4trey 5-11fg 2-2ft,0,0,4100,300,4100,-200,,,11,0,3,23,,2,63.42,0.47
4901,"Valentine, Denzel",Denzel Valentine,20191213,chi,cha,H,20191213-cha-chi,20,73,83,0,17.71666667,1,1,13.6,14.25,13.25,13.6,6pt 3rb 2as 1st 2to 1trey 2-8fg 1-1ft,0,0,3800,200,4300,1100,,,11,1,3,23,,2,63.47,1
4901,"Valentine, Denzel",Denzel Valentine,20191211,chi,atl,H,20191211-atl-chi,20,136,102,0,22.15,1,1,38.1,32.75,31.75,38.1,10pt 3rb 5as 4st 2bl 1to 4-8fg 2-2ft,0,0,3600,0,3200,-200,,,10,0,3,23,,2,66.8,-1.83
4901,"Valentine, Denzel",Denzel Valentine,20191209,chi,tor,H,20191209-tor-chi,20,92,93,0,22.9,1,1,17.4,19.5,19.5,17.4,13pt 2rb 2as 1to 3trey 5-11fg,0,0,3600,0,3400,0,,,10,0,3,23,,2,62.46,2.08
4901,"Valentine, Denzel",Denzel Valentine,20191208,chi,mia,A,20191208-chi-mia,18,105,110,0,14.28333333,1,1,15.5,16,17.25,15.5,11pt 1as 1bl 3trey 4-5fg,0,0,3600,0,3400,300,,,10,0,3,23,,2,67.12,-2
4901,"Valentine, Denzel",Denzel Valentine,20191206,chi,gsw,H,20191206-gsw-chi,20,98,100,0,13.81666667,1,1,19.4,20,20.5,19.4,11pt 2rb 2as 1st 3trey 4-8fg,0,0,3600,0,3100,0,,,10,0,3,23,,2,66.16,-1.04
4901,"Valentine, Denzel",Denzel Valentine,20191204,chi,mem,H,20191204-mem-chi,20,106,99,0,15.66666667,1,1,14.8,16.5,16.5,14.8,8pt 4rb 2as 1to 2trey 3-7fg,0,0,3600,0,3100,100,,,10,0,3,23,,2,63.83,1.23
4901,"Valentine, Denzel",Denzel Valentine,20191202,chi,sac,A,20191202-chi-sac,22,113,106,0,11.85,1,1,17.1,16.25,16.5,17.1,6pt 3rb 1as 2st 2trey 2-5fg,0,0,3600,-100,3000,-200,,,10,0,3,23,,2,67.07,-2.19
4901,"Valentine, Denzel",Denzel Valentine,20191129,chi,por,A,20191129-chi-por,22,103,107,0,9.966666667,1,1,5.7,4.75,4.5,5.7,0pt 1rb 1as 1bl 0-1fg,0,0,3700,0,3200,0,,,10,0,3,23,,2,66.07,-2.3
4901,"Valentine, Denzel",Denzel Valentine,20191127,chi,gsw,A,20191127-chi-gsw,22.5,90,104,0,5.566666667,1,1,1.2,1.25,0.75,1.2,0pt 1rb 0-2fg,0,0,3700,200,3200,200,,,10,0,3,23,,2,64.56,-1.25
4901,"Valentine, Denzel",Denzel Valentine,20191125,chi,por,H,20191125-por-chi,20,94,117,0,15.9,1,1,20.3,20,19.25,20.3,11pt 4rb 1as 1st 1trey 5-10fg,0,0,3500,0,3000,0,,,10,0,3,23,,2,62.87,0.44
4901,"Valentine, Denzel",Denzel Valentine,20191123,chi,cha,A,20191123-chi-cha,19,116,115,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,2,62.87,1.73
4901,"Valentine, Denzel",Denzel Valentine,20191122,chi,mia,H,20191122-mia-chi,20,108,116,0,4.916666667,1,1,11.9,14,15.25,11.9,9pt 2rb 1as 1to 3trey 3-4fg,0,0,3500,0,3000,0,,,10,0,3,23,,2,64.97,-0.37
4901,"Valentine, Denzel",Denzel Valentine,20191120,chi,det,H,20191120-det-chi,20,109,89,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,2,64.88,-0.51
4901,"Valentine, Denzel",Denzel Valentine,20191118,chi,mil,H,20191118-mil-chi,20,101,115,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,,,10,0,3,23,,2,63.47,0.99
4901,"Valentine, Denzel",Denzel Valentine,20191116,chi,bkn,H,20191116-bkn-chi,18,111,117,0,0,0,1,0,0,0,0,,0,0,3500,0,,,,,10,0,3,,,2,65.75,-0.38
4901,"Valentine, Denzel",Denzel Valentine,20191114,chi,mil,A,20191114-chi-mil,20,115,124,0,0,0,1,0,0,0,0,,0,0,3500,-100,3000,0,,,10,0,3,23,,2,65.43,-0.53
4901,"Valentine, Denzel",Denzel Valentine,20191112,chi,nyk,H,20191112-nyk-chi,20,120,102,0,1.516666667,1,1,1.2,1.25,1,1.2,0pt 1rb 0-1fg,0,0,3600,0,3000,0,,,10,0,3,23,,2,66.39,-1.49
4901,"Valentine, Denzel",Denzel Valentine,20191109,chi,hou,H,20191109-hou-chi,20,94,117,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,3,23,,2,63.83,0.26
4901,"Valentine, Denzel",Denzel Valentine,20191106,chi,atl,A,20191106-chi-atl,19.5,113,93,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,3,23,,2,63.92,1
4901,"Valentine, Denzel",Denzel Valentine,20191105,chi,lal,H,20191105-lal-chi,20,112,118,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,3,23,,2,65.79,-0.87
4901,"Valentine, Denzel",Denzel Valentine,20191103,chi,ind,A,20191103-chi-ind,17,95,108,0,0,0,0,0,0,0,0,,0,0,3600,0,,,,,10,0,3,,,2,64.38,0.34
4901,"Valentine, Denzel",Denzel Valentine,20191101,chi,det,H,20191101-det-chi,20,112,106,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,3,23,,2,64.88,-0.16
4901,"Valentine, Denzel",Denzel Valentine,20191030,chi,cle,A,20191030-chi-cle,19,111,117,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,0,,,10,0,3,23,,2,64.06,1.13
