player_name,game_id,game_date,y,y_pred
Boris Diaw,21601032,2017-03-18,0,0.25862736
Dante Exum,21601032,2017-03-18,0,0.08307925
John Wall,21601030,2017-03-18,8,7.6087165
Will Barton,21601034,2017-03-18,4,3.743176
George Hill,21601032,2017-03-18,4,4.4397287
Pau Gasol,21601033,2017-03-18,1,1.1436443
James Michael McAdoo,21601035,2017-03-18,0,0.06715458
Channing Frye,21601031,2017-03-18,1,1.0236832
Russell Westbrook,21601028,2017-03-18,10,8.614491
Jusuf Nurkic,21601029,2017-03-18,6,6.089464
Stephen Curry,21601035,2017-03-18,4,4.088207
Allen Crabbe,21601029,2017-03-18,0,0.048420046
DeAndre Jordan,21601031,2017-03-18,2,2.0763247
David West,21601019,2017-03-16,0,0.3265862
Delon Wright,21601015,2017-03-16,1,1.3052456
Trey Lyles,21601014,2017-03-16,0,0.08307925
Rondae Hollis-Jefferson,21601000,2017-03-14,1,0.9922513
CJ Miles,21601001,2017-03-14,0,0.0982609
Ron Baker,21601001,2017-03-14,3,2.8461056
Pat Connaughton,21601002,2017-03-14,1,1.1015545
CJ McCollum,21601002,2017-03-14,2,2.400334
Chasson Randle,21601001,2017-03-14,2,1.9970192
Shabazz Napier,21601002,2017-03-14,3,2.8750815
KJ McDaniels,21601000,2017-03-14,0,0.06715458
Victor Oladipo,21601000,2017-03-14,0,0.29777607
Larry Sanders,21600999,2017-03-14,0,0.34745497
Monta Ellis,21601001,2017-03-14,3,2.8337054
Ish Smith,21600999,2017-03-14,3,3.5838861
Solomon Hill,21601002,2017-03-14,0,0.49891466
Sergio Rodriguez,21601003,2017-03-14,3,2.1447186
Reggie Jackson,21600999,2017-03-14,5,5.122406
Domantas Sabonis,21601000,2017-03-14,1,0.9040927
James Michael McAdoo,21601003,2017-03-14,0,0.06715458
Derrick Rose,21601001,2017-03-14,4,3.431523
Klay Thompson,21601003,2017-03-14,1,1.2129211
Gerald Henderson,21601003,2017-03-14,0,0.08307925
JaVale McGee,21601003,2017-03-14,0,0.08307925
Boban Marjanovic,21600999,2017-03-14,0,0.06715458
Derrick Williams,21600999,2017-03-14,1,0.89647955
Kyrie Irving,21600999,2017-03-14,6,5.963819
Semaj Christon,21601000,2017-03-14,3,3.045627
Deron Williams,21600999,2017-03-14,3,3.6596904
Aron Baynes,21600999,2017-03-14,1,1.0236832
Lance Thomas,21601001,2017-03-14,1,0.70365244
Tristan Thompson,21600999,2017-03-14,2,2.0540798
Myles Turner,21601001,2017-03-14,1,0.8730842
Wayne Selden,21601002,2017-03-14,1,1.0260209
Spencer Dinwiddie,21601000,2017-03-14,2,1.6840924
Jordan Crawford,21601002,2017-03-14,1,1.3275342
Justin Hamilton,21601000,2017-03-14,0,0.106309146
D'Angelo Russell,21600998,2017-03-13,3,4.042472
Jordan Clarkson,21600998,2017-03-13,3,3.055852
Malcolm Brogdon,21600993,2017-03-13,8,7.8266253
JJ Redick,21600996,2017-03-13,1,0.46375757
Manu Ginobili,21600994,2017-03-13,6,5.1660924
Raymond Felton,21600996,2017-03-13,0,0.3650446
Treveon Graham,21600991,2017-03-13,0,0.06715458
Larry Nance Jr.,21600998,2017-03-13,2,2.0879028
Patty Mills,21600994,2017-03-13,9,9.23586
Gary Harris,21600998,2017-03-13,7,6.0893335
Ricky Rubio,21600995,2017-03-13,19,16.509684
Dwight Howard,21600994,2017-03-13,1,0.88909274
Giannis Antetokounmpo,21600993,2017-03-13,4,3.9095922
Nikola Mirotic,21600991,2017-03-13,0,0.08307925
Delon Wright,21600992,2017-03-13,3,2.8461056
Kawhi Leonard,21600994,2017-03-13,4,4.512408
Vince Carter,21600993,2017-03-13,2,1.9620768
Buddy Hield,21600997,2017-03-13,2,2.2075305
Gorgui Dieng,21600995,2017-03-13,0,0.040836517
Dwyane Wade,21600991,2017-03-13,5,5.720594
Jimmy Butler,21600991,2017-03-13,11,10.385108
Darren Collison,21600997,2017-03-13,13,13.179064
Nikola Vucevic,21600997,2017-03-13,4,3.8650343
Mike Conley,21600993,2017-03-13,10,9.586636
Danilo Gallinari,21600998,2017-03-13,5,4.964427
Karl-Anthony Towns,21600995,2017-03-13,2,1.9383827
Blake Griffin,21600996,2017-03-13,5,5.6387205
Chris Paul,21600996,2017-03-13,7,4.3771653
Marc Gasol,21600993,2017-03-13,7,6.416222
Willie Cauley-Stein,21600997,2017-03-13,1,1.1506333
Jonas Valanciunas,21600992,2017-03-13,2,2.0600288
Greg Monroe,21600993,2017-03-13,1,0.72234356
Jeremy Lin,21601000,2017-03-14,5,5.2005754
Paul George,21601001,2017-03-14,2,1.8383119
Trevor Booker,21601000,2017-03-14,1,1.0482516
Steven Adams,21601000,2017-03-14,1,0.9996121
Justin Holiday,21601001,2017-03-14,0,0.099024475
T.J. McConnell,21601003,2017-03-14,10,10.330277
Justin Anderson,21601003,2017-03-14,0,0.14449273
Donatas Motiejunas,21601002,2017-03-14,0,0.06715458
Patrick McCaw,21601003,2017-03-14,2,1.841439
Sean Kilpatrick,21601000,2017-03-14,1,1.5329422
Jrue Holiday,21601002,2017-03-14,2,2.3035533
Kevin Seraphin,21601001,2017-03-14,0,0.08307925
Alexis Ajinca,21601002,2017-03-14,0,0.08307925
James Jones,21600999,2017-03-14,0,0.0694828
Iman Shumpert,21600999,2017-03-14,0,0.1473273
Channing Frye,21600999,2017-03-14,1,1.0336422
Ian Clark,21601003,2017-03-14,1,1.0236832
Al-Farouq Aminu,21601002,2017-03-14,0,0.06715458
Alex Abrines,21601000,2017-03-14,3,2.9555993
Meyers Leonard,21601002,2017-03-14,3,2.9917305
LeBron James,21600999,2017-03-14,12,12.005843
E'Twaun Moore,21601002,2017-03-14,3,2.635163
Rakeem Christmas,21601001,2017-03-14,0,0.06715458
Jake Layman,21601002,2017-03-14,0,0.06715458
Jahlil Okafor,21601003,2017-03-14,1,1.1134446
Taj Gibson,21601000,2017-03-14,0,0.08307925
Stephen Curry,21601003,2017-03-14,5,5.455548
Richard Jefferson,21600999,2017-03-14,1,0.6774699
Brook Lopez,21601000,2017-03-14,0,0.14441225
Dario Saric,21601003,2017-03-14,6,5.6149573
Russell Westbrook,21601000,2017-03-14,19,16.43091
DeMarcus Cousins,21601002,2017-03-14,3,3.1910813
Matt Barnes,21601003,2017-03-14,2,2.2111726
JR Smith,21600999,2017-03-14,1,1.0957857
Robert Covington,21601003,2017-03-14,3,2.8429053
Andre Iguodala,21601003,2017-03-14,3,2.5274577
Jon Leuer,21600999,2017-03-14,1,0.22381312
Kentavious Caldwell-Pope,21600999,2017-03-14,3,2.6018338
Nik Stauskas,21601003,2017-03-14,2,1.7699136
Stanley Johnson,21600999,2017-03-14,3,3.0227978
Thaddeus Young,21601001,2017-03-14,1,0.86302
Maurice Harkless,21601002,2017-03-14,1,1.6784774
Jerami Grant,21601000,2017-03-14,0,0.06715458
David West,21601003,2017-03-14,1,1.0007143
Rodney Stuckey,21601001,2017-03-14,3,2.8146102
Jeff Teague,21601001,2017-03-14,6,5.30456
Randy Foye,21601000,2017-03-14,4,4.0286384
DeAndre Liggins,21600999,2017-03-14,2,1.9565892
Andrew Nicholson,21601000,2017-03-14,0,0.06715458
Andre Roberson,21601000,2017-03-14,1,1.0459424
Tobias Harris,21600999,2017-03-14,2,2.0350292
Doug McDermott,21601000,2017-03-14,0,0.08307925
Kristaps Porzingis,21601001,2017-03-14,3,2.461579
Allen Crabbe,21601002,2017-03-14,1,1.0236832
Timothe Luwawu-Cabarrot,21601003,2017-03-14,2,2.09113
Damian Lillard,21601002,2017-03-14,2,2.6969929
Isaiah Whitehead,21601000,2017-03-14,2,1.7544633
Jusuf Nurkic,21601002,2017-03-14,0,1.7698714
Shawn Long,21601003,2017-03-14,0,0.08307925
Caris LeVert,21601000,2017-03-14,2,1.9673309
Darrun Hilliard,21600999,2017-03-14,0,0.06715458
Quincy Acy,21601000,2017-03-14,2,1.9446816
Courtney Lee,21601001,2017-03-14,3,3.1095765
Zaza Pachulia,21601003,2017-03-14,1,0.66159266
Shaun Livingston,21601003,2017-03-14,0,0.08307925
Dante Cunningham,21601002,2017-03-14,0,0.08307925
Tim Frazier,21601002,2017-03-14,7,5.896406
Noah Vonleh,21601002,2017-03-14,0,0.06715458
Kyle Anderson,21600994,2017-03-13,0,0.24014178
John Wall,21600995,2017-03-13,5,6.4048686
Davis Bertans,21600994,2017-03-13,1,1.0932257
Andrew Wiggins,21600995,2017-03-13,1,1.073237
Dennis Schroder,21600994,2017-03-13,10,9.354342
Denzel Valentine,21600991,2017-03-13,2,1.9847898
Tyus Jones,21600995,2017-03-13,2,1.8669683
Brandon Ingram,21600998,2017-03-13,2,1.8284522
Briante Weber,21600991,2017-03-13,0,0.083099805
Will Barton,21600998,2017-03-13,6,5.577016
Elfrid Payton,21600997,2017-03-13,13,10.678235
Mirza Teletovic,21600993,2017-03-13,0,0.08307925
Cameron Payne,21600991,2017-03-13,1,1.0414538
Rodney Hood,21600996,2017-03-13,1,0.8434726
Terrence Ross,21600997,2017-03-13,4,3.8499706
David Nwaba,21600998,2017-03-13,0,0.08307925
Garrett Temple,21600997,2017-03-13,4,3.955307
Brian Roberts,21600991,2017-03-13,1,1.0633645
Troy Daniels,21600993,2017-03-13,1,1.0236832
Joel Anthony,21600994,2017-03-13,0,0.06715458
Bradley Beal,21600995,2017-03-13,2,1.9250219
DeMar DeRozan,21600992,2017-03-13,2,2.4335783
Rajon Rondo,21600991,2017-03-13,6,5.398983
Joe Ingles,21600996,2017-03-13,2,1.7703965
Harrison Barnes,21600992,2017-03-13,1,0.68385166
Cory Joseph,21600992,2017-03-13,4,3.280509
JaMychal Green,21600993,2017-03-13,3,3.089808
Corey Brewer,21600998,2017-03-13,1,1.0236832
Tony Allen,21600993,2017-03-13,1,1.0845295
Pascal Siakam,21600992,2017-03-13,0,0.06715458
Marvin Williams,21600991,2017-03-13,5,4.871108
Ian Mahinmi,21600995,2017-03-13,0,0.106309146
Kris Dunn,21600995,2017-03-13,0,-0.062941246
Serge Ibaka,21600992,2017-03-13,0,0.08307925
Dirk Nowitzki,21600992,2017-03-13,2,2.0350292
Ersan Ilyasova,21600994,2017-03-13,2,2.0040224
Metta World Peace,21600998,2017-03-13,1,1.0236832
Roy Hibbert,21600998,2017-03-13,1,1.0236832
Joe Johnson,21601014,2017-03-16,3,2.900767
Salah Mejri,21600992,2017-03-13,0,0.06715458
Tarik Black,21600998,2017-03-13,0,0.08307925
Michael Kidd-Gilchrist,21600991,2017-03-13,1,0.89647955
Nikola Jokic,21600998,2017-03-13,4,4.018608
Brandon Jennings,21600995,2017-03-13,5,3.5665662
Langston Galloway,21600997,2017-03-13,2,2.0151198
Thabo Sefolosha,21600994,2017-03-13,3,3.0446472
Jarrod Uthoff,21600992,2017-03-13,0,0.132617
Manny Harris,21600992,2017-03-13,0,0.10875577
Joffrey Lauvergne,21600991,2017-03-13,0,0.0982609
Tony Snell,21600993,2017-03-13,2,1.8893136
Wesley Johnson,21600996,2017-03-13,0,0.06715458
Terrence Jones,21600993,2017-03-13,0,0.06715458
Georgios Papagiannis,21600997,2017-03-13,0,0.06715458
J.J. Barea,21600992,2017-03-13,7,6.9031324
Robin Lopez,21600991,2017-03-13,2,2.0968277
Norman Powell,21600992,2017-03-13,3,3.0606148
Bryn Forbes,21600994,2017-03-13,1,1.0236832
Jason Smith,21600995,2017-03-13,1,1.2268105
Jose Calderon,21600994,2017-03-13,1,1.3401804
Dorian Finney-Smith,21600992,2017-03-13,0,0.06715458
Aaron Gordon,21600997,2017-03-13,2,2.0270102
D.J. Augustin,21600997,2017-03-13,4,3.9901412
Devin Harris,21600992,2017-03-13,1,1.3983157
Patrick Patterson,21600992,2017-03-13,1,1.0191379
Kemba Walker,21600991,2017-03-13,10,10.321392
Jeff Green,21600997,2017-03-13,2,2.09113
Dante Exum,21600996,2017-03-13,2,2.0629506
Marco Belinelli,21600991,2017-03-13,3,2.3766553
Zach Randolph,21600993,2017-03-13,1,0.19573215
Jeremy Lamb,21600991,2017-03-13,2,1.2314414
James Ennis III,21600993,2017-03-13,0,0.06715458
Cody Zeller,21600991,2017-03-13,2,2.0794725
Wesley Matthews,21600992,2017-03-13,4,3.6719725
Marreese Speights,21600996,2017-03-13,0,0.083099805
Kent Bazemore,21600994,2017-03-13,1,1.0620363
Rudy Gobert,21600996,2017-03-13,3,2.998043
Nicolas Brussino,21600992,2017-03-13,0,0.08307925
Ben McLemore,21600997,2017-03-13,1,1.0236832
Tomas Satoransky,21600995,2017-03-13,0,0.06715458
Yogi Ferrell,21600992,2017-03-13,6,5.919922
Alec Burks,21600996,2017-03-13,0,0.06715458
Khris Middleton,21600993,2017-03-13,3,4.0757775
Brandan Wright,21600993,2017-03-13,0,0.08307925
Jason Terry,21600993,2017-03-13,1,0.865975
Andrew Harrison,21600993,2017-03-13,5,4.770931
Paul Millsap,21600994,2017-03-13,5,4.3785625
Markieff Morris,21600995,2017-03-13,0,0.39529175
Austin Rivers,21600996,2017-03-13,2,2.1224232
Dewayne Dedmon,21600994,2017-03-13,1,1.0417264
Jamal Crawford,21600996,2017-03-13,0,0.49012363
Evan Fournier,21600997,2017-03-13,0,0.25495332
Gordon Hayward,21600996,2017-03-13,4,4.111547
Matthew Dellavedova,21600993,2017-03-13,0,0.6826114
Taurean Prince,21600994,2017-03-13,0,0.083099805
Lucas Nogueira,21600992,2017-03-13,0,0.06715458
Jamal Murray,21600998,2017-03-13,3,3.1163776
George Hill,21600996,2017-03-13,6,5.965284
Bismack Biyombo,21600997,2017-03-13,1,1.0087719
Toney Douglas,21600993,2017-03-13,0,0.872551
C.J. Watson,21600997,2017-03-13,1,0.9208438
Emmanuel Mudiay,21600998,2017-03-13,1,2.69849
Joe Johnson,21600996,2017-03-13,2,1.8810568
Mike Muscala,21600994,2017-03-13,0,0.08307925
Deyonta Davis,21600993,2017-03-13,0,0.06715458
Jameer Nelson,21600998,2017-03-13,6,4.297928
DeAndre Jordan,21600996,2017-03-13,1,1.1634876
David Lee,21600994,2017-03-13,4,3.7921162
Frank Kaminsky,21600991,2017-03-13,1,1.5936004
Ivica Zubac,21600998,2017-03-13,1,1.175273
Spencer Hawes,21600993,2017-03-13,0,0.106309146
Rashad Vaughn,21600993,2017-03-13,0,0.08307925
Dwight Powell,21600992,2017-03-13,0,0.06715458
Anthony Tolliver,21600997,2017-03-13,1,1.0204985
Julius Randle,21600998,2017-03-13,2,2.0693488
Bojan Bogdanovic,21600995,2017-03-13,1,0.8156629
Boris Diaw,21600996,2017-03-13,2,2.0366411
Malik Beasley,21600998,2017-03-13,0,0.08307925
Mario Hezonja,21600997,2017-03-13,1,0.8475485
Jeff Withey,21600996,2017-03-13,0,0.06715458
Brandon Rush,21600995,2017-03-13,1,0.72937405
Danny Green,21600994,2017-03-13,1,0.83308834
Cristiano Felicio,21600991,2017-03-13,1,1.0353249
Shabazz Muhammad,21600995,2017-03-13,0,0.06715458
Tim Hardaway Jr.,21600994,2017-03-13,4,4.3215594
Luc Mbah a Moute,21600996,2017-03-13,0,0.08307925
Mason Plumlee,21600998,2017-03-13,2,2.2642007
John Henson,21600993,2017-03-13,1,1.0236832
Marcin Gortat,21600995,2017-03-13,0,0.106309146
Bobby Portis,21600991,2017-03-13,1,1.0236832
Tyler Ennis,21600998,2017-03-13,2,2.0784519
Seth Curry,21600992,2017-03-13,0,0.40054113
Fred VanVleet,21600992,2017-03-13,2,2.005307
Skal Labissiere,21600997,2017-03-13,0,0.08307925
Nemanja Bjelica,21600995,2017-03-13,2,2.0417807
Jakob Poeltl,21600992,2017-03-13,1,1.0236832
Thon Maker,21600993,2017-03-13,1,1.0210955
Carmelo Anthony,21601001,2017-03-14,1,0.5510002
Pau Gasol,21600994,2017-03-13,4,3.993002
Draymond Green,21601003,2017-03-14,8,7.825885
Tyler Johnson,21601007,2017-03-15,9,8.691871
Joe Johnson,21601008,2017-03-15,1,0.68385166
Karl-Anthony Towns,21601006,2017-03-15,4,3.949472
Willie Cauley-Stein,21601012,2017-03-15,5,4.4324408
Gordon Hayward,21601008,2017-03-15,6,5.4636602
Bradley Beal,21601004,2017-03-15,5,5.1238985
DeAndre Jordan,21601013,2017-03-15,2,1.8706261
Nicolas Brussino,21601004,2017-03-15,0,0.06715458
Jrue Holiday,21601007,2017-03-15,8,6.900584
Skal Labissiere,21601012,2017-03-15,0,0.08307925
Marc Gasol,21601009,2017-03-15,7,5.739899
Dirk Nowitzki,21601004,2017-03-15,2,1.9448568
Kawhi Leonard,21601011,2017-03-15,6,5.903059
Montrezl Harrell,21601010,2017-03-15,0,0.06715458
Manu Ginobili,21601011,2017-03-15,6,4.8425803
Goran Dragic,21601007,2017-03-15,2,2.8044035
Andrew Wiggins,21601006,2017-03-15,4,3.5938215
Shabazz Muhammad,21601006,2017-03-15,1,0.91105396
Seth Curry,21601004,2017-03-15,1,1.2828064
Blake Griffin,21601013,2017-03-15,4,4.3274803
Marquese Chriss,21601012,2017-03-15,2,2.0350292
Al Horford,21601006,2017-03-15,8,7.706289
James Harden,21601010,2017-03-15,13,13.174479
LaMarcus Aldridge,21601011,2017-03-15,4,3.762933
Paul George,21601005,2017-03-15,3,3.2924728
Aron Baynes,21601008,2017-03-15,2,2.0540798
Hassan Whiteside,21601007,2017-03-15,0,0.083099805
DeMarcus Cousins,21601007,2017-03-15,1,1.0147527
Dion Waiters,21601007,2017-03-15,3,2.7572808
Anthony Davis,21601007,2017-03-15,1,0.5159206
Khris Middleton,21601013,2017-03-15,2,2.4342763
Monta Ellis,21601005,2017-03-15,2,1.2786278
Jon Leuer,21601008,2017-03-15,1,0.5660958
Kelly Olynyk,21601006,2017-03-15,3,3.0139706
Cristiano Felicio,21601009,2017-03-15,2,2.2502377
Devin Harris,21601004,2017-03-15,1,0.8794339
Ish Smith,21601008,2017-03-15,3,2.9023972
Michael Carter-Williams,21601009,2017-03-15,1,1.1096418
Al-Farouq Aminu,21601011,2017-03-15,1,0.940678
Bobby Portis,21601009,2017-03-15,0,0.106309146
James Ennis III,21601009,2017-03-15,1,1.0236832
CJ Miles,21601005,2017-03-15,0,0.106309146
Bryn Forbes,21601011,2017-03-15,0,0.08307925
Jaylen Brown,21601006,2017-03-15,0,0.106309146
JJ Redick,21601013,2017-03-15,4,3.9314632
Marcus Smart,21601006,2017-03-15,6,5.4171805
Yogi Ferrell,21601004,2017-03-15,3,3.6459248
Marco Belinelli,21601005,2017-03-15,3,3.0108936
Denzel Valentine,21601009,2017-03-15,3,2.5565557
Jonathon Simmons,21601011,2017-03-15,2,1.9483086
Robin Lopez,21601009,2017-03-15,0,0.12225437
Myles Turner,21601005,2017-03-15,2,1.9144807
Tobias Harris,21601008,2017-03-15,2,1.9505979
Joe Ingles,21601008,2017-03-15,4,3.8745415
Marcin Gortat,21601004,2017-03-15,0,0.08307925
Jae Crowder,21601006,2017-03-15,0,0.67361695
Ty Lawson,21601012,2017-03-15,6,6.018494
Brandon Jennings,21601004,2017-03-15,4,3.0837374
Wayne Ellington,21601007,2017-03-15,1,1.0236832
Tomas Satoransky,21601004,2017-03-15,0,0.06715458
Raul Neto,21601008,2017-03-15,0,0.12225437
Marreese Speights,21601013,2017-03-15,0,0.06715458
Jordan Clarkson,21601010,2017-03-15,3,2.674539
Tim Frazier,21601007,2017-03-15,4,2.4143484
Shabazz Napier,21601011,2017-03-15,2,1.9648538
Jeremy Lamb,21601005,2017-03-15,2,1.8345686
John Wall,21601004,2017-03-15,11,12.118545
Devin Booker,21601012,2017-03-15,2,1.3055799
Mike Conley,21601009,2017-03-15,7,6.8506308
Alec Burks,21601014,2017-03-16,1,1.0236832
JaVale McGee,21601019,2017-03-16,0,0.06715458
Courtney Lee,21601016,2017-03-16,2,2.1144466
Richard Jefferson,21601014,2017-03-16,0,0.08307925
Tony Allen,21601017,2017-03-16,1,0.8318164
Zaza Pachulia,21601019,2017-03-16,3,2.9913945
Damjan Rudez,21601019,2017-03-16,0,0.06715458
Toney Douglas,21601017,2017-03-16,0,0.78988904
Luc Mbah a Moute,21601018,2017-03-16,1,1.0236832
Ron Baker,21601016,2017-03-16,3,2.4694293
DeAndre Liggins,21601014,2017-03-16,0,0.083099805
Mike Muscala,21601017,2017-03-16,2,1.9898986
Kent Bazemore,21601017,2017-03-16,1,0.42201945
Andre Roberson,21601015,2017-03-16,3,3.0238593
Semaj Christon,21601015,2017-03-16,1,0.77102315
Pascal Siakam,21601015,2017-03-16,0,0.08307925
Ryan Kelly,21601017,2017-03-16,0,0.06715458
Deron Williams,21601014,2017-03-16,2,1.7087877
Boris Diaw,21601014,2017-03-16,1,1.2298491
Justin Holiday,21601016,2017-03-16,2,1.9446816
Channing Frye,21601014,2017-03-16,2,2.0469644
JR Smith,21601014,2017-03-16,0,0.0694828
Thabo Sefolosha,21601017,2017-03-16,1,1.4319673
Carmelo Anthony,21601016,2017-03-16,5,4.8435025
Aaron Gordon,21601019,2017-03-16,1,1.1086446
Jakob Poeltl,21601015,2017-03-16,0,0.06715458
Jeff Green,21601019,2017-03-16,1,0.4674076
Brandan Wright,21601017,2017-03-16,1,1.1008639
Ian Clark,21601019,2017-03-16,2,2.126904
Anthony Davis,21601002,2017-03-14,2,2.4665816
Cory Joseph,21601015,2017-03-16,6,5.776871
Raymond Felton,21601018,2017-03-16,2,2.0616016
Domantas Sabonis,21601015,2017-03-16,2,2.166898
Isaiah Thomas,21601006,2017-03-15,4,4.555764
Joe Ingles,21601014,2017-03-16,4,4.1672654
Julius Randle,21601010,2017-03-15,2,2.490303
Lou Williams,21601010,2017-03-15,7,6.3854957
Eric Gordon,21601010,2017-03-15,4,3.8439224
Kevin Love,21601014,2017-03-16,0,0.5103863
Jonas Valanciunas,21601015,2017-03-16,0,0.083099805
Randy Foye,21601016,2017-03-16,2,2.1155772
Brook Lopez,21601016,2017-03-16,3,2.9126196
Victor Oladipo,21601015,2017-03-16,2,2.005307
Kyle O'Quinn,21601016,2017-03-16,3,3.150517
Brice Johnson,21601018,2017-03-16,1,0.92058045
Draymond Green,21601019,2017-03-16,6,6.390344
Fred VanVleet,21601015,2017-03-16,2,2.142968
Taj Gibson,21601015,2017-03-16,1,0.940678
Zach Randolph,21601017,2017-03-16,1,0.5933951
Justin Hamilton,21601016,2017-03-16,0,0.06715458
KJ McDaniels,21601016,2017-03-16,1,1.0236832
Patrick Patterson,21601015,2017-03-16,1,0.56799406
Evan Fournier,21601019,2017-03-16,0,0.67578346
Gary Harris,21601018,2017-03-16,5,4.112956
DeMarre Carroll,21601015,2017-03-16,0,0.099024475
Marreese Speights,21601018,2017-03-16,1,1.1008639
Steven Adams,21601015,2017-03-16,2,2.131269
Dante Exum,21601014,2017-03-16,2,2.2104723
Paul Millsap,21601017,2017-03-16,3,3.4235668
Alex Abrines,21601015,2017-03-16,2,2.0157616
Jerami Grant,21601015,2017-03-16,0,0.06715458
Norris Cole,21601015,2017-03-16,2,2.0418146
Derrick Rose,21601016,2017-03-16,2,1.5920123
Vince Carter,21601017,2017-03-16,1,0.586058
Nikola Vucevic,21601019,2017-03-16,4,3.9098
D'Angelo Russell,21601010,2017-03-15,2,2.1856065
Damian Lillard,21601011,2017-03-15,4,4.243479
Andre Drummond,21600999,2017-03-14,1,0.91903234
Malcolm Brogdon,21601013,2017-03-15,5,4.7196975
Briante Weber,21601005,2017-03-15,2,2.0727634
Cody Zeller,21601005,2017-03-15,1,1.1815085
Ivica Zubac,21601010,2017-03-15,1,1.1009496
Dewayne Dedmon,21601011,2017-03-15,2,2.0099142
James Johnson,21601007,2017-03-15,4,3.13509
Frank Kaminsky,21601005,2017-03-15,1,1.1242744
Josh Richardson,21601007,2017-03-15,2,2.0335314
E'Twaun Moore,21601007,2017-03-15,1,0.54405075
Christian Wood,21601005,2017-03-15,0,0.06715458
Pau Gasol,21601011,2017-03-15,1,1.2164474
Aaron Brooks,21601005,2017-03-15,0,0.048420046
Stanley Johnson,21601008,2017-03-15,1,1.2120538
Reggie Jackson,21601008,2017-03-15,2,2.07913
Gorgui Dieng,21601006,2017-03-15,4,3.8815053
Glenn Robinson III,21601005,2017-03-15,0,0.06715458
Larry Nance Jr.,21601010,2017-03-15,0,-0.0011073463
Solomon Hill,21601007,2017-03-15,2,1.9932956
John Henson,21601013,2017-03-15,0,0.08307925
Rodney Stuckey,21601005,2017-03-15,3,1.8122133
Kyle Wiltjer,21601010,2017-03-15,1,1.0336422
Boban Marjanovic,21601008,2017-03-15,0,0.08307925
David Nwaba,21601010,2017-03-15,2,1.9800858
Alec Burks,21601008,2017-03-15,3,3.0606148
Rodney Hood,21601008,2017-03-15,0,0.06715458
Kris Dunn,21601006,2017-03-15,2,2.037951
Patrick Beverley,21601010,2017-03-15,5,4.5788383
Chris Paul,21601013,2017-03-15,7,5.9486904
Michael Kidd-Gilchrist,21601005,2017-03-15,1,1.0652918
Jordan Crawford,21601007,2017-03-15,3,3.012786
Ricky Rubio,21601006,2017-03-15,7,6.3064566
Jason Smith,21601004,2017-03-15,1,1.3854302
George Hill,21601008,2017-03-15,3,3.1817987
Vince Carter,21601009,2017-03-15,2,2.386318
Kosta Koufos,21601012,2017-03-15,2,1.9164503
Richaun Holmes,21601003,2017-03-14,1,1.1023443
Metta World Peace,21601010,2017-03-15,1,1.0153544
Giannis Antetokounmpo,21601013,2017-03-15,5,5.2525506
Brandon Ingram,21601010,2017-03-15,3,3.0497315
Jamal Crawford,21601013,2017-03-15,3,2.9758122
Trevor Ariza,21601010,2017-03-15,2,2.1284697
Jusuf Nurkic,21601011,2017-03-15,3,2.9250739
Wesley Johnson,21601013,2017-03-15,0,0.06715458
Harrison Barnes,21601004,2017-03-15,2,2.113583
Dante Exum,21601008,2017-03-15,3,2.808543
Salah Mejri,21601004,2017-03-15,0,0.06715458
Rajon Rondo,21601009,2017-03-15,8,6.910347
Nick Young,21601010,2017-03-15,0,0.099024475
Nikola Mirotic,21601009,2017-03-15,2,2.0011005
Danny Green,21601011,2017-03-15,0,0.37270868
Rudy Gobert,21601008,2017-03-15,5,4.6751637
Marvin Williams,21601005,2017-03-15,1,0.7529638
Rakeem Christmas,21601005,2017-03-15,0,0.06715458
Nerlens Noel,21601004,2017-03-15,1,0.66637266
Tyus Jones,21601006,2017-03-15,1,0.97314197
CJ McCollum,21601011,2017-03-15,4,3.927569
Luc Mbah a Moute,21601013,2017-03-15,2,2.0540798
Thomas Robinson,21601010,2017-03-15,0,0.06715458
Jeff Teague,21601005,2017-03-15,11,10.420058
Ian Mahinmi,21601004,2017-03-15,0,0.08307925
Patty Mills,21601011,2017-03-15,6,5.1163583
Markieff Morris,21601004,2017-03-15,3,3.127971
Tony Allen,21601009,2017-03-15,3,2.9883213
Brandon Rush,21601006,2017-03-15,2,2.0371137
Greg Monroe,21601013,2017-03-15,4,4.0340047
Noah Vonleh,21601011,2017-03-15,3,3.0153258
Andre Drummond,21601008,2017-03-15,0,0.06715458
Kemba Walker,21601005,2017-03-15,4,4.4928885
Troy Daniels,21601009,2017-03-15,0,0.06715458
Dwyane Wade,21601009,2017-03-15,4,4.808807
Avery Bradley,21601006,2017-03-15,4,3.9681666
Arron Afflalo,21601012,2017-03-15,0,0.06715458
Georgios Papagiannis,21601012,2017-03-15,0,0.06715458
Mirza Teletovic,21601013,2017-03-15,1,1.1015545
Alexis Ajinca,21601007,2017-03-15,1,1.0236832
Maurice Harkless,21601011,2017-03-15,3,2.998043
Jimmy Butler,21601009,2017-03-15,1,2.4143074
JaMychal Green,21601009,2017-03-15,1,0.98345846
Garrett Temple,21601012,2017-03-15,4,3.9392035
Bojan Bogdanovic,21601004,2017-03-15,1,1.0479001
Tarik Black,21601010,2017-03-15,0,0.06715458
Nene,21601010,2017-03-15,0,0.083099805
Raymond Felton,21601013,2017-03-15,1,1.1140254
