date,fanduel_player_pool_count,fanduel_GT_players,fanduel_predicted_players,fanduel_GT_points,fanduel_predicted_points,fanduel_predicted_lineup_GT_points,fanduel_GT_lineup_predicted_points,fanduel_GT_salary,fanduel_predicted_salary,fanduel_GT_duplicates,fanduel_predicted_duplicates,fanduel_overlap_players,fanduel_overlap_count,fanduel_overlap_GT_points,fanduel_overlap_predicted_points
2022-11-22,19,"['Mikal Bridges', 'Deandre Ayton', 'Dillon Brooks', 'Jamal Murray', 'Russell Westbrook', 'Michael Porter Jr.', 'Nic Claxton', 'Steven Adams', 'Michael Porter Jr.']","['Anthony Davis', 'Devin Booker', 'Anthony Davis', 'Anthony Davis', 'Tobias Harris', 'Kevin Huerter', 'Steven Adams', 'Aaron Gordon', 'Jaden Ivey']",290.7000045776367,,444.1000156402588,,59800.0,77700.0,1,2,['Steven Adams'],1,24.200000762939453,
2022-11-23,74,"['Draymond Green', 'Andrew Wiggins', 'Nic Claxton', 'DeMar DeRozan', 'Aaron Gordon', 'Bojan Bogdanovic', 'Myles Turner', 'Kevin Huerter', 'Marcus Smart']","['Klay Thompson', ""D'Angelo Russell"", 'Kristaps Porzingis', 'Trae Young', 'Luguentz Dort', 'Brandon Ingram', 'Brook Lopez', 'Jordan Poole', 'Andrew Wiggins']",400.59999656677246,,301.50000381469727,,58800.0,64300.0,0,0,['Andrew Wiggins'],1,50.79999923706055,
2022-11-25,71,"['Buddy Hield', 'Myles Turner', 'Brook Lopez', 'Aaron Gordon', 'Draymond Green', 'Jamal Murray', 'Kyle Lowry', 'Aaron Gordon', 'Lonnie Walker IV']","['Keegan Murray', 'Draymond Green', 'Jonas Valanciunas', 'Tre Jones', 'Jalen Green', 'Al Horford', 'Shai Gilgeous-Alexander', 'Mikal Bridges', 'Anthony Davis']",360.40000915527344,,291.3999996185303,,58400.0,65200.0,1,0,['Draymond Green'],1,31.100000381469727,
2022-11-26,20,"['Russell Westbrook', 'Lonnie Walker IV', 'Deandre Ayton', 'Devin Booker', 'Kelly Olynyk', 'Jabari Smith Jr.', 'Jalen Green', 'Tre Jones', 'Jarred Vanderbilt']","['Kelly Olynyk', 'Jalen Green', 'Tre Jones', 'Devin Vassell', 'Deandre Ayton', 'Jabari Smith Jr.', 'Josh Giddey', 'Tre Jones', 'Keldon Johnson']",345.99999237060547,,389.8999900817871,,59100.0,58900.0,0,1,"['Kelly Olynyk', 'Deandre Ayton', 'Jalen Green', 'Jabari Smith Jr.', 'Tre Jones']",5,225.99999237060547,
2022-11-27,54,"['John Collins', 'Ivica Zubac', 'Jusuf Nurkic', 'Anthony Edwards', 'Ivica Zubac', 'Jerami Grant', 'Steven Adams', 'Malcolm Brogdon', 'Jalen Brunson']","['Al Horford', 'Donovan Mitchell', 'Jalen Brunson', 'Dejounte Murray', 'Bennedict Mathurin', 'Marcus Morris Sr.', ""D'Angelo Russell"", 'Franz Wagner', 'Marcus Morris Sr.']",424.0000057220459,,271.2999973297119,,58000.0,62900.0,1,1,['Jalen Brunson'],1,50.5,
2022-11-28,63,"['Luguentz Dort', 'Darius Garland', 'Kristaps Porzingis', 'Nic Claxton', 'Gary Trent Jr.', 'Caris LeVert', 'Kristaps Porzingis', 'Jamal Murray', 'Malcolm Brogdon']","['Jayson Tatum', 'DeMar DeRozan', 'Zach LaVine', 'Kyrie Irving', 'Domantas Sabonis', 'John Collins', 'Zach LaVine', 'Nic Claxton', 'Bol Bol']",367.0999927520752,,370.4000072479248,,58800.0,66400.0,1,1,['Nic Claxton'],1,42.10000228881836,
2022-11-29,20,"['Josh Hart', 'Saddiq Bey', 'Jordan Poole', 'Julius Randle', 'Draymond Green', 'Isaiah Stewart', 'Klay Thompson', 'Anfernee Simons', 'Spencer Dinwiddie']","['RJ Barrett', 'Klay Thompson', 'Anfernee Simons', 'Andrew Wiggins', 'Ivica Zubac', 'Josh Hart', 'RJ Barrett', 'Spencer Dinwiddie', 'Klay Thompson']",258.3999967575073,,229.00000095367432,,59800.0,63200.0,0,2,"['Spencer Dinwiddie', 'Josh Hart', 'Klay Thompson', 'Anfernee Simons']",4,114.19999980926514,
2022-11-30,84,"['Anthony Edwards', 'Jonas Valanciunas', 'Deandre Ayton', 'Kelly Olynyk', 'Brook Lopez', ""D'Angelo Russell"", 'Josh Giddey', 'Evan Mobley', 'Caris LeVert']","['Darius Garland', 'Buddy Hield', 'Mikal Bridges', 'Anfernee Simons', 'Tyus Jones', 'Jordan Clarkson', 'Ivica Zubac', 'Devin Booker', 'Darius Garland']",362.7000026702881,,306.3999996185303,,59700.0,67100.0,0,1,[],0,0.0,0.0
2022-12-02,81,"['Jonas Valanciunas', 'Mason Plumlee', 'Marcus Smart', 'Keldon Johnson', 'Lauri Markkanen', 'Devin Booker', 'Jonas Valanciunas', 'Steven Adams', 'Monte Morris']","['Stephen Curry', 'Mikal Bridges', 'Bam Adebayo', 'Jalen Green', 'Bennedict Mathurin', 'Tyler Herro', 'Malcolm Brogdon', 'Bradley Beal', 'Giannis Antetokounmpo']",360.99999237060547,,337.0999984741211,,58800.0,72000.0,1,0,[],0,0.0,0.0
2022-12-03,39,"['Josh Giddey', 'Andrew Wiggins', 'Andrew Wiggins', 'Jusuf Nurkic', 'Kevin Huerter', 'Mason Plumlee', 'Anfernee Simons', 'Scottie Barnes', 'Bobby Portis']","['Kelly Olynyk', 'Stephen Curry', 'Rudy Gobert', 'Shai Gilgeous-Alexander', ""D'Angelo Russell"", 'Kevin Porter Jr.', 'Gary Trent Jr.', 'Shai Gilgeous-Alexander', 'Jerami Grant']",398.1000118255615,,319.0000009536743,,58700.0,74700.0,1,1,[],0,0.0,0.0
2022-12-04,59,"['Kyle Kuzma', 'Zion Williamson', 'Malcolm Brogdon', 'Bennedict Mathurin', 'Bruce Brown', 'Devin Vassell', 'Zach LaVine', 'Dillon Brooks', 'Al Horford']","['Aaron Gordon', 'Jaden Ivey', 'Jusuf Nurkic', 'Domantas Sabonis', 'Buddy Hield', 'Domantas Sabonis', 'Isaiah Stewart', 'Cameron Payne', 'Bennedict Mathurin']",317.3000011444092,,279.8000068664551,,59200.0,62800.0,0,1,['Bennedict Mathurin'],1,20.100000381469727,
2022-12-05,55,"['Tyus Jones', ""De'Anthony Melton"", 'Joel Embiid', 'Tyus Jones', 'Jabari Smith Jr.', 'Jalen Smith', 'Paolo Banchero', 'Paolo Banchero', 'John Wall']","['Jalen Green', 'Devin Booker', 'Buddy Hield', 'Draymond Green', 'Paul George', 'Josh Giddey', 'Mason Plumlee', 'Ivica Zubac', 'Jaylen Brown']",399.2999954223633,,282.49999809265137,,59100.0,65100.0,2,0,[],0,0.0,0.0
2022-12-06,24,"['Aaron Gordon', 'Bojan Bogdanovic', 'Spencer Dinwiddie', 'Jarrett Allen', 'Tyler Herro', 'Saddiq Bey', 'Darius Garland', 'Kyle Lowry', 'Bruce Brown']","['Saddiq Bey', 'Luka Doncic', 'Lonnie Walker IV', 'Bam Adebayo', 'Evan Mobley', 'Tyler Herro', 'Killian Hayes', 'Luka Doncic', 'Jarrett Allen']",358.5,,331.1999979019165,,60000.0,73400.0,0,1,"['Saddiq Bey', 'Jarrett Allen', 'Tyler Herro']",3,128.899995803833,
2022-12-07,76,"['Jonas Valanciunas', 'Rudy Gobert', 'Jordan Clarkson', 'Russell Westbrook', 'Kyrie Irving', 'Mason Plumlee', 'Monte Morris', 'Julius Randle', 'Julius Randle']","['Mason Plumlee', 'Dejounte Murray', 'Kelly Olynyk', 'Paul George', 'Zach LaVine', 'Mason Plumlee', 'Tyrese Haliburton', 'Kristaps Porzingis', 'Jordan Poole']",408.6000061035156,,318.8000011444092,,59600.0,66200.0,1,1,['Mason Plumlee'],1,31.700000762939453,
2022-12-08,23,"['Bruce Brown', 'Jusuf Nurkic', 'Jabari Smith Jr.', 'Paul George', 'Max Strus', 'Aaron Gordon', 'Alperen Sengun', 'Jamal Murray', 'Josh Hart']","['Jamal Murray', 'Aaron Gordon', 'Jalen Green', 'Bam Adebayo', 'Nikola Jokic', 'Bam Adebayo', 'Tyler Herro', 'Jamal Murray', 'Aaron Gordon']",282.20000171661377,,348.40000343322754,,59400.0,72600.0,0,3,"['Aaron Gordon', 'Jamal Murray']",2,66.00000190734863,
2022-12-09,75,"['Franz Wagner', ""De'Anthony Melton"", 'Rudy Gobert', 'Franz Wagner', 'Kevin Durant', 'Jordan Clarkson', 'Mitchell Robinson', 'CJ McCollum', 'Kevin Huerter']","['Devin Booker', 'Kyrie Irving', 'Scottie Barnes', 'Clint Capela', 'Brook Lopez', 'Mike Conley', 'Trae Young', 'Anthony Edwards', 'Buddy Hield']",373.10000228881836,,296.00000286102295,,60000.0,69100.0,1,0,[],0,0.0,0.0
2022-12-10,45,"['Klay Thompson', 'Evan Mobley', 'Kelly Olynyk', 'Jalen Smith', 'Jordan Poole', 'Marcus Smart', 'Spencer Dinwiddie', 'Josh Hart', 'Aaron Gordon']","['Buddy Hield', 'Jarrett Allen', 'Buddy Hield', 'Justise Winslow', 'Paul George', 'Anthony Edwards', 'Buddy Hield', 'Jarred Vanderbilt', 'Damian Lillard']",307.29999923706055,,300.20000290870667,,58400.0,62900.0,0,2,[],0,0.0,0.0
2022-12-11,44,"['RJ Barrett', 'Jalen Green', 'DeMar DeRozan', 'Jabari Smith Jr.', 'Clint Capela', 'Fred VanVleet', 'Jalen Green', 'Bojan Bogdanovic', 'Lonnie Walker IV']","['Anthony Davis', 'Alperen Sengun', 'Pascal Siakam', 'Bol Bol', ""De'Anthony Melton"", 'Zach LaVine', 'Domantas Sabonis', 'Brook Lopez', 'LeBron James']",388.99999618530273,,313.70000076293945,,59100.0,75700.0,1,0,[],0,0.0,0.0
2022-12-12,51,"['Caris LeVert', 'Darius Garland', 'Malcolm Brogdon', 'Devin Vassell', 'Jusuf Nurkic', 'John Wall', 'Buddy Hield', 'Marcus Morris Sr.', 'Keldon Johnson']","['Myles Turner', 'Derrick White', 'Myles Turner', 'Bam Adebayo', 'Shai Gilgeous-Alexander', 'Marcus Smart', 'Jusuf Nurkic', 'Donovan Mitchell', 'Christian Wood']",271.899995803833,,303.399995803833,,58100.0,69800.0,0,1,['Jusuf Nurkic'],1,40.20000076293945,
2022-12-13,39,"['Cameron Payne', 'Jarred Vanderbilt', 'Brook Lopez', 'Marcus Smart', 'Alperen Sengun', 'Jayson Tatum', 'Larry Nance Jr.', 'Bobby Portis', 'Jalen Green']","['Brook Lopez', 'Mikal Bridges', 'LeBron James', 'Jarred Vanderbilt', 'Lonnie Walker IV', 'Kelly Olynyk', 'Zion Williamson', 'Jordan Poole', 'Klay Thompson']",313.1999988555908,,273.10000228881836,,58600.0,63000.0,0,0,"['Brook Lopez', 'Jarred Vanderbilt']",2,72.20000267028809,
2022-12-14,73,"['Killian Hayes', 'Paolo Banchero', 'Isaiah Stewart', 'Terry Rozier', 'Kelly Oubre Jr.', 'Monte Morris', 'Mason Plumlee', 'Marcus Morris Sr.', 'Jusuf Nurkic']","['Marvin Bagley III', 'Darius Garland', 'Pascal Siakam', 'Bojan Bogdanovic', 'Clint Capela', 'Pascal Siakam', 'Clint Capela', 'Devin Vassell', 'Marvin Bagley III']",342.3000011444092,,226.80000114440918,,59600.0,65000.0,0,3,[],0,0.0,0.0
2022-12-15,30,"['Jarred Vanderbilt', 'Jabari Smith Jr.', 'John Wall', 'Santi Aldama', 'Jimmy Butler', 'Larry Nance Jr.', 'Mikal Bridges', 'Bobby Portis', 'Kevin Porter Jr.']","['Brook Lopez', 'Chris Paul', 'Dillon Brooks', 'Steven Adams', 'Tyler Herro', 'Jaren Jackson Jr.', 'Malik Beasley', 'Kelly Olynyk', 'Malik Beasley']",303.0999946594238,,262.80000019073486,,59400.0,59500.0,0,1,[],0,0.0,0.0
2022-12-16,77,"['Cole Anthony', 'Harrison Barnes', 'Jaden Ivey', 'Ben Simmons', 'Bojan Bogdanovic', 'Julius Randle', 'Nic Claxton', 'Jalen Brunson', 'Christian Wood']","['Caris LeVert', 'Jalen Smith', 'Bruce Brown', 'Justise Winslow', 'Darius Garland', 'Josh Giddey', 'Jarrett Allen', 'Zach LaVine', 'Pascal Siakam']",314.10000228881836,,222.39999961853027,,59200.0,60100.0,0,0,[],0,0.0,0.0
2022-12-17,51,"['Jonas Valanciunas', 'Keldon Johnson', 'Darius Garland', 'Santi Aldama', 'Dillon Brooks', 'Luguentz Dort', 'Josh Hart', 'CJ McCollum', 'Devin Booker']","['Zion Williamson', 'Kristaps Porzingis', 'Jusuf Nurkic', 'Caris LeVert', 'Kristaps Porzingis', 'Donovan Mitchell', 'Jarrett Allen', 'Donovan Mitchell', 'Tyler Herro']",350.3000011444092,,297.0000009536743,,59700.0,75400.0,0,2,[],0,0.0,0.0
2022-12-18,40,"['Aaron Gordon', 'Draymond Green', 'Nikola Vucevic', 'Kyle Kuzma', 'Draymond Green', 'Jaden Ivey', 'Mason Plumlee', 'Jordan Poole', 'Bruce Brown']","['Jalen McDaniels', 'Terry Rozier', 'Terry Rozier', 'Kelly Oubre Jr.', 'Bojan Bogdanovic', 'Killian Hayes', 'DeMar DeRozan', 'Marvin Bagley III', 'Bradley Beal']",340.10000228881836,,234.70000743865967,,59500.0,63400.0,1,1,[],0,0.0,0.0
2022-12-19,67,"['Alperen Sengun', 'Mason Plumlee', 'Brook Lopez', 'Jaden McDaniels', 'Mike Conley', 'Jrue Holiday', 'Jonas Valanciunas', 'Kelly Oubre Jr.', 'Devin Vassell']","['Luguentz Dort', 'Mike Conley', 'Lonnie Walker IV', 'Jordan Clarkson', 'Joel Embiid', 'Malik Beasley', 'Gordon Hayward', 'Anfernee Simons', 'Jarred Vanderbilt']",358.60000801086426,,221.49999713897705,,58100.0,60800.0,0,0,['Mike Conley'],1,25.899999618530273,
2022-12-20,41,"['Lauri Markkanen', 'Kentavious Caldwell-Pope', 'Malik Beasley', 'Jarred Vanderbilt', 'Deandre Ayton', 'Jaden Ivey', 'Mitchell Robinson', 'Jalen Brunson', 'Jordan Clarkson']","['Lauri Markkanen', 'Bam Adebayo', 'Nikola Jokic', 'Jordan Clarkson', 'Dillon Brooks', 'Ja Morant', 'Kyle Kuzma', 'Jalen Brunson', 'Nikola Vucevic']",324.100004196167,,384.5999927520752,,59600.0,78000.0,0,0,"['Lauri Markkanen', 'Jalen Brunson', 'Jordan Clarkson']",3,118.4000015258789,
2022-12-21,87,"['Malcolm Brogdon', 'Kevin Huerter', 'Cole Anthony', 'Tobias Harris', 'Lonnie Walker IV', 'Al Horford', 'Caris LeVert', 'LeBron James', 'Mason Plumlee']","['P.J. Washington', 'Myles Turner', 'Pascal Siakam', ""De'Anthony Melton"", 'Jayson Tatum', 'Harrison Barnes', 'Nic Claxton', 'Jabari Smith Jr.', ""D'Angelo Russell""]",301.0999984741211,,331.1000003814697,,57500.0,64900.0,0,0,[],0,0.0,0.0
2022-12-22,15,"['Malik Beasley', 'CJ McCollum', 'Jonas Valanciunas', 'Jarred Vanderbilt', 'Tre Jones', 'Collin Sexton', 'Devin Vassell', 'Lauri Markkanen', 'Trey Murphy III']","['Devin Vassell', 'CJ McCollum', 'Jakob Poeltl', 'Jonas Valanciunas', 'Tre Jones', 'Bradley Beal', 'Collin Sexton', 'Jakob Poeltl', 'Bradley Beal']",277.7000045776367,,298.60000228881836,,59300.0,66000.0,0,2,"['Devin Vassell', 'CJ McCollum', 'Jonas Valanciunas', 'Tre Jones', 'Collin Sexton']",5,175.0,
2022-12-23,122,"[""D'Angelo Russell"", 'Brook Lopez', 'Al Horford', ""De'Aaron Fox"", 'Marcus Smart', 'Jaden McDaniels', 'Tre Jones', 'Zach LaVine', 'Josh Giddey']","['Darius Garland', 'Rudy Gobert', 'Jarrett Allen', 'Tobias Harris', 'Kelly Oubre Jr.', 'Jamal Murray', 'Christian Wood', 'Kevin Porter Jr.', 'Buddy Hield']",373.1999855041504,,255.40000343322754,,59700.0,66600.0,0,0,[],0,0.0,0.0
2022-12-25,48,"['Christian Wood', 'Christian Wood', 'Spencer Dinwiddie', 'Michael Porter Jr.', 'Christian Wood', 'Kentavious Caldwell-Pope', 'Christian Wood', 'Mitchell Robinson', 'Mitchell Robinson']","['Santi Aldama', 'Tim Hardaway Jr.', 'Lonnie Walker IV', 'Jordan Poole', 'RJ Barrett', 'LeBron James', 'Steven Adams', 'Santi Aldama', 'Al Horford']",429.1999988555908,,241.39999771118164,,59400.0,59200.0,3,1,[],0,0.0,0.0
2022-12-26,71,"['Killian Hayes', 'Darius Garland', 'Lauri Markkanen', 'Mike Conley', 'Collin Sexton', 'Jusuf Nurkic', 'Jerami Grant', 'Isaiah Stewart', 'Max Strus']","['Evan Mobley', 'Kyle Lowry', 'Kyrie Irving', 'Darius Garland', 'Mike Conley', 'Tyler Herro', 'Killian Hayes', 'Kelly Oubre Jr.', 'Jakob Poeltl']",410.9000015258789,,351.3000030517578,,57300.0,64500.0,0,0,['Mike Conley'],1,41.000003814697266,
2022-12-27,104,"['Michael Porter Jr.', 'Spencer Dinwiddie', 'Jalen Green', 'Scottie Barnes', 'Mason Plumlee', 'Steven Adams', 'Myles Turner', 'John Collins', 'Tre Jones']","['Kristaps Porzingis', 'Jalen Green', 'Jalen McDaniels', 'Derrick White', 'LaMelo Ball', 'Mason Plumlee', 'Buddy Hield', 'Alperen Sengun', 'Kevin Porter Jr.']",330.00000381469727,,311.7999973297119,,58100.0,61800.0,0,0,[],0,0.0,0.0
2022-12-28,89,"['Jarred Vanderbilt', 'Mikal Bridges', 'Monte Morris', 'Nic Claxton', 'Jarred Vanderbilt', 'Brook Lopez', 'Franz Wagner', 'DeMar DeRozan', 'Deandre Ayton']","['Bobby Portis', 'Jalen Duren', 'Kevin Durant', 'Mo Bamba', 'DeMar DeRozan', 'Giannis Antetokounmpo', 'Kelly Olynyk', 'Mike Conley', 'Chris Paul']",364.8999900817871,,386.6999931335449,,59200.0,67000.0,0,0,[],0,0.0,0.0
2022-12-29,85,"['Myles Turner', 'Marcus Morris Sr.', 'Steven Adams', 'Buddy Hield', 'Buddy Hield', 'Luguentz Dort', 'Jayson Tatum', 'Keldon Johnson', 'Buddy Hield']","['Pascal Siakam', 'Tyus Jones', 'Marcus Smart', 'Paul George', 'Mason Plumlee', 'Tim Hardaway Jr.', 'Alperen Sengun', 'Marcus Morris Sr.', 'Tyus Jones']",349.30000495910645,,265.2999973297119,,59600.0,60800.0,1,0,['Marcus Morris Sr.'],1,30.200000762939453,
2022-12-30,112,"[""D'Angelo Russell"", 'Bojan Bogdanovic', 'Jarred Vanderbilt', 'Jordan Clarkson', 'Monte Morris', 'Zach LaVine', 'Jarred Vanderbilt', ""De'Aaron Fox"", 'Draymond Green']","['Franz Wagner', 'Nikola Jokic', 'Bones Hyland', 'Damian Lillard', 'Kristaps Porzingis', 'Jaden McDaniels', 'Mikal Bridges', 'James Harden', 'James Harden']",336.7999954223633,,327.7999954223633,,59200.0,75100.0,0,0,[],0,0.0,0.0
2022-12-31,109,"['Jarrett Allen', 'Bojan Bogdanovic', 'Nikola Vucevic', 'Jaren Jackson Jr.', 'Jordan Clarkson', ""De'Anthony Melton"", 'Steven Adams', 'Trey Murphy III', 'Bojan Bogdanovic']","['Gordon Hayward', 'Bojan Bogdanovic', 'Nikola Vucevic', 'DeMar DeRozan', 'Collin Sexton', 'Tyus Jones', 'DeMar DeRozan', ""De'Anthony Melton"", 'Luka Doncic']",350.5999946594238,,344.99999952316284,,58900.0,68000.0,1,1,"['Bojan Bogdanovic', 'Nikola Vucevic']",2,81.99999618530273,
2023-01-02,60,"['Jalen McDaniels', 'Anfernee Simons', 'Zach LaVine', 'Alperen Sengun', 'Klay Thompson', 'Donovan Mitchell', 'Jonas Valanciunas', 'Anfernee Simons', 'Trey Murphy III']","['Spencer Dinwiddie', 'Isaiah Stewart', 'Tyler Herro', 'DeMar DeRozan', 'Nikola Jokic', 'Rudy Gobert', 'Jaden Ivey', 'Terry Rozier', 'Jalen Green']",411.6000003814697,,295.60000133514404,,60000.0,68200.0,1,0,[],0,0.0,0.0
2023-01-03,22,"['Bobby Portis', 'Harrison Barnes', 'Mike Conley', ""De'Aaron Fox"", 'Josh Giddey', 'Jalen Williams', 'Luguentz Dort', 'Marcus Smart', 'Brook Lopez']","['Jaylen Brown', 'Kristaps Porzingis', 'Jarred Vanderbilt', 'Bobby Portis', 'Jarred Vanderbilt', 'Harrison Barnes', 'Daniel Gafford', 'Kyle Kuzma', 'Marcus Smart']",381.8000011444092,,300.79999923706055,,58300.0,61700.0,0,1,"['Harrison Barnes', 'Marcus Smart', 'Bobby Portis']",3,103.00000190734863,
2023-01-04,84,"['Steven Adams', 'Harrison Barnes', 'Jalen Williams', 'Domantas Sabonis', 'Buddy Hield', 'Kevon Looney', 'Draymond Green', 'Tre Jones', 'Brook Lopez']","['Tyrese Haliburton', 'CJ McCollum', 'Jaylen Nowell', 'Jonas Valanciunas', 'Killian Hayes', ""De'Anthony Melton"", 'Caris LeVert', 'Scottie Barnes', 'P.J. Washington']",336.2000026702881,,300.69999599456787,,59300.0,62800.0,0,0,[],0,0.0,0.0
2023-01-05,30,"['Mike Conley', 'Jaren Jackson Jr.', 'Jalen Green', 'Tim Hardaway Jr.', 'Alperen Sengun', 'Lauri Markkanen', 'Jamal Murray', 'Kelly Olynyk', 'Malcolm Brogdon']","['Kevin Porter Jr.', 'Aaron Gordon', 'Kelly Olynyk', 'Alperen Sengun', 'Malcolm Brogdon', 'Ja Morant', 'Aaron Gordon', 'Marcus Smart', 'Alperen Sengun']",312.0000009536743,,287.5,,59800.0,62400.0,0,2,"['Kelly Olynyk', 'Alperen Sengun', 'Malcolm Brogdon']",3,88.70000076293945,
