player_name,game_id,game_date,reb,reb_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Derrick Jones Jr.,22000745,2021-04-02,3,3.0283914,3800.0,3800.0,10.0,SF/PF,SF/PF,SF
Isaiah Roby,22000744,2021-04-02,4,3.8556576,6100.0,6100.0,21.0,PF/C,PF/C,PF
Torrey Craig,22000744,2021-04-02,4,3.5701697,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Malachi Flynn,22000737,2021-04-02,5,4.4526033,3000.0,3000.0,10.0,PG,PG,PG
Obi Toppin,22000739,2021-04-02,2,1.9511647,3000.0,3000.0,10.0,PF,PF,PF
Pat Connaughton,22000745,2021-04-02,6,7.2394342,4700.0,4700.0,10.0,SF,SF,SF
D.J. Wilson,22000738,2021-04-02,1,1.5979528,3000.0,3000.0,10.0,C,C,C
Killian Tillie,22000741,2021-04-02,0,0.45974767,3000.0,3000.0,10.0,PF/C,PF/C,C
Daniel Theis,22000743,2021-04-02,5,4.7945065,4200.0,4200.0,17.0,C,C,PF
Wesley Matthews,22000746,2021-04-02,1,1.586638,3900.0,3900.0,10.0,SG/SF,SG/SF,SG
Chris Boucher,22000737,2021-04-02,6,6.269715,5200.0,5200.0,19.0,C,C,C
Tomas Satoransky,22000743,2021-04-02,6,5.6134534,4800.0,4800.0,14.0,PG,PG,PG
Alec Burks,22000739,2021-04-02,2,2.0522082,5800.0,5800.0,21.0,SF,SF,SF
Justin Jackson,22000744,2021-04-02,1,1.4821323,3700.0,3700.0,10.0,SF,SF,SF
Domantas Sabonis,22000740,2021-04-02,10,11.138686,9300.0,9300.0,44.0,PF/C,PF/C,PF
Kevin Porter Jr.,22000738,2021-04-02,5,4.5928836,6500.0,6500.0,27.0,PG/SG,PG/SG,PG
Jontay Porter,22000741,2021-04-02,1,1.8171139,3000.0,3000.0,10.0,PF/C,PF/C,PF
Kent Bazemore,22000737,2021-04-02,3,3.0207632,3200.0,3200.0,10.0,SF,SF,SF
Terry Rozier,22000740,2021-04-02,6,4.1314373,8100.0,8100.0,31.0,PG/SG,PG/SG,SG
Taj Gibson,22000739,2021-04-02,4,3.3509903,4100.0,4100.0,10.0,PF/C,PF/C,C
Dorian Finney-Smith,22000739,2021-04-02,9,6.917998,4200.0,4200.0,10.0,SF/PF,SF/PF,SF
Chimezie Metu,22000746,2021-04-02,4,4.010654,3000.0,3000.0,10.0,PF/C,PF/C,PF
Tyus Jones,22000741,2021-04-02,3,1.8633813,3000.0,3000.0,10.0,PG,PG,PG
Juan Toscano-Anderson,22000737,2021-04-02,1,1.2367977,3500.0,3500.0,10.0,PF,PF,PF
Ty-Shon Alexander,22000744,2021-04-02,1,1.0152633,3000.0,3000.0,10.0,PG,PG,SG
Alfonzo McKinnie,22000746,2021-04-02,1,0.69640166,3000.0,3000.0,10.0,PF,PF,PF
Josh Hall,22000744,2021-04-02,1,1.1154679,3400.0,3400.0,10.0,PF,PF,PF
Kyle Guy,22000746,2021-04-02,1,0.99559873,3000.0,3000.0,10.0,PG,PG,PG
Grayson Allen,22000741,2021-04-02,3,4.222937,4200.0,4200.0,10.0,SG,SG,SG
Jrue Holiday,22000745,2021-04-02,4,3.9116786,7500.0,7500.0,30.0,PG/SG,PG/SG,PG
Dwight Powell,22000739,2021-04-02,0,0.7213468,3000.0,3000.0,10.0,C,C,C
Karl-Anthony Towns,22000741,2021-04-02,16,10.987914,10100.0,10100.0,46.0,C,C,C
Clint Capela,22000742,2021-04-02,10,9.489621,8100.0,8100.0,33.0,C,C,C
Jayson Tatum,22000738,2021-04-02,9,6.596976,9100.0,9100.0,42.0,PF,PF,PF
Zach LaVine,22000743,2021-04-02,5,3.9454787,8300.0,8300.0,32.0,SG,SG,SG
Alex Caruso,22000746,2021-04-02,2,2.2706506,4100.0,4100.0,10.0,PG/SG,PG/SG,PG
Eric Bledsoe,22000742,2021-04-02,3,2.8508997,5300.0,5300.0,15.0,PG/SG,PG/SG,SG
Jalen Brunson,22000739,2021-04-02,7,6.746867,4700.0,4700.0,18.0,PG/SG,PG/SG,SG
Brandon Clarke,22000741,2021-04-02,4,4.11993,4800.0,4800.0,19.0,PF/C,PF/C,PF
Doug McDermott,22000740,2021-04-02,2,2.6233995,3800.0,3800.0,10.0,SF/PF,SF/PF,SF
James Johnson,22000742,2021-04-02,4,3.1531773,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Mikal Bridges,22000744,2021-04-02,2,2.4183805,5100.0,5100.0,18.0,SF,SF,SF
Brad Wanamaker,22000740,2021-04-02,3,4.046109,3100.0,3100.0,10.0,PG,PG,PG
Trey Burke,22000739,2021-04-02,0,0.16068389,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Kemba Walker,22000738,2021-04-02,6,5.6025066,6900.0,6900.0,26.0,PG,PG,PG
Kira Lewis Jr.,22000742,2021-04-02,2,1.5920929,3700.0,3700.0,10.0,PG/SG,PG/SG,PG
Jalen McDaniels,22000740,2021-04-02,0,-0.011923157,3000.0,3000.0,10.0,PF,PF,PF
Skylar Mays,22000742,2021-04-02,2,2.0339384,3200.0,3200.0,10.0,SG,SG,SG
Damion Lee,22000737,2021-04-02,4,3.643781,3700.0,3700.0,10.0,SG/SF,SG/SF,SG
Aleksej Pokusevski,22000744,2021-04-02,5,5.910381,5000.0,5000.0,12.0,SF/PF,SF/PF,SF
Rudy Gobert,22000743,2021-04-02,13,12.001037,7900.0,7900.0,37.0,C,C,C
Jaylen Nowell,22000741,2021-04-02,1,1.2939154,4500.0,4500.0,10.0,PG/SG,PG/SG,SG
Payton Pritchard,22000738,2021-04-02,0,0.67217195,3700.0,3700.0,10.0,PG,PG,PG
Darius Miller,22000744,2021-04-02,0,0.38845104,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Marcus Smart,22000738,2021-04-02,4,4.0458336,6000.0,6000.0,21.0,PG/SG,PG/SG,SG
Xavier Tillman,22000741,2021-04-02,4,3.5429006,3100.0,3100.0,10.0,PF/C,PF/C,C
Edmond Sumner,22000740,2021-04-02,6,5.4097023,3100.0,3100.0,10.0,PG/SF,PG/SF,SF
Kyle Anderson,22000741,2021-04-02,8,5.100219,5400.0,5400.0,20.0,PF,PF,PF
Kyle Kuzma,22000746,2021-04-02,5,4.927935,7200.0,7200.0,28.0,SF/PF,SF/PF,PF
Donte DiVincenzo,22000745,2021-04-02,4,4.683868,5700.0,5700.0,19.0,PG/SG,PG/SG,SG
Giannis Antetokounmpo,22000745,2021-04-02,12,10.481538,10900.0,10900.0,55.0,PF/C,PF/C,PF
Khris Middleton,22000745,2021-04-02,7,7.2226286,8000.0,8000.0,32.0,SG/SF,SG/SF,SF
Luka Doncic,22000739,2021-04-02,8,8.570301,10700.0,10700.0,54.0,PG/SF,PG/SF,PG
Maxi Kleber,22000739,2021-04-02,7,6.0055175,4100.0,4100.0,12.0,PF/C,PF/C,PF
Chris Paul,22000744,2021-04-02,5,5.366088,7900.0,7900.0,32.0,PG,PG,PG
Jusuf Nurkic,22000745,2021-04-02,11,7.465815,5400.0,5400.0,19.0,C,C,C
Talen Horton-Tucker,22000746,2021-04-02,2,1.8985231,5000.0,5000.0,10.0,SG/SF,SG/SF,SF
Markieff Morris,22000746,2021-04-02,8,7.494226,5100.0,5100.0,11.0,PF/C,PF/C,PF
Jaylen Brown,22000738,2021-04-02,11,11.1527815,7900.0,7900.0,35.0,SG/SF,SG/SF,SF
Miles Bridges,22000740,2021-04-02,10,9.89816,5000.0,5000.0,12.0,SF/PF,SF/PF,PF
Robert Williams III,22000738,2021-04-02,9,8.822531,6700.0,6700.0,30.0,C,C,C
Damian Lillard,22000745,2021-04-02,4,3.6047156,9900.0,9900.0,46.0,PG,PG,PG
Jordan Clarkson,22000743,2021-04-02,2,2.573722,6100.0,6100.0,22.0,PG/SG,PG/SG,SG
Avery Bradley,22000738,2021-04-02,6,5.451423,3300.0,3300.0,10.0,SG/SF,SG/SF,SF
Gary Trent Jr.,22000737,2021-04-02,5,3.8620293,5600.0,5600.0,15.0,SG/SF,SG/SF,SG
Dennis Schroder,22000746,2021-04-02,4,3.2645745,7100.0,7100.0,28.0,PG,PG,PG
Harrison Barnes,22000746,2021-04-02,5,4.4589887,6200.0,6200.0,24.0,PF,PF,PF
Nickeil Alexander-Walker,22000742,2021-04-02,3,3.5761309,6200.0,6200.0,21.0,PG/SG,PG/SG,PG
Cameron Johnson,22000744,2021-04-02,2,1.8461796,3100.0,3100.0,10.0,SF/PF,SF/PF,PF
Pascal Siakam,22000737,2021-04-02,7,6.1388283,7800.0,7800.0,35.0,PF/C,PF/C,C
Theo Maledon,22000744,2021-04-02,5,4.6947937,5800.0,5800.0,15.0,PG,PG,PG
OG Anunoby,22000737,2021-04-02,3,3.7449062,6800.0,6800.0,28.0,PF/C,PF/C,PF
Mike Conley,22000743,2021-04-02,2,3.0708988,6600.0,6600.0,25.0,PG,PG,PG
Bogdan Bogdanovic,22000742,2021-04-02,7,5.74413,5700.0,5700.0,16.0,SG/SF,SG/SF,SG
Montrezl Harrell,22000746,2021-04-02,10,9.289685,6600.0,6600.0,29.0,C,C,C
Tony Snell,22000742,2021-04-02,4,3.4919698,3400.0,3400.0,10.0,SF,SF,SF
Devin Booker,22000744,2021-04-02,2,3.520144,8600.0,8600.0,35.0,SG,SG,SG
Derrick Favors,22000743,2021-04-02,5,4.66456,3200.0,3200.0,10.0,C,C,C
Sterling Brown,22000738,2021-04-02,4,5.0764117,4400.0,4400.0,12.0,SG/SF,SG/SF,SG
Jae'Sean Tate,22000738,2021-04-02,5,6.136459,5900.0,5900.0,20.0,PG/SF,PG/SF,PF
Josh Richardson,22000739,2021-04-02,4,3.6948576,4800.0,4800.0,16.0,SG/SF,SG/SF,SG
Aron Baynes,22000737,2021-04-02,7,6.8144383,3000.0,3000.0,10.0,C,C,C
Aaron Holiday,22000740,2021-04-02,0,0.35016677,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Jordan Poole,22000737,2021-04-02,2,2.082831,6100.0,6100.0,17.0,PG/SG,PG/SG,SG
Kristaps Porzingis,22000739,2021-04-02,8,8.858527,8000.0,8000.0,34.0,PF/C,PF/C,C
Bismack Biyombo,22000740,2021-04-02,5,5.735879,3200.0,3200.0,10.0,C,C,C
Cameron Payne,22000744,2021-04-02,6,5.4671793,3500.0,3500.0,10.0,PG,PG,PG
Bojan Bogdanovic,22000743,2021-04-02,8,6.132411,5400.0,5400.0,13.0,SF/PF,SF/PF,SF
T.J. McConnell,22000740,2021-04-02,1,0.7427354,4900.0,4900.0,19.0,PG,PG,PG
Naz Reid,22000741,2021-04-02,5,5.2507486,3100.0,3100.0,10.0,PF/C,PF/C,C
Anthony Edwards,22000741,2021-04-02,3,3.1899896,7100.0,7100.0,29.0,PG/SF,PG/SF,SF
Ben McLemore,22000738,2021-04-02,0,0.33023652,3100.0,3100.0,10.0,SG/SF,SG/SF,SG
Fred VanVleet,22000737,2021-04-02,1,1.7080127,8200.0,8200.0,39.0,PG/SG,PG/SG,SG
Goga Bitadze,22000740,2021-04-02,7,4.8582273,3100.0,3100.0,10.0,C,C,C
Jaden McDaniels,22000741,2021-04-02,2,2.4278731,4900.0,4900.0,12.0,SF/PF,SF/PF,PF
Lauri Markkanen,22000743,2021-04-02,2,2.881437,5100.0,5100.0,17.0,PF/C,PF/C,PF
Robert Covington,22000745,2021-04-02,7,6.7583904,6100.0,6100.0,23.0,PF/C,PF/C,PF
Julius Randle,22000739,2021-04-02,8,8.756668,9600.0,9600.0,47.0,PF/C,PF/C,PF
Christian Wood,22000738,2021-04-02,10,6.9998183,8400.0,8400.0,33.0,C,C,C
Moritz Wagner,22000738,2021-04-02,0,0.82952726,3300.0,3300.0,10.0,PF/C,PF/C,C
Wes Iwundu,22000742,2021-04-02,1,0.6764374,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Andrew Wiggins,22000737,2021-04-02,4,3.1918433,7500.0,7500.0,28.0,SG/SF,SG/SF,SG
Solomon Hill,22000742,2021-04-02,4,3.4877725,3100.0,3100.0,10.0,PF,PF,PF
Myles Turner,22000740,2021-04-02,8,7.9131837,6000.0,6000.0,22.0,C,C,C
Kelly Oubre Jr.,22000737,2021-04-02,7,7.3667216,6500.0,6500.0,24.0,SF/PF,SF/PF,SF
Thaddeus Young,22000743,2021-04-02,7,7.6156297,5900.0,5900.0,19.0,PF/C,PF/C,C
Donovan Mitchell,22000743,2021-04-02,3,3.2170148,8800.0,8800.0,39.0,PG/SG,PG/SG,SG
Kenrich Williams,22000744,2021-04-02,3,3.6791267,5100.0,5100.0,12.0,SG/SF,SG/SF,SG
Luke Kornet,22000738,2021-04-02,5,3.4538784,3200.0,3200.0,10.0,PF/C,PF/C,C
CJ McCollum,22000745,2021-04-02,2,2.7883823,8200.0,8200.0,32.0,PG/SG,PG/SG,SG
Gordon Hayward,22000740,2021-04-02,8,7.6940203,7900.0,7900.0,30.0,SF/PF,SF/PF,SF
Jeff Teague,22000745,2021-04-02,1,1.421219,,,10.0,,,SG
Eric Paschall,22000737,2021-04-02,6,5.1665955,3000.0,3000.0,10.0,PF/C,PF/C,PF
Jalen Smith,22000744,2021-04-02,1,1.0390002,3000.0,3000.0,10.0,C,C,PF
DaQuan Jeffries,22000746,2021-04-02,2,1.19106,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Sean McDermott,22000741,2021-04-02,1,1.3258708,3000.0,3000.0,10.0,SG,SG,SG
Royce O'Neale,22000743,2021-04-02,6,6.277913,4500.0,4500.0,12.0,SF/PF,SF/PF,PF
Aaron Nesmith,22000738,2021-04-02,0,0.06759702,3000.0,3000.0,10.0,SG,SG,SG
Nathan Knight,22000742,2021-04-02,0,0.46011153,3000.0,3000.0,10.0,PF/C,PF/C,C
Lou Williams,22000742,2021-04-02,4,3.7971714,4400.0,4400.0,11.0,PG/SG,PG/SG,SG
Kevin Huerter,22000742,2021-04-02,1,1.3273307,4500.0,4500.0,13.0,SG,SG,SG
Malik Beasley,22000741,2021-04-02,3,3.6818721,6100.0,6100.0,23.0,SG,SG,SG
Kelly Olynyk,22000738,2021-04-02,3,4.5608935,5400.0,5400.0,22.0,PF/C,PF/C,PF
Carmelo Anthony,22000745,2021-04-02,4,4.241042,5000.0,5000.0,17.0,PF,PF,PF
Norman Powell,22000745,2021-04-02,3,2.8421798,6400.0,6400.0,23.0,SG/SF,SG/SF,SF
James Wiseman,22000737,2021-04-02,5,5.0898094,5400.0,5400.0,12.0,C,C,C
Jarrett Culver,22000741,2021-04-02,0,-0.11272552,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Tim Hardaway Jr.,22000739,2021-04-02,3,4.7554345,5500.0,5500.0,18.0,SF,SF,SF
Onyeka Okongwu,22000742,2021-04-02,9,5.763481,3000.0,3000.0,10.0,C,C,C
De'Aaron Fox,22000746,2021-04-02,1,1.2235191,8900.0,8900.0,40.0,PG,PG,PG
Desmond Bane,22000741,2021-04-02,7,6.10565,4100.0,4100.0,10.0,SG/SF,SG/SF,SG
Terence Davis,22000746,2021-04-02,5,4.926745,3300.0,3300.0,10.0,SG/SF,SG/SF,PG
Devin Vassell,22000751,2021-04-03,3,3.2440174,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Caris LeVert,22000751,2021-04-03,4,3.8776686,7200.0,7200.0,28.0,SG,SG,SG
Justin Holiday,22000751,2021-04-03,4,3.5068765,4400.0,4400.0,12.0,SG/SF,SG/SF,SF
Myles Turner,22000751,2021-04-03,7,5.9748826,5900.0,5900.0,22.0,C,C,C
DeMar DeRozan,22000751,2021-04-03,4,3.858038,8000.0,8000.0,33.0,SF,SF,SF
Trevor Ariza,22000749,2021-04-03,2,2.893095,4400.0,4400.0,10.0,PF,PF,PF
Dean Wade,22000749,2021-04-03,5,3.4641576,4800.0,4800.0,10.0,PF,PF,PF
CJ McCollum,22000753,2021-04-03,4,3.8244448,8100.0,8100.0,32.0,PG/SG,PG/SG,SG
Jimmy Butler,22000749,2021-04-03,6,6.514614,9000.0,9000.0,42.0,SF,SF,SF
Furkan Korkmaz,22000750,2021-04-03,0,0.30573276,3300.0,3300.0,10.0,SG/SF,SG/SF,SG
Dejounte Murray,22000751,2021-04-03,5,6.1377177,7200.0,7200.0,28.0,PG,PG,PG
Miye Oni,22000752,2021-04-03,4,3.5182383,3000.0,3000.0,10.0,SF,SF,SF
Trey Burke,22000747,2021-04-03,0,0.095387295,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Derrick White,22000751,2021-04-03,3,3.200949,6000.0,6000.0,19.0,PG/SG,PG/SG,SG
Kelan Martin,22000751,2021-04-03,0,0.16667822,3000.0,3000.0,10.0,PF,PF,SG
Mason Plumlee,22000748,2021-04-03,10,11.465687,6400.0,6400.0,22.0,C,C,C
Tony Bradley,22000753,2021-04-03,8,6.8525276,3400.0,3400.0,10.0,C,C,C
Boban Marjanovic,22000747,2021-04-03,12,7.573961,3100.0,3100.0,10.0,C,C,C
T.J. McConnell,22000751,2021-04-03,7,5.530546,5000.0,5000.0,19.0,PG,PG,PG
Isaac Okoro,22000749,2021-04-03,3,2.429799,3700.0,3700.0,10.0,SF,SF,SF
Rudy Gobert,22000752,2021-04-03,6,7.677478,7700.0,7700.0,37.0,C,C,C
Jordan McLaughlin,22000750,2021-04-03,6,5.253486,3500.0,3500.0,10.0,PG,PG,PG
Kenrich Williams,22000753,2021-04-03,5,4.7314262,5300.0,5300.0,12.0,SG/SF,SG/SF,SG
Jrue Holiday,22000754,2021-04-03,7,6.222808,7700.0,7700.0,30.0,PG/SG,PG/SG,PG
De'Aaron Fox,22000754,2021-04-03,3,4.051715,8900.0,8900.0,40.0,PG,PG,PG
Luka Doncic,22000747,2021-04-03,8,7.3380685,10600.0,10600.0,54.0,PG/SF,PG/SF,PG
R.J. Hampton,22000752,2021-04-03,8,6.18785,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Joe Ingles,22000752,2021-04-03,6,5.129309,5700.0,5700.0,22.0,SG/SF,SG/SF,SF
Kevin Love,22000749,2021-04-03,10,7.336746,5300.0,5300.0,16.0,PF/C,PF/C,PF
Joel Embiid,22000750,2021-04-03,8,6.516634,10400.0,10400.0,52.0,C,C,C
Anthony Edwards,22000750,2021-04-03,1,2.0403135,7300.0,7300.0,29.0,PG/SF,PG/SF,SF
Terence Davis,22000754,2021-04-03,3,2.645039,3200.0,3200.0,10.0,SG/SF,SG/SF,PG
Tobias Harris,22000750,2021-04-03,5,7.0200934,8600.0,8600.0,35.0,SF/PF,SF/PF,PF
Donovan Mitchell,22000752,2021-04-03,2,3.184092,8800.0,8800.0,39.0,PG/SG,PG/SG,SG
Jakob Poeltl,22000751,2021-04-03,13,11.705265,6200.0,6200.0,21.0,C,C,C
Victor Oladipo,22000749,2021-04-03,1,2.1733823,7300.0,7300.0,25.0,PG/SG,PG/SG,SG
Russell Westbrook,22000747,2021-04-03,14,11.487977,11100.0,11100.0,54.0,PG,PG,PG
Robin Lopez,22000747,2021-04-03,4,3.391787,3900.0,3900.0,10.0,C,C,C
Seth Curry,22000750,2021-04-03,1,1.4753817,4900.0,4900.0,13.0,SG,SG,SG
Karl-Anthony Towns,22000750,2021-04-03,14,10.674254,10000.0,10000.0,46.0,C,C,C
Jalen Brunson,22000747,2021-04-03,0,1.6573821,4800.0,4800.0,18.0,PG/SG,PG/SG,SG
Tyler Herro,22000749,2021-04-03,3,3.15641,5900.0,5900.0,20.0,PG/SG,PG/SG,SG
Maurice Harkless,22000754,2021-04-03,3,3.0038915,3000.0,3000.0,10.0,PF,PF,PF
Norvel Pelle,22000748,2021-04-03,3,3.0231054,,,,,,
Darius Garland,22000749,2021-04-03,4,3.2153802,6200.0,6200.0,21.0,PG,PG,PG
Bobby Portis,22000754,2021-04-03,6,5.3261228,5200.0,5200.0,15.0,PF/C,PF/C,C
Alec Burks,22000748,2021-04-03,2,2.4858055,5600.0,5600.0,21.0,SF,SF,SF
Isaiah Hartenstein,22000749,2021-04-03,3,3.4840834,4300.0,4300.0,11.0,C,C,C
Nerlens Noel,22000748,2021-04-03,6,7.2251215,4900.0,4900.0,13.0,C,C,C
Trent Forrest,22000752,2021-04-03,1,1.1004903,3000.0,3000.0,10.0,SG,SG,SG
Jake Layman,22000750,2021-04-03,0,0.33437935,3000.0,3000.0,10.0,SF,SF,SF
Collin Sexton,22000749,2021-04-03,3,4.05157,7200.0,7200.0,29.0,PG/SG,PG/SG,SG
Taurean Prince,22000749,2021-04-03,6,5.254349,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Carmelo Anthony,22000753,2021-04-03,1,0.9798116,5000.0,5000.0,17.0,PF,PF,PF
Donte DiVincenzo,22000754,2021-04-03,14,12.360081,5800.0,5800.0,19.0,PG/SG,PG/SG,SG
Ersan Ilyasova,22000752,2021-04-03,5,5.036266,3000.0,3000.0,10.0,PF/C,PF/C,PF
Isaiah Roby,22000753,2021-04-03,5,5.6633267,6200.0,6200.0,21.0,PF/C,PF/C,PF
Khris Middleton,22000754,2021-04-03,3,4.176022,8000.0,8000.0,32.0,SG/SF,SG/SF,SF
RJ Barrett,22000748,2021-04-03,0,3.6994426,6800.0,6800.0,28.0,SF,SF,SF
Julius Randle,22000748,2021-04-03,8,7.4185762,9400.0,9400.0,47.0,PF/C,PF/C,PF
Edmond Sumner,22000751,2021-04-03,6,4.8669004,3200.0,3200.0,10.0,PG/SF,PG/SF,SF
Richaun Holmes,22000754,2021-04-03,9,9.119574,7400.0,7400.0,32.0,PF/C,PF/C,C
Taj Gibson,22000748,2021-04-03,5,4.4581313,3900.0,3900.0,10.0,PF/C,PF/C,C
Kevin Knox II,22000748,2021-04-03,1,1.4325491,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Norman Powell,22000753,2021-04-03,4,3.7282,6200.0,6200.0,23.0,SG/SF,SG/SF,SF
Damian Lillard,22000753,2021-04-03,3,2.6673667,9900.0,9900.0,46.0,PG,PG,PG
Doug McDermott,22000751,2021-04-03,2,2.1858852,4000.0,4000.0,10.0,SF/PF,SF/PF,SF
Keldon Johnson,22000751,2021-04-03,10,10.009375,4900.0,4900.0,16.0,PF,PF,PF
Jerami Grant,22000748,2021-04-03,4,4.014875,7400.0,7400.0,28.0,SF/PF,SF/PF,PF
Wendell Carter Jr.,22000752,2021-04-03,12,10.978116,5600.0,5600.0,14.0,C,C,C
Derrick Rose,22000748,2021-04-03,2,2.0962088,4700.0,4700.0,21.0,PG/SG,PG/SG,PG
James Ennis III,22000752,2021-04-03,5,3.7310224,5000.0,5000.0,11.0,SF/PF,SF/PF,SF
Chuma Okeke,22000752,2021-04-03,5,3.0708604,5800.0,5800.0,16.0,PF/C,PF/C,PF
Harrison Barnes,22000754,2021-04-03,4,5.1411095,6200.0,6200.0,24.0,PF,PF,PF
Tim Hardaway Jr.,22000747,2021-04-03,4,5.308407,5600.0,5600.0,18.0,SF,SF,SF
Brook Lopez,22000754,2021-04-03,4,4.813445,5300.0,5300.0,18.0,C,C,C
Mike Scott,22000750,2021-04-03,4,3.7658405,3600.0,3600.0,10.0,PF/C,PF/C,PF
Immanuel Quickley,22000748,2021-04-03,3,3.411451,4100.0,4100.0,14.0,PG/SG,PG/SG,SG
Pat Connaughton,22000754,2021-04-03,6,5.787946,4600.0,4600.0,10.0,SF,SF,SF
Bam Adebayo,22000749,2021-04-03,11,11.700465,8500.0,8500.0,37.0,C,C,C
Cory Joseph,22000748,2021-04-03,1,0.9978183,4300.0,4300.0,12.0,PG,PG,PG
Saddiq Bey,22000748,2021-04-03,0,1.7940412,5600.0,5600.0,15.0,SF/PF,SF/PF,SF
Harry Giles III,22000753,2021-04-03,2,2.8427649,3000.0,3000.0,10.0,PF/C,PF/C,C
Elfrid Payton,22000748,2021-04-03,6,5.640521,4200.0,4200.0,10.0,PG,PG,PG
Cassius Winston,22000747,2021-04-03,0,0.22628036,3000.0,3000.0,10.0,PG,PG,PG
Isaiah Stewart,22000748,2021-04-03,7,6.875935,4100.0,4100.0,10.0,C,C,C
Duncan Robinson,22000749,2021-04-03,3,3.3291733,4700.0,4700.0,12.0,SG/SF,SG/SF,SG
Buddy Hield,22000754,2021-04-03,3,3.4210258,5800.0,5800.0,21.0,SF,SF,SF
Terrence Ross,22000752,2021-04-03,3,4.2524996,7000.0,7000.0,19.0,SG/SF,SG/SF,SG
Jaden McDaniels,22000750,2021-04-03,8,6.0996776,4900.0,4900.0,12.0,SF/PF,SF/PF,PF
Nassir Little,22000753,2021-04-03,8,5.745711,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Jordan Clarkson,22000752,2021-04-03,2,2.7921035,6100.0,6100.0,22.0,PG/SG,PG/SG,SG
Jarrell Brantley,22000752,2021-04-03,4,4.07829,3000.0,3000.0,10.0,SF,SF,PF
Tyler Bey,22000747,2021-04-03,0,0.16276959,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Jarred Vanderbilt,22000750,2021-04-03,0,0.27789754,3000.0,3000.0,10.0,PF/C,PF/C,PF
Precious Achiuwa,22000749,2021-04-03,2,1.3840576,3000.0,3000.0,10.0,C,C,C
Obi Toppin,22000748,2021-04-03,2,2.6823726,3000.0,3000.0,10.0,PF,PF,PF
Wayne Ellington,22000748,2021-04-03,2,2.414719,3800.0,3800.0,10.0,SG,SG,SG
Goran Dragic,22000749,2021-04-03,2,2.8234777,5100.0,5100.0,15.0,PG,PG,PG
Georges Niang,22000752,2021-04-03,4,3.9918723,3100.0,3100.0,10.0,PF,PF,PF
Deividas Sirvydis,22000748,2021-04-03,1,1.2214208,3000.0,3000.0,10.0,SF,SF,SF
Ty Jerome,22000753,2021-04-03,3,3.391447,4300.0,4300.0,10.0,PG/SG,PG/SG,PG
Dwayne Bacon,22000752,2021-04-03,3,2.2922523,5500.0,5500.0,13.0,SG/SF,SG/SF,SF
Ish Smith,22000747,2021-04-03,2,2.8435206,3800.0,3800.0,10.0,PG,PG,PG
Chandler Hutchison,22000747,2021-04-03,5,4.121153,3400.0,3400.0,10.0,SF,SF,PF
Moses Brown,22000753,2021-04-03,14,13.076007,7300.0,7300.0,29.0,C,C,C
Matt Thomas,22000752,2021-04-03,1,0.70681554,3000.0,3000.0,10.0,SG,SG,SG
Darius Miller,22000753,2021-04-03,2,1.9245561,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
JaKarr Sampson,22000751,2021-04-03,4,3.9456983,3000.0,3000.0,10.0,PF/C,PF/C,PF
Deni Avdija,22000747,2021-04-03,8,4.1596966,4400.0,4400.0,10.0,SF/PF,SF/PF,SF
Garrison Mathews,22000747,2021-04-03,0,0.010145061,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Goga Bitadze,22000751,2021-04-03,7,6.3558397,3100.0,3100.0,10.0,C,C,C
Bojan Bogdanovic,22000752,2021-04-03,4,4.1489573,5400.0,5400.0,13.0,SF/PF,SF/PF,SF
Matisse Thybulle,22000750,2021-04-03,2,2.342362,3500.0,3500.0,10.0,SF,SF,SF
Dwight Howard,22000750,2021-04-03,6,5.8024964,5800.0,5800.0,21.0,C,C,C
Jaylen Nowell,22000750,2021-04-03,1,1.9279929,4400.0,4400.0,10.0,PG/SG,PG/SG,SG
Max Strus,22000749,2021-04-03,0,0.25728363,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Dwight Powell,22000747,2021-04-03,7,6.712516,3000.0,3000.0,10.0,C,C,C
Derrick Favors,22000752,2021-04-03,6,6.678123,3200.0,3200.0,10.0,C,C,C
Patty Mills,22000751,2021-04-03,2,1.9861039,3900.0,3900.0,10.0,PG/SG,PG/SG,PG
Josh Hall,22000753,2021-04-03,2,2.0919275,3300.0,3300.0,10.0,PF,PF,PF
Luka Samanic,22000751,2021-04-03,3,3.299679,3000.0,3000.0,10.0,PF,PF,PF
