player_name,game_id,game_date,reb,reb_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Jevon Carter,22000053,2020-12-29,1,0.8137432,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Maurice Harkless,22000051,2020-12-29,0,1.8970952,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Cedi Osman,22000046,2020-12-29,1,2.1648185,5100.0,5100.0,15.0,SF/PF,SF/PF,PF
Michael Porter Jr.,22000055,2020-12-29,10,5.6373487,6400.0,6400.0,25.0,SF/PF,SF/PF,SF
Deandre Ayton,22000053,2020-12-29,12,7.335246,7400.0,7400.0,31.0,C,C,C
Khris Middleton,22000051,2020-12-29,4,5.998609,7700.0,7700.0,33.0,SF,SF,SF
Dwayne Bacon,22000052,2020-12-29,8,3.8962502,3100.0,3100.0,10.0,SF,SF,SG
Deni Avdija,22000050,2020-12-29,4,3.8045735,4600.0,4600.0,12.0,SF/PF,SF/PF,PF
Nikola Jokic,22000055,2020-12-29,10,10.085751,10200.0,10200.0,47.0,C,C,C
Andre Drummond,22000046,2020-12-29,17,12.792707,8700.0,8700.0,45.0,C,C,C
Isaiah Roby,22000052,2020-12-29,7,4.497409,3000.0,3000.0,10.0,C,C,C
Nikola Vucevic,22000052,2020-12-29,10,10.41032,8300.0,8300.0,38.0,C,C,C
Stephen Curry,22000047,2020-12-29,5,5.062001,9600.0,9600.0,45.0,PG,PG,PG
Giannis Antetokounmpo,22000051,2020-12-29,6,8.879282,10800.0,10800.0,50.0,PF/C,PF/C,PF
Shai Gilgeous-Alexander,22000052,2020-12-29,7,5.8171816,8100.0,8100.0,35.0,PG,PG,PG
De'Aaron Fox,22000055,2020-12-29,3,3.023618,7600.0,7600.0,36.0,PG,PG,PG
Hamidou Diallo,22000052,2020-12-29,8,4.5843153,3800.0,3800.0,10.0,SG/SF,SG/SF,SG
Ricky Rubio,22000054,2020-12-29,0,1.2077826,5500.0,5500.0,18.0,PG,PG,PG
Damian Jones,22000053,2020-12-29,2,2.1651232,3000.0,3000.0,10.0,C,C,C
Buddy Hield,22000055,2020-12-29,8,4.319899,6800.0,6800.0,24.0,SG/SF,SG/SF,SG
Victor Oladipo,22000048,2020-12-29,6,4.654203,6400.0,6400.0,22.0,PG/SG,PG/SG,SG
Russell Westbrook,22000050,2020-12-29,15,13.252666,9700.0,9700.0,45.0,PG,PG,PG
Zach LaVine,22000050,2020-12-29,5,4.3046455,8400.0,8400.0,37.0,SG,SG,SG
Domantas Sabonis,22000048,2020-12-29,11,9.799033,8600.0,8600.0,42.0,PF/C,PF/C,PF
Jayson Tatum,22000048,2020-12-29,11,7.578286,8800.0,8800.0,43.0,SF/PF,SF/PF,PF
Julius Randle,22000046,2020-12-29,12,8.855872,8200.0,8200.0,32.0,PF/C,PF/C,PF
Seth Curry,22000049,2020-12-29,6,4.287904,5000.0,5000.0,14.0,SG,SG,SG
Joel Embiid,22000049,2020-12-29,16,10.622364,9800.0,9800.0,47.0,C,C,C
OG Anunoby,22000049,2020-12-29,6,4.663225,5200.0,5200.0,21.0,SF/PF,SF/PF,SF
Bradley Beal,22000050,2020-12-29,4,3.182362,9300.0,9300.0,40.0,SG,SG,SG
Jerami Grant,22000047,2020-12-29,7,3.2318845,6500.0,6500.0,20.0,SF/PF,SF/PF,SF
Andrew Wiggins,22000047,2020-12-29,7,3.9609888,6400.0,6400.0,24.0,SG/SF,SG/SF,SG
Jaylen Brown,22000048,2020-12-29,2,2.6419082,7500.0,7500.0,33.0,SG/SF,SG/SF,SF
Tobias Harris,22000049,2020-12-29,11,7.920985,7000.0,7000.0,27.0,SF/PF,SF/PF,PF
Thomas Bryant,22000050,2020-12-29,6,5.399743,6800.0,6800.0,19.0,C,C,C
Bam Adebayo,22000051,2020-12-29,6,10.33082,8000.0,8000.0,34.0,C,C,C
Kyle Lowry,22000049,2020-12-29,8,4.3639903,7500.0,7500.0,33.0,PG,PG,PG
Jrue Holiday,22000051,2020-12-29,3,3.8053663,6700.0,6700.0,30.0,PG,PG,PG
Eric Bledsoe,22000053,2020-12-29,0,1.76949,5900.0,5900.0,20.0,PG/SG,PG/SG,SG
Chuma Okeke,22000052,2020-12-29,3,4.624476,3400.0,3400.0,10.0,PF/C,PF/C,PF
Thanasis Antetokounmpo,22000051,2020-12-29,5,3.0792112,3000.0,3000.0,10.0,PF,PF,SF
Patrick Beverley,22000054,2020-12-29,3,3.5199988,4900.0,4900.0,10.0,PG,PG,PG
JaVale McGee,22000046,2020-12-29,9,6.4813895,3800.0,3800.0,10.0,C,C,C
Amir Coffey,22000054,2020-12-29,1,1.8383739,3000.0,3000.0,10.0,SF,SF,SF
Harrison Barnes,22000055,2020-12-29,6,7.3966684,5300.0,5300.0,21.0,SF/PF,SF/PF,SF
Lou Williams,22000054,2020-12-29,3,3.9235704,5100.0,5100.0,18.0,PG/SG,PG/SG,SG
Lauri Markkanen,22000050,2020-12-29,4,6.168009,6600.0,6600.0,25.0,PF,PF,PF
Juancho Hernangomez,22000054,2020-12-29,4,3.774093,3600.0,3600.0,10.0,PF,PF,PF
Jordan Nwora,22000051,2020-12-29,2,1.483779,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Garrett Temple,22000050,2020-12-29,1,1.5884438,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Norman Powell,22000049,2020-12-29,1,2.195991,4400.0,4400.0,11.0,SG/SF,SG/SF,SF
Paul George,22000054,2020-12-29,6,5.935977,8500.0,8500.0,33.0,SG,SG,SG
Luke Kennard,22000054,2020-12-29,3,3.1039305,4500.0,4500.0,12.0,SG/SF,SG/SF,SF
Mitchell Robinson,22000046,2020-12-29,10,8.570792,5600.0,5600.0,18.0,C,C,C
Malik Beasley,22000054,2020-12-29,4,4.428049,5900.0,5900.0,18.0,SG/SF,SG/SF,SG
D'Angelo Russell,22000054,2020-12-29,3,4.6419024,7600.0,7600.0,30.0,PG/SG,PG/SG,SG
Monte Morris,22000055,2020-12-29,1,1.6640651,4000.0,4000.0,10.0,PG,PG,PG
Khem Birch,22000052,2020-12-29,2,2.1394873,3300.0,3300.0,10.0,C,C,PF
Cameron Johnson,22000053,2020-12-29,2,3.5537632,4400.0,4400.0,13.0,SF/PF,SF/PF,SF
Will Barton,22000055,2020-12-29,4,3.4010155,6000.0,6000.0,18.0,SG/SF,SG/SF,SF
Jaxson Hayes,22000053,2020-12-29,6,4.13558,3200.0,3200.0,10.0,C,C,C
Brook Lopez,22000051,2020-12-29,2,3.167999,4700.0,4700.0,18.0,C,C,C
Collin Sexton,22000046,2020-12-29,2,1.8534807,6900.0,6900.0,30.0,PG/SG,PG/SG,SG
Tyler Herro,22000051,2020-12-29,3,3.7957056,5700.0,5700.0,21.0,PG/SG,PG/SG,SG
Marvin Bagley III,22000055,2020-12-29,2,7.665664,5400.0,5400.0,25.0,PF/C,PF/C,PF
Mikal Bridges,22000053,2020-12-29,7,4.432461,6200.0,6200.0,19.0,SF,SF,SF
Marcus Smart,22000048,2020-12-29,1,1.4365056,6500.0,6500.0,22.0,PG,PG,SG
Aron Baynes,22000049,2020-12-29,6,6.082487,4800.0,4800.0,16.0,C,C,C
Tristan Thompson,22000048,2020-12-29,10,8.120039,4900.0,4900.0,19.0,C,C,C
Wendell Carter Jr.,22000050,2020-12-29,12,9.198678,6100.0,6100.0,19.0,C,C,C
RJ Barrett,22000046,2020-12-29,7,5.517566,7100.0,7100.0,21.0,SG/SF,SG/SF,SG
PJ Dozier,22000055,2020-12-29,4,4.2672386,3800.0,3800.0,10.0,SG/SF,SG/SF,PG
Kendrick Nunn,22000051,2020-12-29,3,2.965578,4000.0,4000.0,10.0,PG/SG,PG/SG,PG
Nickeil Alexander-Walker,22000053,2020-12-29,0,1.3367405,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Cameron Payne,22000053,2020-12-29,2,2.7951815,4800.0,4800.0,10.0,PG,PG,PG
Derrick Rose,22000047,2020-12-29,2,1.5667961,6000.0,6000.0,22.0,PG,PG,PG
Evan Fournier,22000052,2020-12-29,1,1.6112139,5600.0,5600.0,20.0,SG,SG,SG
Josh Jackson,22000047,2020-12-29,6,5.8261714,4500.0,4500.0,10.0,SF,SF,PF
Dario Saric,22000053,2020-12-29,4,2.4592862,4100.0,4100.0,18.0,PF,PF,PF
Nicolo Melli,22000053,2020-12-29,8,4.3488555,3000.0,3000.0,10.0,PF,PF,PF
Ben Simmons,22000049,2020-12-29,13,8.29037,8900.0,8900.0,39.0,PG/SF,PG/SF,PG
Kevin Knox II,22000046,2020-12-29,1,3.2755134,4000.0,4000.0,10.0,SF/PF,SF/PF,PF
Richaun Holmes,22000055,2020-12-29,5,8.207898,5000.0,5000.0,17.0,C,C,C
Aleksej Pokusevski,22000052,2020-12-29,6,4.446664,3100.0,3100.0,11.0,PF,PF,PF
Jarrett Culver,22000054,2020-12-29,10,7.859672,4500.0,4500.0,10.0,SG/SF,SG/SF,SF
Troy Brown Jr.,22000050,2020-12-29,1,2.789011,4200.0,4200.0,12.0,SG/SF,SG/SF,SF
Mychal Mulder,22000047,2020-12-29,1,1.0524396,3000.0,3000.0,10.0,SG,SG,PG
Raul Neto,22000050,2020-12-29,1,2.1629114,4700.0,4700.0,12.0,PG/SG,PG/SG,PG
Goran Dragic,22000051,2020-12-29,0,2.415439,5800.0,5800.0,24.0,PG,PG,PG
Pascal Siakam,22000049,2020-12-29,6,8.850726,8200.0,8200.0,31.0,PF,PF,PF
Josh Hart,22000053,2020-12-29,6,5.008272,4800.0,4800.0,12.0,SF,SF,SF
Aaron Holiday,22000048,2020-12-29,1,2.0346253,3800.0,3800.0,12.0,PG/SG,PG/SG,PG
T.J. McConnell,22000048,2020-12-29,5,4.4684806,3700.0,3700.0,10.0,PG,PG,PG
Gary Harris,22000055,2020-12-29,1,1.2120948,4300.0,4300.0,10.0,SG/SF,SG/SF,SG
Max Strus,22000051,2020-12-29,0,2.476989,3000.0,3000.0,10.0,SG,SG,SG
Darius Garland,22000046,2020-12-29,5,3.5887249,5900.0,5900.0,21.0,PG,PG,PG
Lonzo Ball,22000053,2020-12-29,0,2.2552228,6600.0,6600.0,26.0,PG,PG,PG
Brandon Ingram,22000053,2020-12-29,6,3.773382,8200.0,8200.0,36.0,SF/PF,SF/PF,SF
Fred VanVleet,22000049,2020-12-29,6,4.3639903,7400.0,7400.0,32.0,PG/SG,PG/SG,SG
Kelly Oubre Jr.,22000047,2020-12-29,5,5.1937237,5700.0,5700.0,21.0,SF/PF,SF/PF,SF
Donte DiVincenzo,22000051,2020-12-29,1,3.31813,4800.0,4800.0,12.0,PG/SG,PG/SG,SG
KZ Okpala,22000051,2020-12-29,4,4.0746503,3000.0,3000.0,10.0,SF,SF,SF
Myles Turner,22000048,2020-12-29,6,6.4820986,6000.0,6000.0,22.0,C,C,C
Chris Paul,22000053,2020-12-29,2,4.95677,7100.0,7100.0,33.0,PG,PG,PG
Damyean Dotson,22000046,2020-12-29,2,2.507607,3100.0,3100.0,10.0,SG,SG,SG
T.J. Warren,22000048,2020-12-29,2,2.4273858,5900.0,5900.0,27.0,SF/PF,SF/PF,SF
Markelle Fultz,22000052,2020-12-29,4,4.7740097,6100.0,6100.0,21.0,PG,PG,PG
Nerlens Noel,22000046,2020-12-29,7,3.4595957,3200.0,3200.0,10.0,C,C,C
Juan Toscano-Anderson,22000047,2020-12-29,3,2.8610752,3100.0,3100.0,10.0,PF,PF,SF
Kelly Olynyk,22000051,2020-12-29,5,4.578836,3800.0,3800.0,10.0,PF/C,PF/C,C
Damion Lee,22000047,2020-12-29,3,3.9783912,4100.0,4100.0,10.0,PG/SG,PG/SG,SG
Payton Pritchard,22000048,2020-12-29,5,4.3614383,3500.0,3500.0,10.0,PG,PG,PG
Ed Davis,22000054,2020-12-29,6,3.233439,3400.0,3400.0,10.0,C,C,C
Matt Thomas,22000049,2020-12-29,0,2.1399572,3900.0,3900.0,10.0,SG,SG,SG
Anthony Edwards,22000054,2020-12-29,0,1.4046834,5400.0,5400.0,18.0,SG/SF,SG/SF,SF
Jarred Vanderbilt,22000054,2020-12-29,6,4.943795,3900.0,3900.0,10.0,PF,PF,SF
Mike Scott,22000049,2020-12-29,2,2.3144598,3200.0,3200.0,10.0,PF,PF,PF
Steven Adams,22000053,2020-12-29,8,8.18673,5800.0,5800.0,19.0,C,C,C
Cole Anthony,22000052,2020-12-29,4,2.891098,4200.0,4200.0,12.0,PG/SG,PG/SG,PG
D.J. Wilson,22000051,2020-12-29,3,5.209371,3300.0,3300.0,10.0,PF/C,PF/C,PF
Josh Hall,22000052,2020-12-29,0,2.5468183,3000.0,3000.0,10.0,SG,SG,SF
Kira Lewis Jr.,22000053,2020-12-29,0,2.5468183,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Chandler Hutchison,22000050,2020-12-29,3,4.184941,3300.0,3300.0,10.0,SF,SF,SF
Brad Wanamaker,22000047,2020-12-29,2,2.0395763,3400.0,3400.0,10.0,PG,PG,PG
Shake Milton,22000049,2020-12-29,1,0.649154,4900.0,4900.0,10.0,PG/SG,PG/SG,PG
Justin Holiday,22000048,2020-12-29,1,2.3510082,3900.0,3900.0,11.0,SG/SF,SG/SF,SF
Zeke Nnaji,22000055,2020-12-29,0,0.26660806,3000.0,3000.0,10.0,PF/C,PF/C,PF
Alex Len,22000049,2020-12-29,5,4.3447123,3000.0,3000.0,10.0,C,C,C
Blake Griffin,22000047,2020-12-29,5,5.8626738,6900.0,6900.0,29.0,PF/C,PF/C,PF
Isaiah Stewart,22000047,2020-12-29,7,6.1576686,3000.0,3000.0,10.0,C,C,C
Sekou Doumbouya,22000047,2020-12-29,2,2.171787,3400.0,3400.0,10.0,SF/PF,SF/PF,SF
Jordan Poole,22000047,2020-12-29,1,1.2774191,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Robin Lopez,22000050,2020-12-29,6,4.4268355,3300.0,3300.0,10.0,C,C,C
Frank Kaminsky,22000053,2020-12-29,2,1.8871258,3000.0,3000.0,10.0,C,C,C
Aaron Gordon,22000052,2020-12-29,5,6.9713416,6300.0,6300.0,27.0,PF,PF,PF
Devin Booker,22000053,2020-12-29,6,4.470173,9100.0,9100.0,41.0,SG,SG,SG
Isaac Bonga,22000050,2020-12-29,4,3.876983,3600.0,3600.0,10.0,SF,SF,SF
Facundo Campazzo,22000055,2020-12-29,2,3.5240097,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Ivica Zubac,22000054,2020-12-29,4,3.6364105,5200.0,5200.0,15.0,C,C,C
Duncan Robinson,22000051,2020-12-29,2,4.4158936,5000.0,5000.0,13.0,SG,SG,SG
Ty-Shon Alexander,22000053,2020-12-29,1,1.1281059,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Theo Maledon,22000052,2020-12-29,1,2.2352853,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Pat Connaughton,22000051,2020-12-29,2,1.6922668,3200.0,3200.0,10.0,SF,SF,SF
Javonte Green,22000048,2020-12-29,3,3.2383964,3000.0,3000.0,10.0,SG,SG,SG
Justin Jackson,22000052,2020-12-29,2,2.476989,3000.0,3000.0,10.0,SF,SF,SF
Kevon Looney,22000047,2020-12-29,5,4.1068435,3800.0,3800.0,10.0,C,C,C
Cory Joseph,22000055,2020-12-29,0,2.255305,4200.0,4200.0,10.0,PG,PG,PG
Sam Merrill,22000051,2020-12-29,2,1.603306,3000.0,3000.0,10.0,SG,SG,SG
Stanley Johnson,22000049,2020-12-29,8,3.886593,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Bol Bol,22000055,2020-12-29,0,0.24796215,3000.0,3000.0,10.0,C,C,PF
Daniel Theis,22000048,2020-12-29,4,3.3875284,4500.0,4500.0,14.0,PF/C,PF/C,C
JJ Redick,22000053,2020-12-29,1,1.3921198,4200.0,4200.0,10.0,SG/SF,SG/SF,SG
Daniel Oturu,22000054,2020-12-29,3,2.8101242,3000.0,3000.0,10.0,C,C,C
Garrison Mathews,22000050,2020-12-29,0,2.3207214,3000.0,3000.0,10.0,SG,SG,SG
Davis Bertans,22000050,2020-12-29,4,4.999264,5000.0,5000.0,18.0,PF,PF,SF
James Wiseman,22000047,2020-12-29,6,6.8601646,5900.0,5900.0,22.0,C,C,C
Dante Exum,22000046,2020-12-29,1,2.0265405,3300.0,3300.0,10.0,PG,PG,SG
Doug McDermott,22000048,2020-12-29,1,1.2167097,4400.0,4400.0,10.0,SF/PF,SF/PF,PF
Hassan Whiteside,22000055,2020-12-29,5,7.136314,3700.0,3700.0,17.0,C,C,C
Tyrese Haliburton,22000055,2020-12-29,3,4.3932986,4800.0,4800.0,14.0,PG/SG,PG/SG,SG
Danny Green,22000049,2020-12-29,2,1.1924392,3500.0,3500.0,10.0,SG/SF,SG/SF,SG
Nicolas Batum,22000054,2020-12-29,5,6.1558404,4500.0,4500.0,12.0,SF/PF,SF/PF,PF
Elfrid Payton,22000046,2020-12-29,8,4.4741364,5500.0,5500.0,16.0,PG,PG,PG
Dwight Howard,22000049,2020-12-29,3,4.892793,4600.0,4600.0,11.0,C,C,C
Nemanja Bjelica,22000055,2020-12-29,5,4.454416,4100.0,4100.0,12.0,PF/C,PF/C,PF
Jeff Teague,22000048,2020-12-29,2,1.5608084,4300.0,4300.0,16.0,PG/SG,PG/SG,PG
Paul Millsap,22000055,2020-12-29,4,3.9368024,5300.0,5300.0,13.0,PF/C,PF/C,PF
Saddiq Bey,22000047,2020-12-29,3,3.0354717,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Kenrich Williams,22000052,2020-12-29,1,1.7536895,3300.0,3300.0,10.0,PF,PF,PF
Svi Mykhailiuk,22000047,2020-12-29,2,2.2056968,3500.0,3500.0,10.0,SG,SG,SG
Tomas Satoransky,22000050,2020-12-29,2,3.039415,3500.0,3500.0,13.0,PG,PG,PG
Reggie Jackson,22000054,2020-12-29,4,3.361359,4000.0,4000.0,10.0,PG,PG,PG
Chris Boucher,22000049,2020-12-29,1,4.6778445,5800.0,5800.0,14.0,PF/C,PF/C,C
Larry Nance Jr.,22000046,2020-12-29,6,8.4782505,6300.0,6300.0,24.0,PF/C,PF/C,C
Terrence Ross,22000052,2020-12-29,1,1.7808601,5300.0,5300.0,19.0,SG/SF,SG/SF,SF
Jae Crowder,22000053,2020-12-29,2,6.830228,4900.0,4900.0,16.0,SF/PF,SF/PF,PF
Mfiondu Kabengele,22000054,2020-12-29,2,2.9860206,3000.0,3000.0,10.0,PF/C,PF/C,C
D.J. Augustin,22000051,2020-12-29,4,4.2759147,3600.0,3600.0,10.0,PG,PG,PG
Dean Wade,22000046,2020-12-29,0,0.32526878,3000.0,3000.0,10.0,PF,PF,PG
R.J. Hampton,22000055,2020-12-29,0,1.0500666,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Coby White,22000050,2020-12-29,5,4.4768124,6500.0,6500.0,23.0,PG/SG,PG/SG,PG
Patrick Williams,22000050,2020-12-29,1,2.1272402,4800.0,4800.0,11.0,SF/PF,SF/PF,PF
Delon Wright,22000047,2020-12-29,1,2.1654198,4800.0,4800.0,11.0,PG/SG,PG/SG,SG
Naz Reid,22000054,2020-12-29,3,2.4973452,5100.0,5100.0,13.0,PF/C,PF/C,C
Tyrese Maxey,22000049,2020-12-29,0,1.1560931,3100.0,3100.0,10.0,PG,PG,PG
Jordan McLaughlin,22000054,2020-12-29,0,2.1399572,3000.0,3000.0,10.0,PG,PG,PG
Willy Hernangomez,22000053,2020-12-29,4,2.4980845,3000.0,3000.0,10.0,C,C,C
Carsen Edwards,22000056,2020-12-30,3,3.337158,3000.0,3000.0,10.0,PG,PG,PG
Tyus Jones,22000056,2020-12-30,2,1.2089291,5200.0,5200.0,10.0,PG,PG,PG
Rudy Gay,22000060,2020-12-30,3,4.742997,5200.0,5200.0,19.0,SF/PF,SF/PF,SF
Robert Covington,22000061,2020-12-30,3,3.8030527,4700.0,4700.0,21.0,PF,PF,PF
Patrick Patterson,22000061,2020-12-30,3,4.3199883,3600.0,3600.0,10.0,PF/C,PF/C,PF
Gordon Hayward,22000059,2020-12-30,7,5.635064,7200.0,7200.0,33.0,SF/PF,SF/PF,SF
Devonte' Graham,22000059,2020-12-30,0,2.1496499,6600.0,6600.0,27.0,PG,PG,PG
Caris LeVert,22000057,2020-12-30,4,3.2083428,6900.0,6900.0,27.0,PG/SG,PG/SG,SG
Kevin Huerter,22000057,2020-12-30,2,1.8534807,4600.0,4600.0,16.0,SG/SF,SG/SF,SG
Montrezl Harrell,22000060,2020-12-30,9,8.822483,7000.0,7000.0,21.0,PF/C,PF/C,C
Tre Jones,22000060,2020-12-30,0,2.5468183,3000.0,3000.0,10.0,PG,PG,PG
Keita Bates-Diop,22000060,2020-12-30,0,2.1399572,3000.0,3000.0,10.0,SF,SF,SF
Reggie Jackson,22000061,2020-12-30,1,0.88026816,4000.0,4000.0,10.0,PG,PG,PG
Maurice Harkless,22000058,2020-12-30,0,2.068167,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Luka Samanic,22000060,2020-12-30,0,2.1399572,3000.0,3000.0,10.0,PF,PF,PF
Aaron Nesmith,22000056,2020-12-30,3,4.2039003,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Brandon Clarke,22000056,2020-12-30,7,4.832442,5100.0,5100.0,16.0,PF/C,PF/C,PF
Dorian Finney-Smith,22000059,2020-12-30,6,6.838729,4500.0,4500.0,14.0,SF/PF,SF/PF,PF
Precious Achiuwa,22000058,2020-12-30,5,4.100131,3000.0,3000.0,10.0,PF/C,PF/C,PF
Tremont Waters,22000056,2020-12-30,0,0.3148678,3000.0,3000.0,10.0,PG,PG,PG
Kyle Anderson,22000056,2020-12-30,4,7.299519,6000.0,6000.0,17.0,SF/PF,SF/PF,SF
Derrick Jones Jr.,22000061,2020-12-30,3,2.8004856,3600.0,3600.0,10.0,SF,SF,SF
John Konchar,22000056,2020-12-30,3,3.0061667,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Avery Bradley,22000058,2020-12-30,2,2.0778596,4000.0,4000.0,11.0,SG/SF,SG/SF,SG
Brook Lopez,22000058,2020-12-30,8,4.358808,4700.0,4700.0,18.0,C,C,C
Kelly Olynyk,22000058,2020-12-30,8,4.44049,3500.0,3500.0,10.0,PF/C,PF/C,C
Bruno Fernando,22000057,2020-12-30,4,5.0293617,3100.0,3100.0,10.0,C,C,C
Taurean Prince,22000057,2020-12-30,3,2.98476,3500.0,3500.0,11.0,SF/PF,SF/PF,PF
Anfernee Simons,22000061,2020-12-30,0,0.6648779,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Quinn Cook,22000060,2020-12-30,0,0.16798344,3000.0,3000.0,10.0,PG,PG,PG
Kentavious Caldwell-Pope,22000060,2020-12-30,2,2.0457387,4900.0,4900.0,11.0,SG/SF,SG/SF,SF
Patrick Beverley,22000061,2020-12-30,4,4.1202006,5000.0,5000.0,10.0,PG,PG,PG
Luke Kennard,22000061,2020-12-30,0,2.04183,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Giannis Antetokounmpo,22000058,2020-12-30,13,12.410889,10800.0,10800.0,50.0,PF/C,PF/C,PF
Nick Richards,22000059,2020-12-30,0,2.5468183,3000.0,3000.0,10.0,C,C,C
Harry Giles III,22000061,2020-12-30,5,4.4323444,3000.0,3000.0,10.0,C,C,C
Markieff Morris,22000060,2020-12-30,6,4.854447,3700.0,3700.0,10.0,PF/C,PF/C,PF
Joe Harris,22000057,2020-12-30,2,2.8276384,5100.0,5100.0,13.0,SG/SF,SG/SF,SF
Bismack Biyombo,22000059,2020-12-30,6,4.527109,4800.0,4800.0,11.0,C,C,C
Payton Pritchard,22000056,2020-12-30,2,3.345131,3400.0,3400.0,10.0,PG,PG,PG
Clint Capela,22000057,2020-12-30,12,8.512025,5900.0,5900.0,24.0,C,C,C
Bogdan Bogdanovic,22000057,2020-12-30,4,6.31112,4800.0,4800.0,21.0,PG/SG,PG/SG,SG
Cam Reddish,22000057,2020-12-30,3,4.240234,4400.0,4400.0,18.0,SG/SF,SG/SF,SF
Sean McDermott,22000056,2020-12-30,3,2.7948413,3000.0,3000.0,10.0,SF,SF,SG
De'Andre Hunter,22000057,2020-12-30,8,7.0748053,4900.0,4900.0,17.0,SF/PF,SF/PF,SF
