player_name,game_id,game_date,pts,pts_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Terance Mann,22000054,2020-12-29,4,2.654662,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Isaiah Hartenstein,22000055,2020-12-29,3,3.7963789,3000.0,3000.0,10.0,C,C,PF
Jake Layman,22000054,2020-12-29,4,5.967501,3300.0,3300.0,10.0,PF,PF,PF
Frank Ntilikina,22000046,2020-12-29,5,3.753724,3100.0,3100.0,10.0,PG/SF,PG/SF,PG
Jaden McDaniels,22000054,2020-12-29,3,3.5305505,3200.0,3200.0,10.0,PF,PF,PF
Avery Bradley,22000051,2020-12-29,14,9.408456,4200.0,4200.0,11.0,SG/SF,SG/SF,SG
Luguentz Dort,22000052,2020-12-29,15,14.99452,4600.0,4600.0,14.0,SG/SF,SG/SF,SF
Daniel Gafford,22000050,2020-12-29,3,2.386213,3000.0,3000.0,10.0,C,C,C
Mason Plumlee,22000047,2020-12-29,2,4.31307,5700.0,5700.0,16.0,C,C,C
Matisse Thybulle,22000049,2020-12-29,0,0.52928,3300.0,3300.0,10.0,SF,SF,SF
Markus Howard,22000055,2020-12-29,0,0.67355794,3000.0,3000.0,10.0,PG,PG,SG
Sindarius Thornwell,22000053,2020-12-29,2,4.158093,3000.0,3000.0,10.0,SG/SF,SG/SF,SF
Jevon Carter,22000053,2020-12-29,0,0.20805165,3100.0,3100.0,10.0,PG/SG,PG/SG,SG
Maurice Harkless,22000051,2020-12-29,0,1.0686115,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Cedi Osman,22000046,2020-12-29,6,10.817345,5100.0,5100.0,15.0,SF/PF,SF/PF,PF
Michael Porter Jr.,22000055,2020-12-29,30,22.350777,6400.0,6400.0,25.0,SF/PF,SF/PF,SF
Deandre Ayton,22000053,2020-12-29,13,11.446908,7400.0,7400.0,31.0,C,C,C
Khris Middleton,22000051,2020-12-29,25,21.113066,7700.0,7700.0,33.0,SF,SF,SF
Dwayne Bacon,22000052,2020-12-29,18,7.7837405,3100.0,3100.0,10.0,SF,SF,SG
Deni Avdija,22000050,2020-12-29,9,7.104926,4600.0,4600.0,12.0,SF/PF,SF/PF,PF
Nikola Jokic,22000055,2020-12-29,26,23.924812,10200.0,10200.0,47.0,C,C,C
Andre Drummond,22000046,2020-12-29,18,14.942404,8700.0,8700.0,45.0,C,C,C
Isaiah Roby,22000052,2020-12-29,19,10.069105,3000.0,3000.0,10.0,C,C,C
Nikola Vucevic,22000052,2020-12-29,28,21.82245,8300.0,8300.0,38.0,C,C,C
Stephen Curry,22000047,2020-12-29,31,28.61827,9600.0,9600.0,45.0,PG,PG,PG
Giannis Antetokounmpo,22000051,2020-12-29,9,19.221066,10800.0,10800.0,50.0,PF/C,PF/C,PF
Shai Gilgeous-Alexander,22000052,2020-12-29,23,24.817871,8100.0,8100.0,35.0,PG,PG,PG
De'Aaron Fox,22000055,2020-12-29,24,16.393578,7600.0,7600.0,36.0,PG,PG,PG
Hamidou Diallo,22000052,2020-12-29,13,9.612187,3800.0,3800.0,10.0,SG/SF,SG/SF,SG
Ricky Rubio,22000054,2020-12-29,17,8.287419,5500.0,5500.0,18.0,PG,PG,PG
Damian Jones,22000053,2020-12-29,0,0.6912692,3000.0,3000.0,10.0,C,C,C
Buddy Hield,22000055,2020-12-29,12,16.064308,6800.0,6800.0,24.0,SG/SF,SG/SF,SG
Victor Oladipo,22000048,2020-12-29,24,16.26129,6400.0,6400.0,22.0,PG/SG,PG/SG,SG
Russell Westbrook,22000050,2020-12-29,21,23.106936,9700.0,9700.0,45.0,PG,PG,PG
Zach LaVine,22000050,2020-12-29,23,21.756607,8400.0,8400.0,37.0,SG,SG,SG
Domantas Sabonis,22000048,2020-12-29,14,20.666925,8600.0,8600.0,42.0,PF/C,PF/C,PF
Jayson Tatum,22000048,2020-12-29,27,25.278658,8800.0,8800.0,43.0,SF/PF,SF/PF,PF
Julius Randle,22000046,2020-12-29,28,25.567665,8200.0,8200.0,32.0,PF/C,PF/C,PF
Seth Curry,22000049,2020-12-29,17,15.113382,5000.0,5000.0,14.0,SG,SG,SG
Joel Embiid,22000049,2020-12-29,29,24.581758,9800.0,9800.0,47.0,C,C,C
OG Anunoby,22000049,2020-12-29,20,10.515765,5200.0,5200.0,21.0,SF/PF,SF/PF,SF
Bradley Beal,22000050,2020-12-29,29,28.22711,9300.0,9300.0,40.0,SG,SG,SG
Jerami Grant,22000047,2020-12-29,27,23.00177,6500.0,6500.0,20.0,SF/PF,SF/PF,SF
Andrew Wiggins,22000047,2020-12-29,27,18.069702,6400.0,6400.0,24.0,SG/SF,SG/SF,SG
Jaylen Brown,22000048,2020-12-29,20,20.406837,7500.0,7500.0,33.0,SG/SF,SG/SF,SF
Tobias Harris,22000049,2020-12-29,26,15.586014,7000.0,7000.0,27.0,SF/PF,SF/PF,PF
Thomas Bryant,22000050,2020-12-29,13,11.463569,6800.0,6800.0,19.0,C,C,C
Bam Adebayo,22000051,2020-12-29,12,16.730986,8000.0,8000.0,34.0,C,C,C
Kyle Lowry,22000049,2020-12-29,24,17.947088,7500.0,7500.0,33.0,PG,PG,PG
Jrue Holiday,22000051,2020-12-29,24,20.675507,6700.0,6700.0,30.0,PG,PG,PG
Eric Bledsoe,22000053,2020-12-29,7,6.750277,5900.0,5900.0,20.0,PG/SG,PG/SG,SG
Chuma Okeke,22000052,2020-12-29,3,7.7669787,3400.0,3400.0,10.0,PF/C,PF/C,PF
Thanasis Antetokounmpo,22000051,2020-12-29,5,8.833954,3000.0,3000.0,10.0,PF,PF,SF
Patrick Beverley,22000054,2020-12-29,12,10.014577,4900.0,4900.0,10.0,PG,PG,PG
JaVale McGee,22000046,2020-12-29,11,11.858608,3800.0,3800.0,10.0,C,C,C
Amir Coffey,22000054,2020-12-29,5,9.119131,3000.0,3000.0,10.0,SF,SF,SF
Harrison Barnes,22000055,2020-12-29,13,12.399581,5300.0,5300.0,21.0,SF/PF,SF/PF,SF
Lou Williams,22000054,2020-12-29,20,9.925049,5100.0,5100.0,18.0,PG/SG,PG/SG,SG
Lauri Markkanen,22000050,2020-12-29,9,16.615477,6600.0,6600.0,25.0,PF,PF,PF
Juancho Hernangomez,22000054,2020-12-29,2,2.643594,3600.0,3600.0,10.0,PF,PF,PF
Jordan Nwora,22000051,2020-12-29,8,6.272526,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Garrett Temple,22000050,2020-12-29,12,9.533705,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Norman Powell,22000049,2020-12-29,6,10.604006,4400.0,4400.0,11.0,SG/SF,SG/SF,SF
Paul George,22000054,2020-12-29,18,23.735039,8500.0,8500.0,33.0,SG,SG,SG
Luke Kennard,22000054,2020-12-29,15,8.66475,4500.0,4500.0,12.0,SG/SF,SG/SF,SF
Mitchell Robinson,22000046,2020-12-29,9,7.1438317,5600.0,5600.0,18.0,C,C,C
Malik Beasley,22000054,2020-12-29,19,21.859726,5900.0,5900.0,18.0,SG/SF,SG/SF,SG
D'Angelo Russell,22000054,2020-12-29,22,23.616024,7600.0,7600.0,30.0,PG/SG,PG/SG,SG
Monte Morris,22000055,2020-12-29,24,14.667853,4000.0,4000.0,10.0,PG,PG,PG
Khem Birch,22000052,2020-12-29,7,7.233206,3300.0,3300.0,10.0,C,C,PF
Cameron Johnson,22000053,2020-12-29,18,15.36733,4400.0,4400.0,13.0,SF/PF,SF/PF,SF
Will Barton,22000055,2020-12-29,7,12.417174,6000.0,6000.0,18.0,SG/SF,SG/SF,SF
Jaxson Hayes,22000053,2020-12-29,0,1.6253715,3200.0,3200.0,10.0,C,C,C
Brook Lopez,22000051,2020-12-29,14,9.966391,4700.0,4700.0,18.0,C,C,C
Collin Sexton,22000046,2020-12-29,20,24.537125,6900.0,6900.0,30.0,PG/SG,PG/SG,SG
Tyler Herro,22000051,2020-12-29,23,12.902535,5700.0,5700.0,21.0,PG/SG,PG/SG,SG
Marvin Bagley III,22000055,2020-12-29,18,11.982912,5400.0,5400.0,25.0,PF/C,PF/C,PF
Mikal Bridges,22000053,2020-12-29,13,9.790953,6200.0,6200.0,19.0,SF,SF,SF
Marcus Smart,22000048,2020-12-29,17,11.61999,6500.0,6500.0,22.0,PG,PG,SG
Aron Baynes,22000049,2020-12-29,2,11.561982,4800.0,4800.0,16.0,C,C,C
Tristan Thompson,22000048,2020-12-29,14,11.642815,4900.0,4900.0,19.0,C,C,C
Wendell Carter Jr.,22000050,2020-12-29,10,9.694309,6100.0,6100.0,19.0,C,C,C
RJ Barrett,22000046,2020-12-29,12,18.42957,7100.0,7100.0,21.0,SG/SF,SG/SF,SG
PJ Dozier,22000055,2020-12-29,8,9.778149,3800.0,3800.0,10.0,SG/SF,SG/SF,PG
Kendrick Nunn,22000051,2020-12-29,15,9.185753,4000.0,4000.0,10.0,PG/SG,PG/SG,PG
Nickeil Alexander-Walker,22000053,2020-12-29,11,8.922466,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Cameron Payne,22000053,2020-12-29,13,9.764867,4800.0,4800.0,10.0,PG,PG,PG
Derrick Rose,22000047,2020-12-29,15,12.359383,6000.0,6000.0,22.0,PG,PG,PG
Evan Fournier,22000052,2020-12-29,14,15.503285,5600.0,5600.0,20.0,SG,SG,SG
Josh Jackson,22000047,2020-12-29,17,13.792845,4500.0,4500.0,10.0,SF,SF,PF
Dario Saric,22000053,2020-12-29,10,6.8532853,4100.0,4100.0,18.0,PF,PF,PF
Nicolo Melli,22000053,2020-12-29,5,9.688594,3000.0,3000.0,10.0,PF,PF,PF
Ben Simmons,22000049,2020-12-29,11,11.72439,8900.0,8900.0,39.0,PG/SF,PG/SF,PG
Kevin Knox II,22000046,2020-12-29,6,5.018097,4000.0,4000.0,10.0,SF/PF,SF/PF,PF
Richaun Holmes,22000055,2020-12-29,20,9.197237,5000.0,5000.0,17.0,C,C,C
Aleksej Pokusevski,22000052,2020-12-29,2,3.908145,3100.0,3100.0,11.0,PF,PF,PF
Jarrett Culver,22000054,2020-12-29,0,5.2522774,4500.0,4500.0,10.0,SG/SF,SG/SF,SF
Troy Brown Jr.,22000050,2020-12-29,0,1.869746,4200.0,4200.0,12.0,SG/SF,SG/SF,SF
Mychal Mulder,22000047,2020-12-29,2,1.7766533,3000.0,3000.0,10.0,SG,SG,PG
Raul Neto,22000050,2020-12-29,2,7.4274807,4700.0,4700.0,12.0,PG/SG,PG/SG,PG
Goran Dragic,22000051,2020-12-29,2,11.82089,5800.0,5800.0,24.0,PG,PG,PG
Pascal Siakam,22000049,2020-12-29,20,11.74161,8200.0,8200.0,31.0,PF,PF,PF
Josh Hart,22000053,2020-12-29,3,5.7291355,4800.0,4800.0,12.0,SF,SF,SF
Aaron Holiday,22000048,2020-12-29,5,7.171168,3800.0,3800.0,12.0,PG/SG,PG/SG,PG
T.J. McConnell,22000048,2020-12-29,2,5.2391996,3700.0,3700.0,10.0,PG,PG,PG
Gary Harris,22000055,2020-12-29,11,6.917095,4300.0,4300.0,10.0,SG/SF,SG/SF,SG
Max Strus,22000051,2020-12-29,7,9.353762,3000.0,3000.0,10.0,SG,SG,SG
Darius Garland,22000046,2020-12-29,17,14.547682,5900.0,5900.0,21.0,PG,PG,PG
Lonzo Ball,22000053,2020-12-29,7,11.152169,6600.0,6600.0,26.0,PG,PG,PG
Brandon Ingram,22000053,2020-12-29,13,20.677395,8200.0,8200.0,36.0,SF/PF,SF/PF,SF
Fred VanVleet,22000049,2020-12-29,8,9.893881,7400.0,7400.0,32.0,PG/SG,PG/SG,SG
Kelly Oubre Jr.,22000047,2020-12-29,14,9.393355,5700.0,5700.0,21.0,SF/PF,SF/PF,SF
Donte DiVincenzo,22000051,2020-12-29,17,13.533641,4800.0,4800.0,12.0,PG/SG,PG/SG,SG
KZ Okpala,22000051,2020-12-29,3,7.6857204,3000.0,3000.0,10.0,SF,SF,SF
Myles Turner,22000048,2020-12-29,16,10.742243,6000.0,6000.0,22.0,C,C,C
Chris Paul,22000053,2020-12-29,9,7.963852,7100.0,7100.0,33.0,PG,PG,PG
Damyean Dotson,22000046,2020-12-29,5,5.258808,3100.0,3100.0,10.0,SG,SG,SG
T.J. Warren,22000048,2020-12-29,17,10.730281,5900.0,5900.0,27.0,SF/PF,SF/PF,SF
Markelle Fultz,22000052,2020-12-29,11,12.852962,6100.0,6100.0,21.0,PG,PG,PG
Nerlens Noel,22000046,2020-12-29,4,4.403993,3200.0,3200.0,10.0,C,C,C
Juan Toscano-Anderson,22000047,2020-12-29,5,4.812718,3100.0,3100.0,10.0,PF,PF,SF
Kelly Olynyk,22000051,2020-12-29,5,7.05861,3800.0,3800.0,10.0,PF/C,PF/C,C
Damion Lee,22000047,2020-12-29,8,5.532494,4100.0,4100.0,10.0,PG/SG,PG/SG,SG
Payton Pritchard,22000048,2020-12-29,10,6.100135,3500.0,3500.0,10.0,PG,PG,PG
Ed Davis,22000054,2020-12-29,0,2.3473794,3400.0,3400.0,10.0,C,C,C
Matt Thomas,22000049,2020-12-29,4,8.274108,3900.0,3900.0,10.0,SG,SG,SG
Anthony Edwards,22000054,2020-12-29,12,11.999996,5400.0,5400.0,18.0,SG/SF,SG/SF,SF
Jarred Vanderbilt,22000054,2020-12-29,9,9.253733,3900.0,3900.0,10.0,PF,PF,SF
Mike Scott,22000049,2020-12-29,3,4.0222,3200.0,3200.0,10.0,PF,PF,PF
Steven Adams,22000053,2020-12-29,11,9.131875,5800.0,5800.0,19.0,C,C,C
Cole Anthony,22000052,2020-12-29,7,7.049024,4200.0,4200.0,12.0,PG/SG,PG/SG,PG
D.J. Wilson,22000051,2020-12-29,3,4.7941194,3300.0,3300.0,10.0,PF/C,PF/C,PF
Josh Hall,22000052,2020-12-29,0,3.4145422,3000.0,3000.0,10.0,SG,SG,SF
Kira Lewis Jr.,22000053,2020-12-29,4,3.4145422,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Chandler Hutchison,22000050,2020-12-29,2,3.2467015,3300.0,3300.0,10.0,SF,SF,SF
Brad Wanamaker,22000047,2020-12-29,9,9.940787,3400.0,3400.0,10.0,PG,PG,PG
Shake Milton,22000049,2020-12-29,7,9.966517,4900.0,4900.0,10.0,PG/SG,PG/SG,PG
Justin Holiday,22000048,2020-12-29,12,8.693781,3900.0,3900.0,11.0,SG/SF,SG/SF,SF
Zeke Nnaji,22000055,2020-12-29,0,0.7935932,3000.0,3000.0,10.0,PF/C,PF/C,PF
Alex Len,22000049,2020-12-29,2,4.9803834,3000.0,3000.0,10.0,C,C,C
Blake Griffin,22000047,2020-12-29,8,15.067324,6900.0,6900.0,29.0,PF/C,PF/C,PF
Isaiah Stewart,22000047,2020-12-29,6,8.159396,3000.0,3000.0,10.0,C,C,C
Sekou Doumbouya,22000047,2020-12-29,9,6.502838,3400.0,3400.0,10.0,SF/PF,SF/PF,SF
Jordan Poole,22000047,2020-12-29,2,4.62526,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Robin Lopez,22000050,2020-12-29,6,4.7952056,3300.0,3300.0,10.0,C,C,C
Frank Kaminsky,22000053,2020-12-29,3,3.9654384,3000.0,3000.0,10.0,C,C,C
Aaron Gordon,22000052,2020-12-29,12,17.935549,6300.0,6300.0,27.0,PF,PF,PF
Devin Booker,22000053,2020-12-29,8,18.561356,9100.0,9100.0,41.0,SG,SG,SG
Isaac Bonga,22000050,2020-12-29,0,2.7741451,3600.0,3600.0,10.0,SF,SF,SF
Facundo Campazzo,22000055,2020-12-29,1,1.5370741,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Ivica Zubac,22000054,2020-12-29,12,9.405423,5200.0,5200.0,15.0,C,C,C
Duncan Robinson,22000051,2020-12-29,4,12.262252,5000.0,5000.0,13.0,SG,SG,SG
Ty-Shon Alexander,22000053,2020-12-29,0,0.67355794,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Theo Maledon,22000052,2020-12-29,7,4.5358562,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Pat Connaughton,22000051,2020-12-29,3,3.9778433,3200.0,3200.0,10.0,SF,SF,SF
Javonte Green,22000048,2020-12-29,7,9.612301,3000.0,3000.0,10.0,SG,SG,SG
Justin Jackson,22000052,2020-12-29,8,6.764982,3000.0,3000.0,10.0,SF,SF,SF
Kevon Looney,22000047,2020-12-29,2,2.5333161,3800.0,3800.0,10.0,C,C,C
Cory Joseph,22000055,2020-12-29,7,7.59554,4200.0,4200.0,10.0,PG,PG,PG
Sam Merrill,22000051,2020-12-29,3,2.9875002,3000.0,3000.0,10.0,SG,SG,SG
Stanley Johnson,22000049,2020-12-29,7,9.15045,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Bol Bol,22000055,2020-12-29,0,1.3685286,3000.0,3000.0,10.0,C,C,PF
Daniel Theis,22000048,2020-12-29,4,3.271824,4500.0,4500.0,14.0,PF/C,PF/C,C
JJ Redick,22000053,2020-12-29,2,8.137416,4200.0,4200.0,10.0,SG/SF,SG/SF,SG
Daniel Oturu,22000054,2020-12-29,4,4.2433467,3000.0,3000.0,10.0,C,C,C
Garrison Mathews,22000050,2020-12-29,0,4.992876,3000.0,3000.0,10.0,SG,SG,SG
Davis Bertans,22000050,2020-12-29,20,14.140901,5000.0,5000.0,18.0,PF,PF,SF
James Wiseman,22000047,2020-12-29,6,10.582168,5900.0,5900.0,22.0,C,C,C
Dante Exum,22000046,2020-12-29,0,1.1853597,3300.0,3300.0,10.0,PG,PG,SG
Doug McDermott,22000048,2020-12-29,2,11.088771,4400.0,4400.0,10.0,SF/PF,SF/PF,PF
Hassan Whiteside,22000055,2020-12-29,6,4.3129897,3700.0,3700.0,17.0,C,C,C
Tyrese Haliburton,22000055,2020-12-29,13,7.264881,4800.0,4800.0,14.0,PG/SG,PG/SG,SG
Danny Green,22000049,2020-12-29,7,8.01672,3500.0,3500.0,10.0,SG/SF,SG/SF,SG
Nicolas Batum,22000054,2020-12-29,7,10.333822,4500.0,4500.0,12.0,SF/PF,SF/PF,PF
Elfrid Payton,22000046,2020-12-29,14,9.879937,5500.0,5500.0,16.0,PG,PG,PG
Dwight Howard,22000049,2020-12-29,0,2.6482198,4600.0,4600.0,11.0,C,C,C
Nemanja Bjelica,22000055,2020-12-29,12,12.68109,4100.0,4100.0,12.0,PF/C,PF/C,PF
Jeff Teague,22000048,2020-12-29,6,8.198894,4300.0,4300.0,16.0,PG/SG,PG/SG,PG
Paul Millsap,22000055,2020-12-29,5,6.7333527,5300.0,5300.0,13.0,PF/C,PF/C,PF
Saddiq Bey,22000047,2020-12-29,11,5.7134676,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Kenrich Williams,22000052,2020-12-29,0,0.8801082,3300.0,3300.0,10.0,PF,PF,PF
Svi Mykhailiuk,22000047,2020-12-29,6,7.175932,3500.0,3500.0,10.0,SG,SG,SG
Tomas Satoransky,22000050,2020-12-29,10,9.245617,3500.0,3500.0,13.0,PG,PG,PG
Reggie Jackson,22000054,2020-12-29,11,7.2097735,4000.0,4000.0,10.0,PG,PG,PG
Chris Boucher,22000049,2020-12-29,0,11.073211,5800.0,5800.0,14.0,PF/C,PF/C,C
Larry Nance Jr.,22000046,2020-12-29,9,8.7886715,6300.0,6300.0,24.0,PF/C,PF/C,C
Terrence Ross,22000052,2020-12-29,14,15.02411,5300.0,5300.0,19.0,SG/SF,SG/SF,SF
Jae Crowder,22000053,2020-12-29,21,13.324683,4900.0,4900.0,16.0,SF/PF,SF/PF,PF
Mfiondu Kabengele,22000054,2020-12-29,0,1.5156314,3000.0,3000.0,10.0,PF/C,PF/C,C
D.J. Augustin,22000051,2020-12-29,10,10.1266165,3600.0,3600.0,10.0,PG,PG,PG
Dean Wade,22000046,2020-12-29,0,1.1853597,3000.0,3000.0,10.0,PF,PF,PG
R.J. Hampton,22000055,2020-12-29,0,1.8722935,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Coby White,22000050,2020-12-29,18,13.002358,6500.0,6500.0,23.0,PG/SG,PG/SG,PG
Patrick Williams,22000050,2020-12-29,12,9.32092,4800.0,4800.0,11.0,SF/PF,SF/PF,PF
Delon Wright,22000047,2020-12-29,5,8.581705,4800.0,4800.0,11.0,PG/SG,PG/SG,SG
Naz Reid,22000054,2020-12-29,11,7.8571672,5100.0,5100.0,13.0,PF/C,PF/C,C
Tyrese Maxey,22000049,2020-12-29,0,1.5422392,3100.0,3100.0,10.0,PG,PG,PG
Jordan McLaughlin,22000054,2020-12-29,2,3.836743,3000.0,3000.0,10.0,PG,PG,PG
Willy Hernangomez,22000053,2020-12-29,1,4.3332996,3000.0,3000.0,10.0,C,C,C
Carsen Edwards,22000056,2020-12-30,9,8.534436,3000.0,3000.0,10.0,PG,PG,PG
Tyus Jones,22000056,2020-12-30,6,5.940396,5200.0,5200.0,10.0,PG,PG,PG
Rudy Gay,22000060,2020-12-30,8,10.351926,5200.0,5200.0,19.0,SF/PF,SF/PF,SF
Robert Covington,22000061,2020-12-30,8,8.30575,4700.0,4700.0,21.0,PF,PF,PF
Patrick Patterson,22000061,2020-12-30,2,4.816192,3600.0,3600.0,10.0,PF/C,PF/C,PF
Gordon Hayward,22000059,2020-12-30,11,13.48985,7200.0,7200.0,33.0,SF/PF,SF/PF,SF
Devonte' Graham,22000059,2020-12-30,9,12.30938,6600.0,6600.0,27.0,PG,PG,PG
Caris LeVert,22000057,2020-12-30,10,11.317837,6900.0,6900.0,27.0,PG/SG,PG/SG,SG
Kevin Huerter,22000057,2020-12-30,7,10.749718,4600.0,4600.0,16.0,SG/SF,SG/SF,SG
Montrezl Harrell,22000060,2020-12-30,10,14.1255865,7000.0,7000.0,21.0,PF/C,PF/C,C
Tre Jones,22000060,2020-12-30,2,3.4145422,3000.0,3000.0,10.0,PG,PG,PG
Keita Bates-Diop,22000060,2020-12-30,0,1.7969699,3000.0,3000.0,10.0,SF,SF,SF
Reggie Jackson,22000061,2020-12-30,11,6.1747684,4000.0,4000.0,10.0,PG,PG,PG
Maurice Harkless,22000058,2020-12-30,0,2.3334613,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Luka Samanic,22000060,2020-12-30,0,3.0314627,3000.0,3000.0,10.0,PF,PF,PF
Aaron Nesmith,22000056,2020-12-30,5,4.081626,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Brandon Clarke,22000056,2020-12-30,10,6.4674487,5100.0,5100.0,16.0,PF/C,PF/C,PF
Dorian Finney-Smith,22000059,2020-12-30,5,9.039814,4500.0,4500.0,14.0,SF/PF,SF/PF,PF
Precious Achiuwa,22000058,2020-12-30,0,4.9870076,3000.0,3000.0,10.0,PF/C,PF/C,PF
Tremont Waters,22000056,2020-12-30,4,7.956609,3000.0,3000.0,10.0,PG,PG,PG
Kyle Anderson,22000056,2020-12-30,9,10.248696,6000.0,6000.0,17.0,SF/PF,SF/PF,SF
Derrick Jones Jr.,22000061,2020-12-30,6,6.548833,3600.0,3600.0,10.0,SF,SF,SF
John Konchar,22000056,2020-12-30,9,7.793422,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Avery Bradley,22000058,2020-12-30,16,10.049824,4000.0,4000.0,11.0,SG/SF,SG/SF,SG
Brook Lopez,22000058,2020-12-30,7,6.2279706,4700.0,4700.0,18.0,C,C,C
Kelly Olynyk,22000058,2020-12-30,15,10.857652,3500.0,3500.0,10.0,PF/C,PF/C,C
Bruno Fernando,22000057,2020-12-30,0,2.7946002,3100.0,3100.0,10.0,C,C,C
Taurean Prince,22000057,2020-12-30,12,9.661287,3500.0,3500.0,11.0,SF/PF,SF/PF,PF
Anfernee Simons,22000061,2020-12-30,3,6.0518346,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Quinn Cook,22000060,2020-12-30,3,5.21446,3000.0,3000.0,10.0,PG,PG,PG
Kentavious Caldwell-Pope,22000060,2020-12-30,10,7.839018,4900.0,4900.0,11.0,SG/SF,SG/SF,SF
Patrick Beverley,22000061,2020-12-30,7,5.2538958,5000.0,5000.0,10.0,PG,PG,PG
Luke Kennard,22000061,2020-12-30,5,4.8090506,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Giannis Antetokounmpo,22000058,2020-12-30,26,28.050817,10800.0,10800.0,50.0,PF/C,PF/C,PF
Nick Richards,22000059,2020-12-30,0,3.4145422,3000.0,3000.0,10.0,C,C,C
Harry Giles III,22000061,2020-12-30,7,8.672008,3000.0,3000.0,10.0,C,C,C
Markieff Morris,22000060,2020-12-30,2,5.477948,3700.0,3700.0,10.0,PF/C,PF/C,PF
Joe Harris,22000057,2020-12-30,23,14.080296,5100.0,5100.0,13.0,SG/SF,SG/SF,SF
Bismack Biyombo,22000059,2020-12-30,9,5.470525,4800.0,4800.0,11.0,C,C,C
Payton Pritchard,22000056,2020-12-30,8,5.6023846,3400.0,3400.0,10.0,PG,PG,PG
Clint Capela,22000057,2020-12-30,7,7.3382134,5900.0,5900.0,24.0,C,C,C
Bogdan Bogdanovic,22000057,2020-12-30,22,15.861762,4800.0,4800.0,21.0,PG/SG,PG/SG,SG
Cam Reddish,22000057,2020-12-30,20,11.295169,4400.0,4400.0,18.0,SG/SF,SG/SF,SF
Sean McDermott,22000056,2020-12-30,4,3.4145422,3000.0,3000.0,10.0,SF,SF,SG
De'Andre Hunter,22000057,2020-12-30,11,13.33712,4900.0,4900.0,17.0,SF/PF,SF/PF,SF
Maxi Kleber,22000059,2020-12-30,12,10.490202,3600.0,3600.0,11.0,PF/C,PF/C,PF
