player_name,game_id,game_date,stl,stl_pred,fanduel_salary,draftkings_salary,yahoo_salary,fanduel_position,draftkings_position,yahoo_position
Patrick Beverley,22000054,2020-12-29,1,1.3522832,4900.0,4900.0,10.0,PG,PG,PG
JaVale McGee,22000046,2020-12-29,1,0.9927833,3800.0,3800.0,10.0,C,C,C
Amir Coffey,22000054,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SF,SF,SF
Harrison Barnes,22000055,2020-12-29,0,0.020114616,5300.0,5300.0,21.0,SF/PF,SF/PF,SF
Lou Williams,22000054,2020-12-29,0,0.020114616,5100.0,5100.0,18.0,PG/SG,PG/SG,SG
Lauri Markkanen,22000050,2020-12-29,0,0.020114616,6600.0,6600.0,25.0,PF,PF,PF
Juancho Hernangomez,22000054,2020-12-29,1,0.97881776,3600.0,3600.0,10.0,PF,PF,PF
Jordan Nwora,22000051,2020-12-29,1,0.97881776,3000.0,3000.0,10.0,SF/PF,SF/PF,SF
Garrett Temple,22000050,2020-12-29,1,1.8381253,3200.0,3200.0,10.0,SG/SF,SG/SF,SG
Norman Powell,22000049,2020-12-29,1,1.0939962,4400.0,4400.0,11.0,SG/SF,SG/SF,SF
Paul George,22000054,2020-12-29,0,0.10123911,8500.0,8500.0,33.0,SG,SG,SG
Luke Kennard,22000054,2020-12-29,0,0.020114616,4500.0,4500.0,12.0,SG/SF,SG/SF,SF
Mitchell Robinson,22000046,2020-12-29,1,0.99085635,5600.0,5600.0,18.0,C,C,C
Malik Beasley,22000054,2020-12-29,0,0.7616379,5900.0,5900.0,18.0,SG/SF,SG/SF,SG
D'Angelo Russell,22000054,2020-12-29,2,0.9927833,7600.0,7600.0,30.0,PG/SG,PG/SG,SG
Monte Morris,22000055,2020-12-29,2,1.2965684,4000.0,4000.0,10.0,PG,PG,PG
Khem Birch,22000052,2020-12-29,2,1.6029624,3300.0,3300.0,10.0,C,C,PF
Cameron Johnson,22000053,2020-12-29,1,0.99832445,4400.0,4400.0,13.0,SF/PF,SF/PF,SF
Will Barton,22000055,2020-12-29,0,0.020114616,6000.0,6000.0,18.0,SG/SF,SG/SF,SF
Jaxson Hayes,22000053,2020-12-29,1,0.9927833,3200.0,3200.0,10.0,C,C,C
Brook Lopez,22000051,2020-12-29,0,0.020114616,4700.0,4700.0,18.0,C,C,C
Collin Sexton,22000046,2020-12-29,1,0.98150975,6900.0,6900.0,30.0,PG/SG,PG/SG,SG
Tyler Herro,22000051,2020-12-29,1,0.99190295,5700.0,5700.0,21.0,PG/SG,PG/SG,SG
Marvin Bagley III,22000055,2020-12-29,1,0.99190295,5400.0,5400.0,25.0,PF/C,PF/C,PF
Mikal Bridges,22000053,2020-12-29,2,1.2965684,6200.0,6200.0,19.0,SF,SF,SF
Marcus Smart,22000048,2020-12-29,1,1.8993762,6500.0,6500.0,22.0,PG,PG,SG
Aron Baynes,22000049,2020-12-29,0,0.020114616,4800.0,4800.0,16.0,C,C,C
Tristan Thompson,22000048,2020-12-29,0,0.020114616,4900.0,4900.0,19.0,C,C,C
Wendell Carter Jr.,22000050,2020-12-29,0,0.020114616,6100.0,6100.0,19.0,C,C,C
RJ Barrett,22000046,2020-12-29,2,1.6029624,7100.0,7100.0,21.0,SG/SF,SG/SF,SG
PJ Dozier,22000055,2020-12-29,0,0.020114616,3800.0,3800.0,10.0,SG/SF,SG/SF,PG
Kendrick Nunn,22000051,2020-12-29,1,1.0073296,4000.0,4000.0,10.0,PG/SG,PG/SG,PG
Nickeil Alexander-Walker,22000053,2020-12-29,1,0.97881776,3500.0,3500.0,10.0,PG/SG,PG/SG,SG
Cameron Payne,22000053,2020-12-29,0,0.020114616,4800.0,4800.0,10.0,PG,PG,PG
Derrick Rose,22000047,2020-12-29,2,1.5703192,6000.0,6000.0,22.0,PG,PG,PG
Evan Fournier,22000052,2020-12-29,2,1.3948354,5600.0,5600.0,20.0,SG,SG,SG
Josh Jackson,22000047,2020-12-29,1,0.9773129,4500.0,4500.0,10.0,SF,SF,PF
Dario Saric,22000053,2020-12-29,1,0.9927833,4100.0,4100.0,18.0,PF,PF,PF
Nicolo Melli,22000053,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,PF,PF,PF
Ben Simmons,22000049,2020-12-29,1,1.0501362,8900.0,8900.0,39.0,PG/SF,PG/SF,PG
Kevin Knox II,22000046,2020-12-29,0,0.020114616,4000.0,4000.0,10.0,SF/PF,SF/PF,PF
Richaun Holmes,22000055,2020-12-29,2,1.0822799,5000.0,5000.0,17.0,C,C,C
Aleksej Pokusevski,22000052,2020-12-29,0,1.0487654,3100.0,3100.0,11.0,PF,PF,PF
Jarrett Culver,22000054,2020-12-29,1,0.9927503,4500.0,4500.0,10.0,SG/SF,SG/SF,SF
Troy Brown Jr.,22000050,2020-12-29,0,0.020114616,4200.0,4200.0,12.0,SG/SF,SG/SF,SF
Mychal Mulder,22000047,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SG,SG,PG
Raul Neto,22000050,2020-12-29,0,0.020114616,4700.0,4700.0,12.0,PG/SG,PG/SG,PG
Goran Dragic,22000051,2020-12-29,0,0.3859594,5800.0,5800.0,24.0,PG,PG,PG
Pascal Siakam,22000049,2020-12-29,2,1.6029624,8200.0,8200.0,31.0,PF,PF,PF
Josh Hart,22000053,2020-12-29,0,0.5827776,4800.0,4800.0,12.0,SF,SF,SF
Aaron Holiday,22000048,2020-12-29,0,0.30314714,3800.0,3800.0,12.0,PG/SG,PG/SG,PG
T.J. McConnell,22000048,2020-12-29,0,0.77483875,3700.0,3700.0,10.0,PG,PG,PG
Gary Harris,22000055,2020-12-29,1,0.99085635,4300.0,4300.0,10.0,SG/SF,SG/SF,SG
Max Strus,22000051,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SG,SG,SG
Darius Garland,22000046,2020-12-29,2,1.4665543,5900.0,5900.0,21.0,PG,PG,PG
Lonzo Ball,22000053,2020-12-29,0,0.020114616,6600.0,6600.0,26.0,PG,PG,PG
Brandon Ingram,22000053,2020-12-29,1,0.9925786,8200.0,8200.0,36.0,SF/PF,SF/PF,SF
Fred VanVleet,22000049,2020-12-29,1,1.4568855,7400.0,7400.0,32.0,PG/SG,PG/SG,SG
Kelly Oubre Jr.,22000047,2020-12-29,2,0.101167984,5700.0,5700.0,21.0,SF/PF,SF/PF,SF
Donte DiVincenzo,22000051,2020-12-29,2,1.699475,4800.0,4800.0,12.0,PG/SG,PG/SG,SG
KZ Okpala,22000051,2020-12-29,1,0.9927833,3000.0,3000.0,10.0,SF,SF,SF
Myles Turner,22000048,2020-12-29,2,1.9745731,6000.0,6000.0,22.0,C,C,C
Chris Paul,22000053,2020-12-29,0,0.9837528,7100.0,7100.0,33.0,PG,PG,PG
Damyean Dotson,22000046,2020-12-29,0,0.8996462,3100.0,3100.0,10.0,SG,SG,SG
T.J. Warren,22000048,2020-12-29,1,0.9927503,5900.0,5900.0,27.0,SF/PF,SF/PF,SF
Markelle Fultz,22000052,2020-12-29,1,0.97690296,6100.0,6100.0,21.0,PG,PG,PG
Nerlens Noel,22000046,2020-12-29,2,0.9908908,3200.0,3200.0,10.0,C,C,C
Juan Toscano-Anderson,22000047,2020-12-29,1,0.9978233,3100.0,3100.0,10.0,PF,PF,SF
Kelly Olynyk,22000051,2020-12-29,2,1.312289,3800.0,3800.0,10.0,PF/C,PF/C,C
Damion Lee,22000047,2020-12-29,1,0.9927503,4100.0,4100.0,10.0,PG/SG,PG/SG,SG
Payton Pritchard,22000048,2020-12-29,1,1.3077236,3500.0,3500.0,10.0,PG,PG,PG
Ed Davis,22000054,2020-12-29,0,0.020114616,3400.0,3400.0,10.0,C,C,C
Matt Thomas,22000049,2020-12-29,0,0.020114616,3900.0,3900.0,10.0,SG,SG,SG
Anthony Edwards,22000054,2020-12-29,0,0.2890593,5400.0,5400.0,18.0,SG/SF,SG/SF,SF
Jarred Vanderbilt,22000054,2020-12-29,1,0.99697596,3900.0,3900.0,10.0,PF,PF,SF
Mike Scott,22000049,2020-12-29,0,0.020114616,3200.0,3200.0,10.0,PF,PF,PF
Steven Adams,22000053,2020-12-29,0,0.020114616,5800.0,5800.0,19.0,C,C,C
Cole Anthony,22000052,2020-12-29,1,1.0205885,4200.0,4200.0,12.0,PG/SG,PG/SG,PG
D.J. Wilson,22000051,2020-12-29,0,0.020114616,3300.0,3300.0,10.0,PF/C,PF/C,PF
Josh Hall,22000052,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SG,SG,SF
Kira Lewis Jr.,22000053,2020-12-29,1,0.020114616,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Chandler Hutchison,22000050,2020-12-29,0,0.020114616,3300.0,3300.0,10.0,SF,SF,SF
Brad Wanamaker,22000047,2020-12-29,0,0.020114616,3400.0,3400.0,10.0,PG,PG,PG
Shake Milton,22000049,2020-12-29,2,2.4382565,4900.0,4900.0,10.0,PG/SG,PG/SG,PG
Justin Holiday,22000048,2020-12-29,4,1.9450859,3900.0,3900.0,11.0,SG/SF,SG/SF,SF
Zeke Nnaji,22000055,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,PF/C,PF/C,PF
Alex Len,22000049,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Blake Griffin,22000047,2020-12-29,1,0.99190295,6900.0,6900.0,29.0,PF/C,PF/C,PF
Isaiah Stewart,22000047,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Sekou Doumbouya,22000047,2020-12-29,0,0.020114616,3400.0,3400.0,10.0,SF/PF,SF/PF,SF
Jordan Poole,22000047,2020-12-29,0,0.020114616,3300.0,3300.0,10.0,PG/SG,PG/SG,PG
Robin Lopez,22000050,2020-12-29,0,0.020114616,3300.0,3300.0,10.0,C,C,C
Frank Kaminsky,22000053,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Aaron Gordon,22000052,2020-12-29,1,0.96738476,6300.0,6300.0,27.0,PF,PF,PF
Devin Booker,22000053,2020-12-29,2,1.0480579,9100.0,9100.0,41.0,SG,SG,SG
Isaac Bonga,22000050,2020-12-29,0,0.020114616,3600.0,3600.0,10.0,SF,SF,SF
Facundo Campazzo,22000055,2020-12-29,2,1.6029624,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Ivica Zubac,22000054,2020-12-29,0,0.020114616,5200.0,5200.0,15.0,C,C,C
Duncan Robinson,22000051,2020-12-29,1,0.9927833,5000.0,5000.0,13.0,SG,SG,SG
Ty-Shon Alexander,22000053,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,PG/SG,PG/SG,SG
Theo Maledon,22000052,2020-12-29,0,0.9331716,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Pat Connaughton,22000051,2020-12-29,1,0.9927833,3200.0,3200.0,10.0,SF,SF,SF
Javonte Green,22000048,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SG,SG,SG
Justin Jackson,22000052,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SF,SF,SF
Kevon Looney,22000047,2020-12-29,1,0.9927833,3800.0,3800.0,10.0,C,C,C
Cory Joseph,22000055,2020-12-29,1,0.98781115,4200.0,4200.0,10.0,PG,PG,PG
Sam Merrill,22000051,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SG,SG,SG
Stanley Johnson,22000049,2020-12-29,2,1.2965684,3000.0,3000.0,10.0,SF/PF,SF/PF,PF
Bol Bol,22000055,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,C,C,PF
Daniel Theis,22000048,2020-12-29,0,0.020114616,4500.0,4500.0,14.0,PF/C,PF/C,C
JJ Redick,22000053,2020-12-29,1,0.9927833,4200.0,4200.0,10.0,SG/SF,SG/SF,SG
Daniel Oturu,22000054,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Garrison Mathews,22000050,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,SG,SG,SG
Davis Bertans,22000050,2020-12-29,1,0.9927833,5000.0,5000.0,18.0,PF,PF,SF
James Wiseman,22000047,2020-12-29,0,0.69088,5900.0,5900.0,22.0,C,C,C
Dante Exum,22000046,2020-12-29,1,0.99190295,3300.0,3300.0,10.0,PG,PG,SG
Doug McDermott,22000048,2020-12-29,0,0.020114616,4400.0,4400.0,10.0,SF/PF,SF/PF,PF
Hassan Whiteside,22000055,2020-12-29,0,0.020114616,3700.0,3700.0,17.0,C,C,C
Tyrese Haliburton,22000055,2020-12-29,3,1.9210604,4800.0,4800.0,14.0,PG/SG,PG/SG,SG
Danny Green,22000049,2020-12-29,2,2.009357,3500.0,3500.0,10.0,SG/SF,SG/SF,SG
Nicolas Batum,22000054,2020-12-29,1,1.7177602,4500.0,4500.0,12.0,SF/PF,SF/PF,PF
Elfrid Payton,22000046,2020-12-29,0,0.020114616,5500.0,5500.0,16.0,PG,PG,PG
Dwight Howard,22000049,2020-12-29,0,0.020114616,4600.0,4600.0,11.0,C,C,C
Nemanja Bjelica,22000055,2020-12-29,0,0.020114616,4100.0,4100.0,12.0,PF/C,PF/C,PF
Jeff Teague,22000048,2020-12-29,1,0.08978518,4300.0,4300.0,16.0,PG/SG,PG/SG,PG
Paul Millsap,22000055,2020-12-29,0,0.020114616,5300.0,5300.0,13.0,PF/C,PF/C,PF
Saddiq Bey,22000047,2020-12-29,0,0.020114616,3200.0,3200.0,10.0,SF/PF,SF/PF,SF
Kenrich Williams,22000052,2020-12-29,0,0.020114616,3300.0,3300.0,10.0,PF,PF,PF
Svi Mykhailiuk,22000047,2020-12-29,1,1.7283627,3500.0,3500.0,10.0,SG,SG,SG
Tomas Satoransky,22000050,2020-12-29,2,1.6560683,3500.0,3500.0,13.0,PG,PG,PG
Reggie Jackson,22000054,2020-12-29,4,1.9210604,4000.0,4000.0,10.0,PG,PG,PG
Chris Boucher,22000049,2020-12-29,0,0.020114616,5800.0,5800.0,14.0,PF/C,PF/C,C
Larry Nance Jr.,22000046,2020-12-29,4,2.5402558,6300.0,6300.0,24.0,PF/C,PF/C,C
Terrence Ross,22000052,2020-12-29,1,0.9860561,5300.0,5300.0,19.0,SG/SF,SG/SF,SF
Jae Crowder,22000053,2020-12-29,1,0.9927833,4900.0,4900.0,16.0,SF/PF,SF/PF,PF
Mfiondu Kabengele,22000054,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,PF/C,PF/C,C
D.J. Augustin,22000051,2020-12-29,0,0.020114616,3600.0,3600.0,10.0,PG,PG,PG
Dean Wade,22000046,2020-12-29,1,0.9813503,3000.0,3000.0,10.0,PF,PF,PG
R.J. Hampton,22000055,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Coby White,22000050,2020-12-29,0,0.094312385,6500.0,6500.0,23.0,PG/SG,PG/SG,PG
Patrick Williams,22000050,2020-12-29,0,0.060519338,4800.0,4800.0,11.0,SF/PF,SF/PF,PF
Delon Wright,22000047,2020-12-29,0,0.020114616,4800.0,4800.0,11.0,PG/SG,PG/SG,SG
Naz Reid,22000054,2020-12-29,0,0.020114616,5100.0,5100.0,13.0,PF/C,PF/C,C
Tyrese Maxey,22000049,2020-12-29,0,0.020114616,3100.0,3100.0,10.0,PG,PG,PG
Jordan McLaughlin,22000054,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,PG,PG,PG
Willy Hernangomez,22000053,2020-12-29,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Carsen Edwards,22000056,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,PG,PG,PG
Tyus Jones,22000056,2020-12-30,2,1.312289,5200.0,5200.0,10.0,PG,PG,PG
Rudy Gay,22000060,2020-12-30,1,0.969949,5200.0,5200.0,19.0,SF/PF,SF/PF,SF
Robert Covington,22000061,2020-12-30,1,0.7579048,4700.0,4700.0,21.0,PF,PF,PF
Patrick Patterson,22000061,2020-12-30,0,0.020114616,3600.0,3600.0,10.0,PF/C,PF/C,PF
Gordon Hayward,22000059,2020-12-30,1,1.285119,7200.0,7200.0,33.0,SF/PF,SF/PF,SF
Devonte' Graham,22000059,2020-12-30,2,1.0520558,6600.0,6600.0,27.0,PG,PG,PG
Caris LeVert,22000057,2020-12-30,0,0.39062566,6900.0,6900.0,27.0,PG/SG,PG/SG,SG
Kevin Huerter,22000057,2020-12-30,1,0.9882858,4600.0,4600.0,16.0,SG/SF,SG/SF,SG
Montrezl Harrell,22000060,2020-12-30,0,0.020114616,7000.0,7000.0,21.0,PF/C,PF/C,C
Tre Jones,22000060,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,PG,PG,PG
Keita Bates-Diop,22000060,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,SF,SF,SF
Reggie Jackson,22000061,2020-12-30,0,0.020114616,4000.0,4000.0,10.0,PG,PG,PG
Maurice Harkless,22000058,2020-12-30,0,0.020114616,3200.0,3200.0,10.0,SF/PF,SF/PF,PF
Luka Samanic,22000060,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,PF,PF,PF
Aaron Nesmith,22000056,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Brandon Clarke,22000056,2020-12-30,1,0.9927503,5100.0,5100.0,16.0,PF/C,PF/C,PF
Dorian Finney-Smith,22000059,2020-12-30,1,1.1887188,4500.0,4500.0,14.0,SF/PF,SF/PF,PF
Precious Achiuwa,22000058,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,PF/C,PF/C,PF
Tremont Waters,22000056,2020-12-30,2,1.2965684,3000.0,3000.0,10.0,PG,PG,PG
Kyle Anderson,22000056,2020-12-30,0,0.020114616,6000.0,6000.0,17.0,SF/PF,SF/PF,SF
Derrick Jones Jr.,22000061,2020-12-30,1,0.9927833,3600.0,3600.0,10.0,SF,SF,SF
John Konchar,22000056,2020-12-30,1,0.98919505,3000.0,3000.0,10.0,SG/SF,SG/SF,SG
Avery Bradley,22000058,2020-12-30,1,1.2370107,4000.0,4000.0,11.0,SG/SF,SG/SF,SG
Brook Lopez,22000058,2020-12-30,2,1.2965684,4700.0,4700.0,18.0,C,C,C
Kelly Olynyk,22000058,2020-12-30,0,0.020114616,3500.0,3500.0,10.0,PF/C,PF/C,C
Bruno Fernando,22000057,2020-12-30,0,0.020114616,3100.0,3100.0,10.0,C,C,C
Taurean Prince,22000057,2020-12-30,1,0.9917037,3500.0,3500.0,11.0,SF/PF,SF/PF,PF
Anfernee Simons,22000061,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,PG/SG,PG/SG,PG
Quinn Cook,22000060,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,PG,PG,PG
Kentavious Caldwell-Pope,22000060,2020-12-30,1,1.7944031,4900.0,4900.0,11.0,SG/SF,SG/SF,SF
Patrick Beverley,22000061,2020-12-30,2,1.9624623,5000.0,5000.0,10.0,PG,PG,PG
Luke Kennard,22000061,2020-12-30,0,0.020114616,4700.0,4700.0,12.0,SG/SF,SG/SF,SF
Giannis Antetokounmpo,22000058,2020-12-30,3,1.0822799,10800.0,10800.0,50.0,PF/C,PF/C,PF
Nick Richards,22000059,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Harry Giles III,22000061,2020-12-30,0,0.020114616,3000.0,3000.0,10.0,C,C,C
Markieff Morris,22000060,2020-12-30,0,0.020114616,3700.0,3700.0,10.0,PF/C,PF/C,PF
Joe Harris,22000057,2020-12-30,0,0.020114616,5100.0,5100.0,13.0,SG/SF,SG/SF,SF
Bismack Biyombo,22000059,2020-12-30,0,0.020114616,4800.0,4800.0,11.0,C,C,C
Payton Pritchard,22000056,2020-12-30,2,1.8580076,3400.0,3400.0,10.0,PG,PG,PG
Clint Capela,22000057,2020-12-30,0,0.020114616,5900.0,5900.0,24.0,C,C,C
Bogdan Bogdanovic,22000057,2020-12-30,1,0.9927833,4800.0,4800.0,21.0,PG/SG,PG/SG,SG
Cam Reddish,22000057,2020-12-30,0,0.59905416,4400.0,4400.0,18.0,SG/SF,SG/SF,SF
