date,max_num_of_players_yahoo,best_actual_lineup_yahoo,best_pred_lineup_yahoo,best_actual_score_yahoo,best_pred_score_yahoo,best_actual_score_pred_lineupyahoo,best_actual_cost_yahoo,best_pred_cost_yahoo,is_repeat_yahoo,is_repeat_pred_yahoo,max_num_of_players_fanduel,best_actual_lineup_fanduel,best_pred_lineup_fanduel,best_actual_score_fanduel,best_pred_score_fanduel,best_actual_score_pred_lineupfanduel,best_actual_cost_fanduel,best_pred_cost_fanduel,is_repeat_fanduel,is_repeat_pred_fanduel,max_num_of_players_draftkings,best_actual_lineup_draftkings,best_pred_lineup_draftkings,best_actual_score_draftkings,best_pred_score_draftkings,best_actual_score_pred_lineupdraftkings,best_actual_cost_draftkings,best_pred_cost_draftkings,is_repeat_draftkings,is_repeat_pred_draftkings
3/20/23,116,"['Kris Dunn', 'Julius Randle', 'Tyrese Maxey', 'Taurean Prince', 'Domantas Sabonis', 'Kelly Olynyk', 'Draymond Green', 'Mike Conley']","['Kelly Olynyk', ""De'Aaron Fox"", 'Zach LaVine', 'Jonathan Kuminga', 'Klay Thompson', 'Rudy Gobert', ""De'Anthony Melton"", 'Mike Conley']",347.8,292.4297642283142,345.6,193,188,0,0,116,"['Tari Eason', 'Ochai Agbaji', 'Santi Aldama', 'Julius Randle', 'Taurean Prince', 'Zach LaVine', 'Myles Turner', 'Mike Conley', 'James Harden']","['Keegan Murray', 'Jalen Brunson', 'Mike Conley', 'Kris Dunn', 'Ochai Agbaji', 'Jabari Smith Jr.', 'Kelly Oubre Jr.', 'Udoka Azubuike', 'Kevin Porter Jr.']",394.99999999999994,302.3488533,357.70000000000005,59200,55600,0,0,116,"[""De'Anthony Melton"", 'Harrison Barnes', 'Joel Embiid', 'Kris Dunn', 'Derrick Jones Jr.', 'Tyus Jones', 'Zach LaVine', 'Nick Richards']","['Jabari Smith Jr.', ""De'Aaron Fox"", 'Jaylen Nowell', 'Stephen Curry', 'Julius Randle', 'Jordan Nwora', 'Ochai Agbaji', 'Johnny Juzang']",304.5,254.6978101376444,299.75,49900,49000,0,0
3/21/23,131,"['Killian Hayes', 'Jarrett Allen', 'Kawhi Leonard', ""Day'Ron Sharpe"", 'Paolo Banchero', 'Cole Anthony', 'Paolo Banchero', 'Derrick White']","[""Day'Ron Sharpe"", 'Russell Westbrook', 'Corey Kispert', 'Marvin Bagley III', 'Jalen Williams', 'Brandon Ingram', 'Tre Jones', 'Kristaps Porzingis']",312.49999999999994,256.04123112615196,317.3,194,182,1,0,131,"['Donovan Mitchell', 'Russell Westbrook', 'Moritz Wagner', 'Isaiah Joe', 'Cameron Johnson', 'Marvin Bagley III', ""De'Andre Hunter"", 'Trae Young', 'Franz Wagner']","['Jayson Tatum', 'Marvin Bagley III', 'Saddiq Bey', 'Kendrick Nunn', 'Kristaps Porzingis', 'Cory Joseph', 'Derrick White', 'Corey Kispert', 'Jaylen Brown']",304.59999999999997,259.04290245622394,327,60000,59800,0,0,131,"['Marvin Bagley III', ""Devonte' Graham"", 'Isaiah Joe', 'Donovan Mitchell', 'Clint Capela', 'Jalen Williams', 'Jonas Valanciunas', 'Monte Morris']","['John Collins', 'Donovan Mitchell', 'Clint Capela', 'Saddiq Bey', 'Marvin Bagley III', 'Isaiah Joe', 'Wendell Carter Jr.', 'Derrick White']",281.75,218.0151792,296.25,48500,48000,0,0
3/22/23,208,"['Alperen Sengun', 'Aaron Holiday', 'Austin Reaves', 'Draymond Green', 'Luka Doncic', 'Jimmy Butler', 'Anthony Lamb', 'Landry Shamet']","['Michael Porter Jr.', 'RJ Barrett', 'Jaren Jackson Jr.', 'Keita Bates-Diop', 'Kevin Porter Jr.', 'Devin Vassell', 'Damian Lillard', 'Andre Drummond']",341.00000000000006,274.13272397369144,317.29999999999995,191,196,0,0,208,"['Shaedon Sharpe', 'Aaron Holiday', 'Jimmy Butler', 'Kris Dunn', 'Tyler Herro', 'Lauri Markkanen', 'Danuel House Jr.', 'Alperen Sengun', 'Pascal Siakam']","['Jaren Jackson Jr.', 'Cam Reddish', 'Jaren Jackson Jr.', 'Andre Drummond', 'Jalen Green', 'Jimmy Butler', 'Aaron Holiday', 'Jaden Hardy', 'Mitchell Robinson']",370.5,316.95038674734536,367.2,59400,58900,0,1,208,"['Austin Reaves', 'Alperen Sengun', 'Jimmy Butler', 'Keita Bates-Diop', 'Pascal Siakam', 'Landry Shamet', 'RJ Barrett', 'Jonathan Kuminga']","['Andre Drummond', 'Kevin Porter Jr.', 'Jaden McDaniels', 'Jakob Poeltl', 'Shaedon Sharpe', 'Kevin Porter Jr.', 'Karl-Anthony Towns', 'Gorgui Dieng']",331.75,264.44300712645054,312.75,49400,46100,0,1
3/23/23,84,"['Spencer Dinwiddie', 'Isaiah Hartenstein', 'Russell Westbrook', 'Svi Mykhailiuk', 'Brandon Ingram', 'Evan Mobley', ""Royce O'Neale"", 'Kawhi Leonard']","['Cole Anthony', 'Kawhi Leonard', 'Immanuel Quickley', 'Jonas Valanciunas', 'Ivica Zubac', ""Royce O'Neale"", 'Russell Westbrook', 'Evan Mobley']",335.6,248.9511602647603,334.4,199,197,0,0,84,"['Shai Gilgeous-Alexander', 'Kawhi Leonard', 'Terance Mann', 'Bones Hyland', 'Joe Harris', 'Immanuel Quickley', 'Jaylin Williams', 'JT Thor', 'Evan Mobley']","['Nicolas Batum', 'Evan Mobley', 'Immanuel Quickley', 'Shai Gilgeous-Alexander', 'Bones Hyland', 'Svi Mykhailiuk', 'Franz Wagner', 'Mikal Bridges', 'Mitchell Robinson']",342.3,278.9005420278758,345.29999999999995,58500,58600,0,0,84,"['Yuta Watanabe', 'Evan Mobley', 'Brandon Ingram', 'Nick Richards', 'Caris LeVert', 'Paolo Banchero', 'Immanuel Quickley', 'Trey Murphy III']","['Bones Hyland', 'Paolo Banchero', 'Mitchell Robinson', 'Svi Mykhailiuk', 'Kawhi Leonard', 'Brandon Ingram', 'Spencer Dinwiddie', 'Quentin Grimes']",305.5,252.47720754891634,338,49300,50000,0,0
3/24/23,205,"['Keon Johnson', 'Josh Giddey', 'Shai Gilgeous-Alexander', 'Jrue Holiday', 'Kevin Huerter', 'Tyrese Maxey', 'Deni Avdija', 'Tobias Harris']","['Nikola Vucevic', 'Xavier Tillman', 'Tari Eason', 'Klay Thompson', 'P.J. Washington', 'Keldon Johnson', 'Tre Jones', 'Ja Morant']",346.9,244.59842689037325,288.8,195,199,0,0,205,"['Fred VanVleet', 'Kevin Huerter', 'Christian Koloko', 'Grayson Allen', ""De'Anthony Melton"", 'Domantas Sabonis', 'Luke Kennard', 'Christian Koloko', 'Anthony Davis']","['Eugene Omoruyi', 'Nikola Vucevic', 'Kevin Porter Jr.', 'Keldon Johnson', 'JT Thor', 'Josh Giddey', 'Desmond Bane', 'Mark Williams', 'Keldon Johnson']",352.90000000000003,310.9537997953594,367.50000000000006,59400,,1,1,205,"['Shake Milton', 'Nikola Vucevic', 'Brook Lopez', 'Jarrell Brantley', 'Jordan Goodwin', 'Shai Gilgeous-Alexander', 'Christian Koloko', 'Anthony Davis']","['Zach LaVine', 'Dennis Smith Jr.', 'Julian Champagnie', 'Jaren Jackson Jr.', 'Trendon Watford', 'Buddy Hield', 'Simone Fontecchio', 'Robert Williams III']",297.75,219.47301004454494,253.25,49600,47000,0,0
3/25/23,138,"['Keegan Murray', 'Herbert Jones', 'Terrence Ross', 'Bismack Biyombo', 'Joel Embiid', 'Brandon Ingram', 'Gabe Vincent', 'Dejounte Murray']","['Walker Kessler', 'Jonas Valanciunas', 'Spencer Dinwiddie', 'John Collins', 'Dejounte Murray', 'Bismack Biyombo', 'Khris Middleton', 'Chris Paul']",289.9,263.4620963513851,334.20000000000005,181,193,0,0,138,"['Aaron Holiday', 'Giannis Antetokounmpo', 'Bones Hyland', ""Day'Ron Sharpe"", 'Mikal Bridges', 'Ochai Agbaji', 'Jordan Nwora', 'Walker Kessler', 'Walker Kessler']","['Jarrell Brantley', 'Tyler Herro', 'Walker Kessler', 'T.J. Warren', 'Buddy Hield', 'Jamal Murray', ""Day'Ron Sharpe"", 'Harrison Barnes', 'Dejounte Murray']",354.09999999999997,266.0118887148797,323.5999999999999,59600,55200,1,0,138,"['Walker Kessler', 'Joel Embiid', 'Kevin Huerter', 'Matthew Dellavedova', 'Devin Booker', 'Dejounte Murray', 'Jonas Valanciunas', 'Kelly Olynyk']","['Jonas Valanciunas', 'Tyrese Maxey', 'Grayson Allen', 'Kelly Olynyk', 'CJ McCollum', 'Brandon Ingram', 'Dejounte Murray', 'Mikal Bridges']",338,273.0408993065357,356.25,,,0,0
3/26/23,191,"['Mark Williams', 'Jarrett Allen', 'Darius Garland', 'Tre Jones', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Jarrett Allen', 'Scottie Barnes']","['Isaiah Joe', 'Jaren Jackson Jr.', 'Tyus Jones', 'Malcolm Brogdon', 'Markelle Fultz', 'Kyle Anderson', 'Jarrett Allen', 'Zach LaVine']",336.8,266.60096880868076,335.3,190,198,1,0,191,"['Fred VanVleet', 'Cole Anthony', 'Mikal Bridges', 'Drew Eubanks', 'Jaylen Brown', 'Malik Beasley', 'P.J. Washington', 'Andre Drummond', 'Franz Wagner']","['Wendell Carter Jr.', 'Scottie Barnes', 'Malcolm Brogdon', 'Fred VanVleet', 'Malcolm Brogdon', 'Will Barton', 'Kyle Anderson', 'Kyle Anderson', 'Darius Garland']",385.4,313.4263835735619,354,59400,59500,0,2,191,"['Rudy Gobert', 'Mark Williams', 'Evan Mobley', 'Troy Brown Jr.', 'Marcus Smart', 'Desmond Bane', 'Ja Morant', 'Nassir Little']","['Fred VanVleet', 'Maxi Kleber', 'Troy Brown Jr.', 'Jalen Williams', 'Desmond Bane', 'Xavier Tillman', 'Isaiah Joe', 'Jaylen Brown']",286,265.66871832311153,328,49900,48600,0,0
3/27/23,172,"['Nikola Jokic', 'Julius Randle', 'Nicolas Batum', 'Tyrese Maxey', 'Quentin Grimes', 'Jalen Duren', 'Ish Wainright', 'Patrick Beverley']","['Kyle Anderson', 'DeMar DeRozan', 'RJ Barrett', 'Obi Toppin', 'Russell Westbrook', 'Tyrese Maxey', 'T.J. McConnell', 'Brook Lopez']",311.3,262.27127433530984,308.90000000000003,189,188,0,0,172,"['Harrison Barnes', 'Bobby Portis', 'Eric Gordon', 'Paul Reed', 'Jaden Hardy', 'Bruce Brown', ""De'Aaron Fox"", 'Nikola Jokic', 'Nicolas Batum']","['Aaron Gordon', 'Isaiah Hartenstein', 'Andrew Nembhard', 'Patrick Beverley', 'DeMar DeRozan', 'Oshae Brissett', 'Quentin Grimes', 'Jonas Valanciunas', 'Chris Paul']",351.5,256.63796981535853,281.1,60000,55600,0,0,172,"['Brook Lopez', 'Khris Middleton', 'Shaedon Sharpe', 'Tyrese Maxey', 'Jabari Smith Jr.', 'Kyle Anderson', 'Miles McBride', 'Jalen Duren']","['Jevon Carter', 'Tyrese Maxey', 'T.J. McConnell', 'Andrew Nembhard', 'Marvin Bagley III', 'Quentin Grimes', 'Rudy Gobert', 'Brook Lopez']",312.25,236.39638336375356,308.75,49300,46800,0,0
3/28/23,118,"['Franz Wagner', 'Scottie Barnes', 'Luguentz Dort', 'Isaiah Joe', 'Jayson Tatum', 'Onyeka Okongwu', 'Paolo Banchero', 'Evan Mobley']","['Donte DiVincenzo', 'Franz Wagner', 'Wendell Carter Jr.', 'Monte Morris', 'Desmond Bane', 'Svi Mykhailiuk', 'Stephen Curry', 'Kristaps Porzingis']",355.6,299.46520777009425,370.5,199,195,0,0,118,"['Evan Mobley', 'Jalen Williams', 'P.J. Washington', 'Xavier Tillman', 'Josh Giddey', 'Deni Avdija', 'Larry Nance Jr.', 'Isaiah Joe', 'Goga Bitadze']","['Caris LeVert', 'Evan Mobley', 'Xavier Tillman', 'Stephen Curry', 'Trey Murphy III', 'Precious Achiuwa', 'Desmond Bane', 'Ricky Rubio', 'Theo Maledon']",395.4,288.68493297565726,353.59999999999997,57100,57300,0,0,118,"['Moses Moody', 'Scottie Barnes', 'Paolo Banchero', 'Monte Morris', 'Dejounte Murray', 'Theo Maledon', 'Bam Adebayo', 'Stephen Curry']","['Josh Giddey', 'Goga Bitadze', 'Onyeka Okongwu', 'Scottie Barnes', 'Al Horford', 'Evan Mobley', 'Jalen Williams', 'Bam Adebayo']",346.25,269.1518476046622,353,49800,49800,0,0
3/29/23,203,"['Anthony Davis', 'Gabe Vincent', 'DeMar DeRozan', 'Russell Westbrook', 'Zach Collins', 'Jrue Holiday', 'Dillon Brooks', 'Quentin Grimes']","[""Devonte' Graham"", 'Kevin Porter Jr.', 'Nic Claxton', 'Anthony Edwards', 'Matisse Thybulle', 'Jalen Williams', 'James Harden', 'Keegan Murray']",407.5,293.1977355411276,315,199,200,0,0,203,"['Ousmane Dieng', 'Russell Westbrook', 'Dillon Brooks', 'Dorian Finney-Smith', 'Talen Horton-Tucker', 'Jrue Holiday', 'Xavier Tillman', 'Anthony Edwards', 'Jrue Holiday']","['Kevin Porter Jr.', 'Bones Hyland', 'Alex Caruso', 'Jrue Holiday', ""Devonte' Graham"", 'Jordan Nwora', 'Talen Horton-Tucker', 'Anthony Davis', 'Cameron Johnson']",418.9,338.1806837810203,413.5,56700,58700,1,0,203,"['Malik Monk', 'Jrue Holiday', 'Tre Jones', 'Kevin Huerter', 'Robert Covington', 'Talen Horton-Tucker', 'Immanuel Quickley', 'Dillon Brooks']","['Zach Collins', 'Coby White', 'Georges Niang', 'Ja Morant', 'Sandro Mamukelashvili', 'Bennedict Mathurin', 'Nic Claxton', 'Cameron Johnson']",351,268.9811059627682,328,47800,47800,0,0
3/30/23,47,"['Josh Richardson', 'Jamal Murray', 'Brandon Ingram', 'Bruce Brown', 'Jaylen Brown', 'Trey Murphy III', 'Malcolm Brogdon', 'Jonas Valanciunas']","['Pat Connaughton', 'Jaylen Brown', 'Jonas Valanciunas', 'Al Horford', 'Brandon Ingram', 'Naji Marshall', 'Malcolm Brogdon', 'Jrue Holiday']",282,235.47062960583713,249.9,190,187,0,0,47,"['Bruce Brown', 'Marcus Smart', 'Trey Murphy III', 'Jeff Green', 'Jonas Valanciunas', 'Bruce Brown', 'Bobby Portis', 'Brandon Ingram', 'Jamal Murray']","['Brandon Ingram', 'Jaylen Brown', 'Malcolm Brogdon', 'Jonas Valanciunas', 'Wesley Matthews', 'Blake Griffin', 'Jamal Murray', 'Bobby Portis', 'Kentavious Caldwell-Pope']",296.5,239.9775794584304,271.70000000000005,59600,59800,1,0,47,"['Brandon Ingram', 'Brandon Ingram', 'Al Horford', 'Malcolm Brogdon', 'Robert Williams III', 'Luke Kornet', 'Derrick White', 'Brandon Ingram']","['Malcolm Brogdon', 'Naji Marshall', 'Bruce Brown', 'Jaylen Brown', 'Jayson Tatum', 'Robert Williams III', 'Jamal Murray', 'Malcolm Brogdon']",298.25,253.16252845153213,278.75,50000,49600,2,1
3/31/23,273,"['Gorgui Dieng', 'Andre Drummond', 'Desmond Bane', 'Scottie Barnes', 'Keldon Johnson', 'Alex Caruso', 'Paolo Banchero', 'James Harden']","['Walker Kessler', 'Ochai Agbaji', 'Keegan Murray', 'Coby White', 'Aaron Nesmith', 'Scottie Barnes', 'Jakob Poeltl', 'Jalen Brunson']",332.6,283.1233080945909,309.3,182,168,0,0,273,"['Talen Horton-Tucker', 'James Harden', 'Aaron Gordon', 'Jabari Walker', 'Immanuel Quickley', 'Dorian Finney-Smith', 'Scottie Barnes', 'Taj Gibson', 'Jalen Brunson']","['Luke Kennard', 'Aaron Gordon', 'Keegan Murray', 'Donovan Mitchell', 'Cole Anthony', 'Paolo Banchero', 'Dorian Finney-Smith', ""De'Anthony Melton"", 'Norman Powell']",357.40000000000003,305.01285388469694,354.6,59200,56400,0,0,273,"['Bruce Brown', 'Christian Braun', 'Scottie Barnes', 'Talen Horton-Tucker', 'Bismack Biyombo', ""De'Aaron Fox"", 'T.J. McConnell', 'Scottie Barnes']","['Paolo Banchero', 'Mike Conley', 'Goga Bitadze', 'Jordan Poole', 'Cole Anthony', 'Mikal Bridges', 'Jordan Poole', 'Scottie Barnes']",343,277.9327900260687,350,48300,50000,1,1
