player_name,game_date,pts,pts_pred
LeBron James,2018-01-15,32.0,21.131838
LeBron James,2018-01-18,16.0,21.798925
LeBron James,2018-01-20,18.0,19.034908
LeBron James,2018-01-23,27.999998,22.644922
Lou Williams,2018-01-11,30.0,30.224932
Lou Williams,2018-01-13,26.0,29.720932
Lou Williams,2018-01-15,31.0,26.553814
Lou Williams,2018-01-17,17.0,26.512634
Lou Williams,2018-01-20,31.0,27.45846
Lou Williams,2018-01-22,20.0,28.017525
Lou Williams,2018-01-24,20.0,32.016117
Marc Gasol,2018-01-05,17.0,13.8661585
Marc Gasol,2018-01-10,21.0,13.686733
Marc Gasol,2018-01-12,22.000002,16.376503
Marc Gasol,2018-01-19,6.0000005,14.65337
Marc Gasol,2018-01-20,16.0,14.967634
Marc Gasol,2018-01-22,19.0,16.942019
Marc Gasol,2018-01-24,18.0,16.65678
Nikola Jokic,2018-01-06,8.0,15.263513
Nikola Jokic,2018-01-08,22.000002,15.437612
Nikola Jokic,2018-01-10,9.0,14.928742
Nikola Jokic,2018-01-12,14.0,13.552749
Nikola Jokic,2018-01-13,23.0,17.450817
Nikola Jokic,2018-01-16,29.0,17.94189
Nikola Jokic,2018-01-17,18.0,16.180378
Nikola Jokic,2018-01-19,14.0,15.496629
Nikola Jokic,2018-01-22,16.0,14.515181
Paul George,2018-01-09,22.0,19.239279
Paul George,2018-01-10,13.0,18.456278
Paul George,2018-01-13,17.0,19.589693
Paul George,2018-01-15,18.0,18.161047
Paul George,2018-01-17,13.0,21.093454
Paul George,2018-01-20,36.0,22.289581
Paul George,2018-01-23,28.000002,22.763004
Russell Westbrook,2018-01-07,26.0,23.507906
Russell Westbrook,2018-01-09,22.000002,26.078814
Russell Westbrook,2018-01-10,38.0,28.397987
Russell Westbrook,2018-01-13,25.0,28.349161
Russell Westbrook,2018-01-15,19.0,24.423403
Russell Westbrook,2018-01-17,19.0,26.103273
Russell Westbrook,2018-01-20,23.0,28.202312
Russell Westbrook,2018-01-23,32.0,28.571674
Stephen Curry,2018-01-13,24.0,26.80809
Stephen Curry,2018-01-15,23.0,26.38946
Stephen Curry,2018-01-17,30.0,27.090965
Stephen Curry,2018-01-20,19.0,27.356731
Stephen Curry,2018-01-23,32.0,31.401093
Tyreke Evans,2018-01-05,26.0,22.569845
Tyreke Evans,2018-01-10,28.0,20.945686
Tyreke Evans,2018-01-12,12.0,19.166952
Tyreke Evans,2018-01-17,23.0,21.012823
Tyreke Evans,2018-01-19,14.0,19.461432
Tyreke Evans,2018-01-20,12.0,18.180033
Tyreke Evans,2018-01-22,18.0,21.482044
Victor Oladipo,2018-01-14,17.0,20.36437
Victor Oladipo,2018-01-15,28.0,21.275587
Victor Oladipo,2018-01-18,23.0,20.605593
Victor Oladipo,2018-01-19,25.0,20.854095
Victor Oladipo,2018-01-21,19.0,20.498394
Victor Oladipo,2018-01-24,21.0,20.804272
Aaron Gordon,2018-01-10,11.0,21.758524
Aaron Gordon,2018-01-16,14.0,20.21952
Aaron Gordon,2018-01-18,17.0,20.624763
Aaron Gordon,2018-01-21,11.0,20.64345
Aaron Gordon,2018-01-23,16.0,22.925783
Andre Drummond,2018-01-13,21.0,18.837292
Andre Drummond,2018-01-17,25.0,18.182852
Andre Drummond,2018-01-19,13.999999,19.915964
Andre Drummond,2018-01-21,6.9999995,18.290365
Andre Drummond,2018-01-24,30.000002,21.356636
Anthony Davis,2018-01-08,30.0,28.622587
Anthony Davis,2018-01-12,36.0,37.18621
Anthony Davis,2018-01-14,48.0,38.807842
Anthony Davis,2018-01-16,45.0,36.275818
Anthony Davis,2018-01-17,8.0,30.249947
Anthony Davis,2018-01-20,21.0,31.076834
Anthony Davis,2018-01-22,34.0,34.925037
Anthony Davis,2018-01-24,19.0,26.00643
Ben Simmons,2018-01-11,16.0,14.124317
Ben Simmons,2018-01-15,12.0,14.613472
Ben Simmons,2018-01-18,8.0,11.596059
Ben Simmons,2018-01-20,16.0,12.610607
Ben Simmons,2018-01-22,6.0,13.666877
Ben Simmons,2018-01-24,19.0,16.476282
Blake Griffin,2018-01-11,18.0,18.543013
Blake Griffin,2018-01-13,11.0,14.31272
Blake Griffin,2018-01-15,28.999998,19.41945
Blake Griffin,2018-01-17,20.0,19.694597
Blake Griffin,2018-01-20,25.0,24.164864
Blake Griffin,2018-01-22,32.0,25.398703
Blake Griffin,2018-01-24,23.0,25.626627
Bradley Beal,2018-01-06,20.0,25.370302
Bradley Beal,2018-01-10,23.0,28.132986
Bradley Beal,2018-01-12,30.0,29.618902
Bradley Beal,2018-01-13,24.000002,25.627949
Bradley Beal,2018-01-15,19.0,24.856512
Bradley Beal,2018-01-17,26.0,26.171238
Bradley Beal,2018-01-19,26.0,27.241137
Bradley Beal,2018-01-22,18.0,28.533634
Bradley Beal,2018-01-25,41.0,28.260693
CJ McCollum,2018-01-16,27.0,22.976261
CJ McCollum,2018-01-18,16.0,20.791996
Chris Paul,2018-01-08,24.0,26.098597
Chris Paul,2018-01-10,37.0,27.020952
Chris Paul,2018-01-12,25.000002,22.412268
Chris Paul,2018-01-15,19.0,18.874231
Chris Paul,2018-01-18,19.0,23.66968
Chris Paul,2018-01-20,33.0,24.062939
Chris Paul,2018-01-22,16.0,16.078619
Chris Paul,2018-01-24,12.0,17.502607
Clint Capela,2018-01-15,14.0,14.9021
Clint Capela,2018-01-18,20.0,18.133358
Clint Capela,2018-01-22,14.0,16.418503
Clint Capela,2018-01-24,15.999999,14.874034
Damian Lillard,2018-01-16,31.0,26.461647
Damian Lillard,2018-01-18,26.0,27.250772
Damian Lillard,2018-01-20,31.0,28.244394
Damian Lillard,2018-01-22,25.0,25.653606
Damian Lillard,2018-01-24,31.0,27.318546
DeAndre Jordan,2018-01-10,10.0,16.591259
DeAndre Jordan,2018-01-11,8.0,14.864739
DeAndre Jordan,2018-01-24,15.0,17.855537
DeMar DeRozan,2018-01-08,35.0,33.841404
DeMar DeRozan,2018-01-09,25.0,29.542603
DeMar DeRozan,2018-01-11,13.000001,25.957106
DeMar DeRozan,2018-01-13,42.0,29.71846
DeMar DeRozan,2018-01-15,24.0,27.7849
DeMar DeRozan,2018-01-17,17.0,24.239056
DeMar DeRozan,2018-01-19,21.0,27.511162
DeMar DeRozan,2018-01-20,20.0,22.749485
DeMar DeRozan,2018-01-24,14.0,25.42149
DeMarcus Cousins,2018-01-08,20.0,27.223751
DeMarcus Cousins,2018-01-10,29.0,26.34533
DeMarcus Cousins,2018-01-12,24.0,25.598768
DeMarcus Cousins,2018-01-14,14.999999,24.384817
DeMarcus Cousins,2018-01-16,19.0,20.774591
DeMarcus Cousins,2018-01-17,19.0,21.80787
DeMarcus Cousins,2018-01-20,24.0,30.91319
DeMarcus Cousins,2018-01-22,44.0,33.70005
DeMarcus Cousins,2018-01-24,16.0,28.105328
Dennis Schroder,2018-01-17,13.0,17.364891
Dennis Schroder,2018-01-20,18.0,19.119358
Dennis Schroder,2018-01-22,20.0,19.607195
Devin Booker,2018-01-07,26.0,26.713346
Devin Booker,2018-01-12,27.0,31.425505
Devin Booker,2018-01-14,14.999999,24.465363
Devin Booker,2018-01-16,43.0,31.07379
Devin Booker,2018-01-19,29.999998,26.959545
Devin Booker,2018-01-22,14.0,28.978777
Devin Booker,2018-01-24,19.0,27.777655
Donovan Mitchell,2018-01-20,23.0,22.710346
Donovan Mitchell,2018-01-22,13.0,19.643574
Draymond Green,2018-01-06,9.0,13.472277
Draymond Green,2018-01-08,23.0,12.165233
Draymond Green,2018-01-10,7.0,11.585409
Draymond Green,2018-01-12,21.0,15.951302
Draymond Green,2018-01-13,14.0,15.94022
Draymond Green,2018-01-15,11.0,13.953266
Draymond Green,2018-01-20,21.0,13.072338
Draymond Green,2018-01-23,11.999999,13.542877
Draymond Green,2018-01-25,9.0,11.71628
Dwight Howard,2018-01-10,15.000001,15.799591
Dwight Howard,2018-01-12,8.0,15.652706
Dwight Howard,2018-01-13,11.0,14.529792
Dwight Howard,2018-01-17,18.0,18.171202
Dwight Howard,2018-01-20,14.0,14.991353
Dwight Howard,2018-01-22,14.0,16.281126
Dwight Howard,2018-01-24,22.000002,18.37916
Eric Bledsoe,2018-01-15,23.0,20.411356
Eric Bledsoe,2018-01-22,19.0,19.838184
Giannis Antetokounmpo,2018-01-06,34.0,28.41278
Giannis Antetokounmpo,2018-01-08,17.0,23.664806
Giannis Antetokounmpo,2018-01-10,26.0,25.257557
Giannis Antetokounmpo,2018-01-12,23.0,25.996435
Giannis Antetokounmpo,2018-01-14,22.0,25.07934
Giannis Antetokounmpo,2018-01-15,27.000002,26.582851
Giannis Antetokounmpo,2018-01-17,22.0,23.906775
Hassan Whiteside,2018-01-09,13.0,14.551797
Hassan Whiteside,2018-01-10,16.0,16.872332
Hassan Whiteside,2018-01-14,15.000001,15.583229
Hassan Whiteside,2018-01-15,9.0,15.411875
Hassan Whiteside,2018-01-17,27.0,18.490318
Hassan Whiteside,2018-01-19,22.0,18.574568
Hassan Whiteside,2018-01-20,10.0,19.318768
Hassan Whiteside,2018-01-22,22.0,19.295027
Hassan Whiteside,2018-01-25,8.0,18.379223
James Harden,2018-01-22,28.0,25.790848
James Harden,2018-01-24,25.0,30.990866
Jimmy Butler,2018-01-05,14.000001,19.89627
Jimmy Butler,2018-01-06,21.0,22.376469
Jimmy Butler,2018-01-08,21.0,24.001015
Jimmy Butler,2018-01-10,26.0,22.866573
Jimmy Butler,2018-01-12,13.0,19.557835
Jimmy Butler,2018-01-14,24.0,23.845861
Jimmy Butler,2018-01-16,28.000002,25.643494
Jimmy Butler,2018-01-18,23.0,28.838795
Joel Embiid,2018-01-15,34.0,29.005371
Joel Embiid,2018-01-18,26.0,27.392899
Joel Embiid,2018-01-20,29.0,23.921001
Joel Embiid,2018-01-22,15.000001,22.646173
Joel Embiid,2018-01-24,22.0,22.955442
John Wall,2018-01-06,16.0,23.38206
John Wall,2018-01-10,35.0,28.50444
John Wall,2018-01-12,30.000002,26.098038
John Wall,2018-01-13,22.999998,23.567406
John Wall,2018-01-15,27.000002,20.389833
John Wall,2018-01-17,12.0,16.94762
John Wall,2018-01-19,16.0,17.49067
John Wall,2018-01-22,11.0,19.340944
John Wall,2018-01-25,21.0,21.1048
Jrue Holiday,2018-01-20,27.0,20.693884
Jrue Holiday,2018-01-22,12.0,19.074532
Jrue Holiday,2018-01-24,19.0,20.076305
Karl-Anthony Towns,2018-01-05,25.0,17.514503
Karl-Anthony Towns,2018-01-06,21.0,20.8051
Karl-Anthony Towns,2018-01-08,19.0,20.41814
Karl-Anthony Towns,2018-01-10,18.0,17.539768
Karl-Anthony Towns,2018-01-12,23.0,19.138199
Karl-Anthony Towns,2018-01-14,20.0,17.952133
Karl-Anthony Towns,2018-01-16,15.0,16.283928
Karl-Anthony Towns,2018-01-18,22.0,17.453424
Karl-Anthony Towns,2018-01-20,22.0,17.90474
Karl-Anthony Towns,2018-01-22,11.0,15.154875
Karl-Anthony Towns,2018-01-24,16.0,17.294556
Karl-Anthony Towns,2018-01-25,31.000002,17.359564
Kemba Walker,2018-01-10,41.0,25.712461
Kemba Walker,2018-01-12,22.0,24.00603
Kemba Walker,2018-01-13,19.0,19.656876
Kemba Walker,2018-01-17,19.0,21.35594
Kemba Walker,2018-01-20,22.0,23.949818
Kemba Walker,2018-01-22,26.0,22.330372
Kemba Walker,2018-01-24,20.0,28.549915
Kevin Durant,2018-01-12,26.0,25.63384
Kevin Durant,2018-01-13,25.0,29.923378
Kevin Durant,2018-01-15,32.0,29.808754
Kevin Durant,2018-01-17,19.0,25.61581
Kevin Durant,2018-01-20,26.0,27.49268
Kevin Durant,2018-01-23,14.000001,20.88271
Kevin Durant,2018-01-25,28.000002,23.987259
Kevin Love,2018-01-18,12.0,11.05445
Kevin Love,2018-01-20,0.0,9.197016
Kris Dunn,2018-01-06,8.0,16.222998
Kris Dunn,2018-01-08,19.0,21.415482
Kris Dunn,2018-01-10,9.0,15.236771
Kris Dunn,2018-01-13,18.0,13.441243
Kris Dunn,2018-01-15,6.0,11.518367
Kris Dunn,2018-01-17,16.0,14.998551
Kristaps Porzingis,2018-01-05,15.0,20.72142
Kristaps Porzingis,2018-01-07,29.0,21.892176
Kristaps Porzingis,2018-01-10,24.0,22.798256
Kristaps Porzingis,2018-01-12,17.0,20.900948
Kristaps Porzingis,2018-01-14,25.0,23.324419
Kristaps Porzingis,2018-01-15,26.0,22.29279
Kristaps Porzingis,2018-01-17,21.0,18.663645
Kristaps Porzingis,2018-01-19,18.0,21.046816
Kristaps Porzingis,2018-01-21,17.0,21.537813
Kristaps Porzingis,2018-01-25,21.0,19.902557
Kyle Lowry,2018-01-08,18.0,22.79898
Kyle Lowry,2018-01-15,13.0,21.306358
Kyle Lowry,2018-01-17,18.0,25.203926
Kyle Lowry,2018-01-19,24.0,26.419905
Kyle Lowry,2018-01-20,40.0,29.436623
Kyle Lowry,2018-01-24,9.0,24.25287
Kyrie Irving,2018-01-06,21.0,22.270016
Kyrie Irving,2018-01-11,20.0,25.6801
Kyrie Irving,2018-01-16,27.0,27.201374
Kyrie Irving,2018-01-21,40.0,31.197819
Kyrie Irving,2018-01-23,33.0,27.461199
Kyrie Irving,2018-01-24,20.0,27.26705
LaMarcus Aldridge,2018-01-08,31.0,24.711056
LaMarcus Aldridge,2018-01-11,20.0,23.465183
LaMarcus Aldridge,2018-01-13,15.0,21.57666
LaMarcus Aldridge,2018-01-15,25.0,22.38446
LaMarcus Aldridge,2018-01-17,34.0,25.233616
LaMarcus Aldridge,2018-01-19,17.0,20.797373
LaMarcus Aldridge,2018-01-21,10.0,21.686974
LaMarcus Aldridge,2018-01-23,30.0,22.68696
LeBron James,2018-01-08,10.0,16.519838
LeBron James,2018-01-11,26.0,21.881142
LeBron James,2018-01-12,27.0,22.640642
LeBron James,2018-01-15,32.0,26.024588
LeBron James,2018-01-18,16.0,22.16797
LeBron James,2018-01-20,18.0,23.853172
LeBron James,2018-01-23,27.999998,24.332266
Lou Williams,2018-01-13,26.0,29.383093
Lou Williams,2018-01-15,31.0,26.935324
Lou Williams,2018-01-17,17.0,21.042377
Lou Williams,2018-01-20,31.0,25.516579
Lou Williams,2018-01-22,20.0,23.857159
Lou Williams,2018-01-24,20.0,31.724852
Marc Gasol,2018-01-10,21.0,14.724324
Marc Gasol,2018-01-12,22.000002,18.814281
Marc Gasol,2018-01-19,6.0000005,16.128279
Marc Gasol,2018-01-20,16.0,19.500954
Marc Gasol,2018-01-22,19.0,20.441698
Marc Gasol,2018-01-24,18.0,19.697496
Nikola Jokic,2018-01-08,22.000002,16.911919
Nikola Jokic,2018-01-10,9.0,18.165827
Nikola Jokic,2018-01-12,14.0,20.287188
Nikola Jokic,2018-01-13,23.0,23.201433
Nikola Jokic,2018-01-16,29.0,23.384594
Nikola Jokic,2018-01-17,18.0,20.888453
Nikola Jokic,2018-01-19,14.0,18.571701
Nikola Jokic,2018-01-22,16.0,19.817234
Nikola Jokic,2018-01-25,18.0,16.607336
Paul George,2018-01-09,22.0,21.106674
Paul George,2018-01-10,13.0,17.95286
Paul George,2018-01-13,17.0,21.134024
Paul George,2018-01-15,18.0,19.874823
Paul George,2018-01-17,13.0,20.611153
Paul George,2018-01-20,36.0,26.400402
Paul George,2018-01-23,28.000002,24.963202
Paul George,2018-01-25,18.0,27.735085
Russell Westbrook,2018-01-07,26.0,27.421661
Russell Westbrook,2018-01-09,22.000002,27.857397
Russell Westbrook,2018-01-10,38.0,29.494064
Russell Westbrook,2018-01-13,25.0,27.468643
Russell Westbrook,2018-01-15,19.0,25.417461
Russell Westbrook,2018-01-17,19.0,25.326418
Russell Westbrook,2018-01-20,23.0,26.74289
Russell Westbrook,2018-01-23,32.0,26.716215
Russell Westbrook,2018-01-25,46.0,27.787079
Stephen Curry,2018-01-13,24.0,25.93251
Stephen Curry,2018-01-15,23.0,27.185505
Stephen Curry,2018-01-17,30.0,26.66349
Stephen Curry,2018-01-20,19.0,27.009148
Stephen Curry,2018-01-23,32.0,31.55627
Stephen Curry,2018-01-25,25.0,29.881283
Tyreke Evans,2018-01-10,28.0,24.388569
Tyreke Evans,2018-01-12,12.0,20.765087
Tyreke Evans,2018-01-17,23.0,17.889778
Tyreke Evans,2018-01-19,14.0,15.974409
Tyreke Evans,2018-01-20,12.0,16.597496
Tyreke Evans,2018-01-22,18.0,21.366295
Victor Oladipo,2018-01-15,28.0,21.256948
Victor Oladipo,2018-01-18,23.0,20.74335
Victor Oladipo,2018-01-19,25.0,22.452818
Victor Oladipo,2018-01-21,19.0,22.265461
Victor Oladipo,2018-01-24,21.0,21.019646
Aaron Gordon,2018-01-10,11.0,9.889963
Aaron Gordon,2018-01-16,14.0,11.654879
Aaron Gordon,2018-01-18,17.0,14.829438
Aaron Gordon,2018-01-21,11.0,14.224006
Aaron Gordon,2018-01-23,16.0,19.710539
Andre Drummond,2018-01-13,21.0,17.299911
Andre Drummond,2018-01-17,25.0,20.322899
Andre Drummond,2018-01-19,13.999999,14.139918
Andre Drummond,2018-01-21,6.9999995,13.612484
Andre Drummond,2018-01-24,30.000002,23.959969
Anthony Davis,2018-01-12,36.0,28.050838
Anthony Davis,2018-01-14,48.0,32.395355
Anthony Davis,2018-01-16,45.0,28.489182
Anthony Davis,2018-01-17,8.0,17.09751
Anthony Davis,2018-01-20,21.0,21.223625
Anthony Davis,2018-01-22,34.0,27.887375
Anthony Davis,2018-01-24,19.0,24.47737
Anthony Davis,2018-01-26,27.0,23.711933
Ben Simmons,2018-01-11,16.0,17.925598
Ben Simmons,2018-01-15,12.0,15.398732
Ben Simmons,2018-01-18,8.0,11.550921
Ben Simmons,2018-01-20,16.0,12.844507
Ben Simmons,2018-01-22,6.0,13.680111
Ben Simmons,2018-01-24,19.0,15.414198
Ben Simmons,2018-01-26,21.0,16.876453
Blake Griffin,2018-01-11,18.0,7.9501786
Blake Griffin,2018-01-13,11.0,8.772968
Blake Griffin,2018-01-15,28.999998,21.45227
Blake Griffin,2018-01-17,20.0,18.14363
Blake Griffin,2018-01-20,25.0,24.265667
Blake Griffin,2018-01-22,32.0,29.697412
Blake Griffin,2018-01-24,23.0,27.075838
Blake Griffin,2018-01-26,14.0,20.919445
Bradley Beal,2018-01-10,23.0,24.367924
Bradley Beal,2018-01-12,30.000002,25.654972
Bradley Beal,2018-01-13,24.0,23.072222
Bradley Beal,2018-01-15,19.0,23.78731
Bradley Beal,2018-01-17,26.0,25.6102
Bradley Beal,2018-01-19,26.0,23.032745
Bradley Beal,2018-01-22,18.0,25.932686
Bradley Beal,2018-01-25,41.0,33.065865
CJ McCollum,2018-01-16,27.0,22.993351
CJ McCollum,2018-01-18,16.0,18.98935
Chris Paul,2018-01-08,24.0,26.344507
Chris Paul,2018-01-10,37.0,30.186125
Chris Paul,2018-01-12,25.000002,19.492903
Chris Paul,2018-01-15,19.0,11.5306635
Chris Paul,2018-01-18,19.0,20.574774
Chris Paul,2018-01-20,33.0,20.010605
Chris Paul,2018-01-22,16.0,14.534718
Chris Paul,2018-01-24,12.0,15.262412
Chris Paul,2018-01-26,38.0,20.110271
Clint Capela,2018-01-15,14.0,13.593378
Clint Capela,2018-01-18,20.0,15.753865
Clint Capela,2018-01-22,14.0,14.698383
Clint Capela,2018-01-24,15.999999,15.012547
Clint Capela,2018-01-26,8.0,12.371729
Damian Lillard,2018-01-16,31.0,28.253551
Damian Lillard,2018-01-18,26.0,26.434746
Damian Lillard,2018-01-20,31.0,28.754095
Damian Lillard,2018-01-22,25.0,24.183723
Damian Lillard,2018-01-24,31.0,26.60664
Damian Lillard,2018-01-26,29.0,21.585052
DeAndre Jordan,2018-01-10,10.0,13.686175
DeAndre Jordan,2018-01-11,8.0,11.092962
DeAndre Jordan,2018-01-24,15.0,14.10937
DeAndre Jordan,2018-01-26,15.0,15.77882
DeMar DeRozan,2018-01-09,25.0,29.085468
DeMar DeRozan,2018-01-11,13.0,23.118473
DeMar DeRozan,2018-01-13,42.000004,26.946564
DeMar DeRozan,2018-01-15,24.0,27.958645
DeMar DeRozan,2018-01-17,17.0,22.583307
DeMar DeRozan,2018-01-19,21.000002,21.765198
DeMar DeRozan,2018-01-20,20.000002,18.226625
DeMar DeRozan,2018-01-24,14.0,19.165068
DeMar DeRozan,2018-01-26,19.0,36.613426
DeMarcus Cousins,2018-01-10,29.0,26.813446
DeMarcus Cousins,2018-01-12,24.0,28.722006
DeMarcus Cousins,2018-01-14,14.999999,26.369987
DeMarcus Cousins,2018-01-16,19.0,20.956297
DeMarcus Cousins,2018-01-17,19.0,25.17258
DeMarcus Cousins,2018-01-20,24.0,31.143805
DeMarcus Cousins,2018-01-22,44.0,30.044664
DeMarcus Cousins,2018-01-24,16.0,26.590624
DeMarcus Cousins,2018-01-26,14.999999,36.38651
Dennis Schroder,2018-01-20,18.0,19.484974
Dennis Schroder,2018-01-22,20.0,19.009886
Devin Booker,2018-01-07,26.0,27.8323
Devin Booker,2018-01-12,27.0,27.425295
Devin Booker,2018-01-14,14.999999,25.804457
Devin Booker,2018-01-16,43.0,32.690117
Devin Booker,2018-01-19,29.999998,25.68106
Devin Booker,2018-01-22,14.0,21.136274
Devin Booker,2018-01-24,19.0,22.95392
Devin Booker,2018-01-26,12.0,23.34063
Donovan Mitchell,2018-01-20,23.0,21.147774
Donovan Mitchell,2018-01-22,13.0,16.088247
Draymond Green,2018-01-08,23.0,13.264841
Draymond Green,2018-01-10,7.0,9.686461
Draymond Green,2018-01-12,21.0,15.174094
Draymond Green,2018-01-13,14.0,15.297851
Draymond Green,2018-01-15,11.0,12.394068
Draymond Green,2018-01-20,21.0,14.848774
Draymond Green,2018-01-23,11.999999,11.295713
Draymond Green,2018-01-25,9.0,8.82968
Dwight Howard,2018-01-12,8.0,13.1202135
Dwight Howard,2018-01-13,11.0,12.77456
Dwight Howard,2018-01-17,18.0,16.059746
Dwight Howard,2018-01-20,14.0,14.135973
Dwight Howard,2018-01-22,14.0,18.871916
Dwight Howard,2018-01-24,22.000002,16.972683
Dwight Howard,2018-01-26,18.0,12.115384
Eric Bledsoe,2018-01-15,23.0,19.679205
Eric Bledsoe,2018-01-22,19.0,18.148876
Eric Bledsoe,2018-01-26,14.0,17.628674
Giannis Antetokounmpo,2018-01-06,34.0,26.647367
Giannis Antetokounmpo,2018-01-08,17.0,20.774586
Giannis Antetokounmpo,2018-01-10,26.0,23.576551
Giannis Antetokounmpo,2018-01-12,23.0,23.37282
Giannis Antetokounmpo,2018-01-14,22.0,22.712933
Giannis Antetokounmpo,2018-01-15,27.000002,22.695036
Giannis Antetokounmpo,2018-01-17,22.0,21.03695
Giannis Antetokounmpo,2018-01-26,41.0,22.143906
Hassan Whiteside,2018-01-09,13.0,14.100862
Hassan Whiteside,2018-01-10,16.0,16.34404
Hassan Whiteside,2018-01-14,14.999999,13.926188
Hassan Whiteside,2018-01-15,9.0,15.285148
Hassan Whiteside,2018-01-17,26.999998,19.711157
Hassan Whiteside,2018-01-19,22.0,17.082914
Hassan Whiteside,2018-01-20,10.0,16.704416
Hassan Whiteside,2018-01-22,22.0,17.132158
Hassan Whiteside,2018-01-25,8.0,10.566695
James Harden,2018-01-22,28.0,23.347885
James Harden,2018-01-24,25.0,26.132881
James Harden,2018-01-26,23.0,30.366919
Jimmy Butler,2018-01-06,21.0,26.963406
Jimmy Butler,2018-01-08,21.0,22.556564
Jimmy Butler,2018-01-10,26.0,23.32556
Jimmy Butler,2018-01-12,13.0,19.777155
Jimmy Butler,2018-01-14,24.0,24.200058
Jimmy Butler,2018-01-16,28.000002,27.274614
Jimmy Butler,2018-01-18,23.0,26.3523
Joel Embiid,2018-01-15,34.0,29.548168
Joel Embiid,2018-01-18,26.0,26.656208
Joel Embiid,2018-01-20,29.0,24.06891
Joel Embiid,2018-01-22,15.000001,19.487516
Joel Embiid,2018-01-24,22.0,21.953962
Joel Embiid,2018-01-26,18.0,24.056244
John Wall,2018-01-10,35.0,26.45962
John Wall,2018-01-12,30.000002,26.319223
John Wall,2018-01-13,22.999998,24.404987
John Wall,2018-01-15,27.000002,22.97695
John Wall,2018-01-17,12.0,13.918112
John Wall,2018-01-19,16.0,16.711363
John Wall,2018-01-22,11.0,18.49982
John Wall,2018-01-25,21.0,22.943691
Jrue Holiday,2018-01-22,12.0,16.879534
Jrue Holiday,2018-01-24,19.0,18.347097
Jrue Holiday,2018-01-26,21.0,20.528671
Karl-Anthony Towns,2018-01-06,21.0,20.215635
Karl-Anthony Towns,2018-01-08,19.0,18.604446
Karl-Anthony Towns,2018-01-10,18.0,18.571287
Karl-Anthony Towns,2018-01-12,23.0,21.444283
Karl-Anthony Towns,2018-01-14,20.0,17.687357
Karl-Anthony Towns,2018-01-16,15.0,15.693036
Karl-Anthony Towns,2018-01-18,22.0,18.19112
Karl-Anthony Towns,2018-01-20,22.0,19.806787
Karl-Anthony Towns,2018-01-22,11.0,15.896393
Karl-Anthony Towns,2018-01-24,16.0,20.427305
Karl-Anthony Towns,2018-01-25,31.0,25.310133
Kemba Walker,2018-01-12,22.0,20.30674
Kemba Walker,2018-01-13,19.0,13.337472
Kemba Walker,2018-01-17,19.0,19.926243
Kemba Walker,2018-01-20,22.0,22.418745
Kemba Walker,2018-01-22,26.0,24.963467
Kemba Walker,2018-01-24,20.0,21.667128
Kemba Walker,2018-01-26,29.0,25.015713
Kevin Durant,2018-01-13,25.0,28.559355
Kevin Durant,2018-01-15,32.0,31.465591
Kevin Durant,2018-01-17,19.0,22.367643
Kevin Durant,2018-01-20,26.0,24.62601
Kevin Durant,2018-01-23,14.000001,22.30829
Kevin Durant,2018-01-25,28.000002,26.89969
Kevin Love,2018-01-20,0.0,3.202916
Kris Dunn,2018-01-08,19.0,18.490475
Kris Dunn,2018-01-10,9.0,11.660627
Kris Dunn,2018-01-13,18.0,14.879251
Kris Dunn,2018-01-15,6.0,15.201692
Kris Dunn,2018-01-17,16.0,13.305663
Kristaps Porzingis,2018-01-07,29.0,24.168081
Kristaps Porzingis,2018-01-10,24.0,23.544636
Kristaps Porzingis,2018-01-12,17.0,20.450214
Kristaps Porzingis,2018-01-14,25.0,24.744364
Kristaps Porzingis,2018-01-15,26.0,24.130884
Kristaps Porzingis,2018-01-17,21.0,19.686821
Kristaps Porzingis,2018-01-19,18.0,18.329212
Kristaps Porzingis,2018-01-21,17.0,19.509289
Kristaps Porzingis,2018-01-25,21.0,20.522635
Kristaps Porzingis,2018-01-26,19.0,17.980036
Kyle Lowry,2018-01-15,13.0,17.76816
Kyle Lowry,2018-01-17,18.0,17.445307
Kyle Lowry,2018-01-19,24.0,29.250648
Kyle Lowry,2018-01-20,40.0,28.321068
Kyle Lowry,2018-01-24,9.0,17.607416
Kyle Lowry,2018-01-26,5.0000005,15.292092
Kyrie Irving,2018-01-11,20.0,26.141796
Kyrie Irving,2018-01-16,27.0,27.463142
Kyrie Irving,2018-01-21,40.0,34.52451
Kyrie Irving,2018-01-23,33.0,29.839716
Kyrie Irving,2018-01-24,20.0,27.411516
LaMarcus Aldridge,2018-01-08,31.0,23.370409
LaMarcus Aldridge,2018-01-11,20.0,20.863323
LaMarcus Aldridge,2018-01-13,15.0,19.89457
LaMarcus Aldridge,2018-01-15,25.0,23.124226
LaMarcus Aldridge,2018-01-17,34.0,22.580467
LaMarcus Aldridge,2018-01-19,17.0,16.453491
LaMarcus Aldridge,2018-01-21,10.0,14.076632
LaMarcus Aldridge,2018-01-23,30.0,21.125301
LaMarcus Aldridge,2018-01-26,18.0,13.217121
LeBron James,2018-01-11,26.0,27.404655
LeBron James,2018-01-12,27.0,22.946203
LeBron James,2018-01-15,32.0,22.700392
LeBron James,2018-01-18,16.0,19.916616
LeBron James,2018-01-20,18.0,22.04296
LeBron James,2018-01-23,27.999998,23.809597
