Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Alec Burks,21.3,UTA,Combo,1032,35,19.6%,42,101.3,6,12.8%,5,0.65,33,14.8%
Caron Butler,32.6,LAC,Wing,1867,58,18.0%,61,107.5,9,6.2%,7,0.34,83,9.7%
Jimmy Butler,23.1,CHI,Wing,2042,21,14.2%,82,114.5,35,8.7%,46,0.61,81,9.8%
Will Bynum,29.8,DET,Point,1134,90,29.9%,55,106.7,71,34.3%,31,1.15,31,15.9%
Jose Calderon,31.1,DET,Point,877,22,18.5%,100,133.6,69,34.1%,92,1.85,59,14.3%
Jose Calderon,31.1,TOR,Point,1262,49,22.3%,94,120.1,96,43.6%,96,1.96,80,12.5%
Marcus Camby,38.6,NYK,Big,242,38,15.0%,2,71.2,79,9.9%,83,0.66,13,20.0%
DeMarre Carroll,26.3,UTA,Wing,1055,28,14.8%,65,108.6,32,8.6%,38,0.58,92,8.9%
Vince Carter,35.8,DAL,Wing,2085,87,23.0%,84,114.6,78,14.5%,50,0.63,79,10.0%
Omri Casspi,24.4,CLE,Wing,446,47,16.7%,28,100.0,47,10.0%,42,0.60,42,12.3%
Mario Chalmers,26.5,MIA,Point,2057,16,17.3%,84,116.0,4,18.3%,12,1.05,35,15.8%
Tyson Chandler,30.1,NYK,Big,2158,14,11.5%,98,133.1,22,4.3%,45,0.38,31,16.1%
Wilson Chandler,25.5,DEN,Forward,1056,83,21.4%,69,109.9,48,8.1%,19,0.38,60,11.5%
Earl Clark,24.8,LAL,Big,1331,36,14.8%,40,102.9,60,7.4%,68,0.50,52,14.2%
Victor Claver,24.2,POR,Forward,769,15,13.3%,29,95.2,50,8.1%,69,0.61,2,18.2%
Norris Cole,24.1,MIA,Point,1476,20,18.2%,20,95.4,0,16.0%,2,0.88,24,17.4%
Jason Collins,33.9,BOS,Big,325,1,7.8%,27,97.4,5,2.6%,36,0.33,1,29.6%
Darren Collison,25.2,DAL,Point,2351,47,21.9%,88,116.8,31,26.3%,37,1.20,51,14.9%
Nick Collison,32.0,OKC,Big,1547,12,11.2%,94,123.5,81,11.0%,97,0.98,24,17.8%
Mike Conley,25.1,MEM,Point,2749,51,23.3%,76,111.2,39,28.7%,41,1.23,65,13.6%
Daequan Cook,25.5,CHI,Wing,225,55,17.4%,1,61.6,7,5.1%,5,0.30,98,6.9%
Daequan Cook,25.5,HOU,Wing,109,32,15.4%,17,94.6,26,8.0%,25,0.52,78,10.3%
Chris Copeland,28.6,NYK,Big,762,84,21.7%,83,117.3,29,5.0%,9,0.23,61,13.2%
DeMarcus Cousins,22.2,SAC,Big,2271,100,27.9%,45,104.9,94,15.5%,76,0.56,34,15.8%
Jamal Crawford,32.6,LAC,Wing,2126,93,25.0%,78,112.3,74,14.3%,34,0.57,55,11.8%
Jordan Crawford,24.0,BOS,Combo,551,76,24.1%,50,102.2,32,19.0%,17,0.79,27,15.2%
Jordan Crawford,24.0,WAS,Combo,1104,94,27.7%,56,102.8,85,28.1%,52,1.02,39,14.3%
Jae Crowder,22.3,DAL,Forward,1268,23,14.3%,38,99.7,56,9.6%,75,0.67,69,10.9%
Dante Cunningham,25.5,MIN,Big,1939,40,15.2%,22,96.1,36,5.6%,43,0.37,96,8.3%
Stephen Curry,24.6,GSW,Combo,2975,97,28.0%,98,119.2,88,29.8%,59,1.06,67,12.8%
Samuel Dalembert,32.5,MIL,Big,743,50,16.2%,78,114.0,25,4.6%,18,0.28,26,17.5%
Marquis Daniels,31.8,MIL,Wing,1012,40,16.1%,5,87.2,39,9.3%,37,0.58,57,11.6%
Anthony Davis,19.6,NOP,Big,1822,67,19.0%,67,111.3,39,5.9%,30,0.31,75,11.7%
Ed Davis,23.4,MEM,Big,526,36,14.7%,47,105.4,3,2.1%,1,0.15,87,10.3%
Ed Davis,23.4,TOR,Big,1070,57,17.0%,81,115.1,73,9.0%,73,0.53,76,11.7%
Glen Davis,26.8,ORL,Big,1060,95,24.7%,25,96.4,83,11.5%,64,0.46,80,11.4%
Austin Daye,24.4,DET,Wing,302,16,13.5%,71,110.6,23,7.7%,33,0.57,33,13.3%
Austin Daye,24.4,MEM,Forward,299,46,16.7%,71,110.6,60,10.0%,67,0.60,52,11.9%
Nando De Colo,25.4,SAS,Combo,782,24,18.5%,45,101.9,62,23.7%,80,1.28,0,22.2%
DeMar DeRozan,23.2,TOR,Wing,2995,90,23.3%,49,104.6,62,11.9%,24,0.51,80,10.0%
Carlos Delfino,30.2,HOU,Wing,1646,55,17.7%,73,110.7,64,12.2%,60,0.69,77,10.3%
Luol Deng,27.5,CHI,Forward,2890,75,20.6%,48,101.7,77,13.1%,73,0.64,71,10.8%
Boris Diaw,30.5,SAS,Big,1685,22,12.6%,89,120.1,92,15.0%,99,1.19,22,18.0%
DeSagana Diop,30.8,CHA,Big,191,1,7.4%,0,60.9,54,7.0%,95,0.95,13,20.0%
Toney Douglas,26.6,HOU,Combo,837,45,20.7%,52,102.6,21,15.7%,11,0.76,74,12.4%
Toney Douglas,26.6,SAC,Combo,326,23,18.1%,94,116.2,50,21.6%,76,1.19,30,15.0%
Goran Dragic,26.5,PHX,Point,2564,65,25.3%,63,108.2,73,34.4%,61,1.36,57,14.3%
Andre Drummond,19.2,DET,Big,1185,45,15.6%,73,113.4,19,3.9%,14,0.25,63,13.0%
Jared Dudley,27.3,PHX,Wing,2150,46,16.7%,88,116.2,79,14.6%,88,0.87,40,12.5%
Chris Duhon,30.2,LAL,Point,778,0,11.6%,47,104.9,20,23.2%,98,2.00,12,18.7%
Tim Duncan,36.5,SAS,Big,2069,99,26.4%,66,110.4,93,15.1%,78,0.57,66,12.4%
Mike Dunleavy,32.1,MIL,Wing,1888,41,16.3%,87,115.5,57,11.3%,60,0.69,45,12.2%
Kevin Durant,24.1,OKC,Forward,3112,96,29.8%,100,129.1,98,21.3%,79,0.72,33,13.7%
Devin Ebanks,23.0,LAL,Forward,170,63,18.0%,4,77.0,65,10.5%,65,0.59,29,14.2%
Wayne Ellington,24.9,CLE,Wing,949,50,17.0%,69,109.8,46,10.0%,40,0.59,91,8.9%
Wayne Ellington,24.9,MEM,Wing,656,29,15.0%,64,108.5,53,10.6%,62,0.71,64,11.1%
Monta Ellis,27.0,MIL,Combo,3057,95,27.8%,35,99.0,74,26.3%,35,0.95,64,12.9%
Kim English,24.1,DET,Wing,285,18,13.9%,13,93.4,30,8.3%,43,0.60,38,12.7%
Jeremy Evans,25.0,UTA,Big,134,15,11.9%,99,134.3,69,8.2%,84,0.69,84,10.7%
Reggie Evans,32.5,BKN,Big,1951,8,10.9%,30,98.1,10,3.2%,24,0.30,7,23.4%
Tyreke Evans,23.1,SAC,Wing,2007,89,23.3%,74,110.9,90,18.9%,82,0.81,45,12.2%
Festus Ezeli,23.0,GSW,Big,1065,6,10.3%,13,91.1,7,2.8%,16,0.27,4,25.7%
Kenneth Faried,23.0,DEN,Big,2239,51,16.3%,77,114.0,30,5.1%,29,0.31,56,13.6%
Derrick Favors,21.3,UTA,Big,1711,69,19.5%,48,105.7,60,7.3%,44,0.37,27,17.0%
Raymond Felton,28.4,NYK,Combo,2302,79,24.3%,44,101.5,73,26.0%,61,1.07,65,12.8%
Landry Fields,24.3,TOR,Forward,983,8,12.5%,44,100.9,52,8.5%,77,0.68,21,14.7%
Derek Fisher,38.2,DAL,Combo,228,42,20.4%,53,102.7,35,19.3%,33,0.95,11,17.8%
Derek Fisher,38.2,OKC,Wing,310,26,14.6%,12,92.3,6,5.0%,7,0.34,76,10.4%
Evan Fournier,20.0,DEN,Combo,309,33,19.5%,100,121.5,15,15.0%,12,0.77,50,13.8%
Randy Foye,29.1,UTA,Combo,2229,17,17.5%,85,111.8,5,11.6%,6,0.66,89,10.8%
Jimmer Fredette,23.7,SAC,Combo,835,73,23.7%,80,111.5,20,15.7%,8,0.66,53,13.6%
Joel Freeland,25.7,POR,Big,392,39,15.1%,5,81.1,34,5.4%,40,0.36,78,11.6%
Danilo Gallinari,24.2,DEN,Forward,2303,77,20.8%,81,112.8,69,11.3%,52,0.55,77,10.1%
Francisco Garcia,30.8,HOU,Wing,282,22,14.2%,95,121.3,44,9.7%,58,0.68,69,11.0%
Francisco Garcia,30.8,SAC,Wing,696,19,13.9%,21,97.1,45,9.8%,63,0.71,88,9.4%
Kevin Garnett,36.5,BOS,Big,2012,90,23.1%,57,107.3,90,14.6%,81,0.63,80,11.4%
Diante Garrett,24.0,PHX,Combo,104,64,22.6%,0,60.0,98,35.9%,100,1.59,5,20.2%
Marc Gasol,27.8,MEM,Big,2781,71,19.8%,68,111.5,98,18.9%,95,0.96,60,13.2%
Pau Gasol,32.3,LAL,Big,1651,81,20.9%,34,101.1,99,19.7%,94,0.94,58,13.3%
Rudy Gay,26.2,MEM,Wing,1535,93,25.1%,18,96.1,65,12.3%,21,0.49,46,12.2%
Rudy Gay,26.2,TOR,Forward,1144,94,28.8%,58,103.7,88,15.0%,48,0.52,44,13.0%
Alonzo Gee,25.4,CLE,Wing,2536,42,16.4%,31,100.2,26,8.0%,21,0.49,27,13.9%
Mickael Gelabale,29.4,MIN,Wing,587,3,10.3%,88,117.3,12,6.5%,49,0.63,89,9.2%
Paul George,22.5,IND,Wing,2964,91,23.8%,59,106.8,91,19.1%,79,0.80,14,15.1%
Daniel Gibson,26.7,CLE,Combo,853,6,14.2%,33,98.3,9,13.9%,42,0.97,80,11.6%
Taj Gibson,27.4,CHI,Big,1423,52,16.5%,43,103.9,57,7.1%,58,0.43,44,14.8%
Manu Ginobili,35.3,SAS,Wing,1375,94,26.4%,79,113.4,100,30.6%,99,1.16,7,15.9%
Drew Gooden,31.1,MIL,Big,128,76,20.4%,4,76.4,50,6.7%,34,0.33,59,13.2%
Ben Gordon,29.6,CHA,Wing,1533,97,27.1%,44,104.0,88,18.1%,57,0.67,19,14.7%
Eric Gordon,23.9,NOP,Wing,1261,98,29.0%,50,104.6,89,18.4%,50,0.63,21,14.4%
Marcin Gortat,28.7,PHX,Big,1867,47,15.8%,59,108.1,46,6.3%,52,0.40,40,15.1%
Aaron Gray,27.9,TOR,Big,481,25,13.3%,49,105.7,77,9.6%,86,0.73,5,24.2%
Danny Green,25.4,SAS,Wing,2188,33,15.4%,93,121.0,42,9.5%,47,0.62,36,12.9%
Draymond Green,22.7,GSW,Forward,966,17,13.7%,6,83.0,31,7.3%,50,0.53,15,15.5%
Gerald Green,26.8,IND,Wing,975,72,19.9%,9,90.5,25,8.0%,12,0.40,61,11.3%
Jeff Green,26.2,BOS,Forward,2208,79,21.2%,85,113.3,63,10.1%,44,0.48,46,12.7%
Willie Green,31.3,LAC,Wing,1096,27,14.7%,83,114.6,17,7.2%,20,0.49,93,8.7%
Blake Griffin,23.6,LAC,Big,2590,96,24.9%,80,114.2,99,19.3%,90,0.78,61,13.1%
Hamed Haddadi,27.5,PHX,Big,206,55,16.8%,11,90.2,37,5.8%,39,0.34,3,27.3%
Jordan Hamilton,22.1,DEN,Forward,295,85,22.2%,35,98.6,46,8.0%,15,0.36,81,9.8%
Richard Hamilton,34.7,CHI,Wing,1087,92,23.8%,20,96.8,93,19.2%,79,0.80,17,14.8%
Ben Hansbrough,24.9,IND,Point,133,14,17.2%,24,97.1,6,18.3%,14,1.06,2,23.3%
Tyler Hansbrough,27.0,IND,Big,1299,68,19.3%,39,101.8,33,5.1%,15,0.27,64,12.9%
James Harden,23.2,HOU,Wing,2976,99,30.7%,94,121.1,98,25.7%,84,0.84,25,14.1%
Maurice Harkless,19.5,ORL,Forward,1906,25,14.4%,40,100.3,2,3.9%,2,0.27,65,11.2%
Al Harrington,32.7,ORL,Forward,112,88,23.8%,13,87.0,81,13.2%,54,0.56,73,10.2%
Devin Harris,29.7,ATL,Combo,1405,53,21.3%,91,115.4,48,21.5%,50,1.01,52,13.7%
Terrel Harris,25.2,NOP,Wing,102,36,15.7%,0,27.8,58,11.3%,68,0.72,0,36.9%
Tobias Harris,20.3,MIL,Forward,294,48,16.8%,67,109.2,17,5.9%,10,0.35,31,14.1%
Tobias Harris,20.3,ORL,Big,948,83,21.5%,42,103.5,77,9.6%,61,0.45,88,9.9%
Udonis Haslem,32.4,MIA,Big,1399,4,9.4%,56,107.2,14,3.7%,48,0.39,31,16.1%
Spencer Hawes,24.5,PHI,Big,2192,70,19.8%,39,102.0,87,13.2%,84,0.67,57,13.5%
Chuck Hayes,29.4,SAC,Big,1143,10,10.9%,15,91.7,89,13.6%,99,1.24,38,15.2%
Gordon Hayward,22.6,UTA,Wing,2082,79,21.3%,80,113.8,84,16.3%,74,0.76,50,12.0%
Brendan Haywood,32.9,CHA,Big,1148,11,11.0%,10,88.0,20,4.1%,42,0.37,23,17.9%
Gerald Henderson,24.9,CHA,Wing,2113,88,23.3%,55,106.2,82,15.2%,54,0.65,79,10.0%
Xavier Henry,21.6,NOP,Wing,576,34,15.5%,21,97.1,2,3.9%,2,0.25,24,14.1%
John Henson,21.8,MIL,Big,760,75,20.2%,34,100.6,43,6.1%,27,0.30,73,11.9%
Roy Hibbert,25.9,IND,Big,2264,85,21.7%,28,97.6,70,8.2%,46,0.38,41,15.0%
JJ Hickson,24.2,POR,Big,2317,62,18.1%,84,118.0,48,6.5%,41,0.36,35,15.8%
Nene Hilario,30.1,WAS,Big,1647,92,23.9%,55,107.0,97,18.4%,90,0.77,32,16.0%
George Hill,26.5,IND,Point,2615,29,20.1%,80,114.1,12,22.0%,18,1.09,98,10.0%
Grant Hill,40.1,LAC,Forward,398,21,14.0%,10,86.1,54,8.6%,71,0.61,4,17.5%
Jordan Hill,25.3,LAL,Big,444,58,17.5%,62,108.7,33,5.1%,23,0.29,55,13.7%
Kirk Hinrich,31.8,CHI,Combo,1761,18,17.6%,38,99.6,77,26.8%,97,1.52,35,14.7%
Jrue Holiday,22.4,PHI,Point,2914,92,30.0%,29,99.6,82,35.8%,35,1.19,43,15.3%
Justin Holiday,23.6,PHI,Combo,112,36,19.6%,14,90.2,23,16.0%,20,0.82,20,16.2%
Ryan Hollins,28.1,LAC,Big,537,9,10.9%,99,141.0,2,2.0%,5,0.18,2,27.7%
Al Horford,26.4,ATL,Big,2744,78,20.5%,70,111.8,92,14.9%,87,0.73,70,12.2%
Dwight Howard,26.9,LAL,Big,2714,80,20.8%,73,113.3,52,6.8%,33,0.33,23,17.9%
Josh Howard,32.5,MIN,Wing,203,60,18.0%,14,93.8,2,3.4%,0,0.19,42,12.3%
Kris Humphries,27.7,BKN,Big,1140,42,15.4%,37,101.7,24,4.5%,22,0.29,48,14.4%
Serge Ibaka,23.1,OKC,Big,2478,41,15.3%,92,122.2,8,2.8%,5,0.18,46,14.7%
Andre Iguodala,28.8,DEN,Wing,2768,74,20.3%,50,104.7,95,22.3%,98,1.10,8,15.9%
Ersan Ilyasova,25.5,MIL,Big,1998,66,18.5%,67,110.8,74,9.2%,67,0.50,94,8.8%
Kyrie Irving,20.6,CLE,Point,2044,94,31.7%,78,111.5,59,31.3%,6,0.99,73,13.0%
Royal Ivey,30.9,PHI,Combo,658,0,10.1%,92,116.1,0,7.4%,9,0.73,94,10.5%
Jarrett Jack,29.0,GSW,Point,2332,57,24.0%,69,109.4,51,30.1%,51,1.26,76,12.6%
Reggie Jackson,22.5,OKC,Combo,820,32,19.3%,71,108.6,30,18.4%,36,0.95,79,11.8%
Stephen Jackson,34.6,SAS,Wing,1006,62,18.3%,26,98.5,51,10.4%,35,0.57,5,17.3%
Bernard James,27.7,DAL,Big,383,19,12.4%,64,110.0,1,2.0%,4,0.16,54,13.8%
LeBron James,27.8,MIA,Forward,2872,98,31.9%,98,128.4,100,34.4%,98,1.08,58,11.6%
Mike James,37.4,DAL,Combo,836,47,20.8%,32,98.2,64,23.9%,73,1.15,41,14.3%
Antawn Jamison,36.4,LAL,Forward,1612,40,16.4%,73,110.8,13,5.2%,8,0.32,92,8.9%
Al Jefferson,27.8,UTA,Big,2571,95,24.5%,45,104.9,84,11.9%,66,0.48,98,7.8%
Richard Jefferson,32.4,GSW,Wing,493,15,13.4%,55,106.2,29,8.2%,45,0.61,36,13.1%
Jared Jeffries,30.9,POR,Big,348,13,11.3%,2,68.8,38,5.8%,72,0.51,17,19.2%
Charles Jenkins,23.7,GSW,Combo,230,27,18.8%,11,88.2,29,18.3%,41,0.97,6,18.9%
Charles Jenkins,23.7,PHI,Combo,122,3,13.2%,2,67.7,14,14.9%,68,1.13,100,5.6%
John Jenkins,21.7,ATL,Wing,800,39,15.9%,98,123.0,43,9.7%,44,0.61,74,10.7%
Brandon Jennings,23.1,MIL,Point,2874,71,26.2%,35,101.7,45,29.6%,24,1.13,88,11.7%
Jonas Jerebko,25.7,DET,Forward,801,52,17.6%,54,102.6,29,7.1%,33,0.40,54,11.6%
Amir Johnson,25.5,TOR,Big,2307,37,14.9%,83,117.9,71,8.5%,79,0.57,36,15.6%
Chris Johnson,27.3,MIN,Big,236,33,14.4%,98,132.9,25,4.6%,31,0.32,40,15.1%
Ivan Johnson,28.6,ATL,Big,1000,70,19.8%,65,110.4,66,7.9%,51,0.40,30,16.1%
James Johnson,25.7,SAC,Forward,825,67,19.0%,21,91.3,67,10.7%,58,0.57,0,18.3%
Joe Johnson,31.3,BKN,Wing,2634,83,22.3%,45,104.1,85,16.3%,70,0.73,82,9.7%
Orlando Johnson,23.6,IND,Wing,541,45,16.6%,54,106.0,71,13.5%,81,0.81,53,11.9%
Wesley Johnson,25.3,PHX,Wing,899,70,19.5%,25,98.5,8,6.0%,6,0.31,51,12.0%
Dahntay Jones,31.8,ATL,Wing,343,10,13.0%,7,88.4,18,7.4%,32,0.56,32,13.3%
Dahntay Jones,31.8,DAL,Wing,575,24,14.4%,28,100.0,12,6.5%,17,0.45,83,9.6%
DeQuan Jones,22.4,ORL,Wing,711,11,13.1%,26,99.0,0,3.2%,1,0.24,40,12.6%
Dominique Jones,24.0,DAL,Combo,300,98,28.5%,6,80.0,100,41.3%,92,1.45,8,18.8%
James Jones,32.1,MIA,Wing,146,9,12.9%,36,102.6,61,11.8%,90,0.91,99,5.1%
Kevin Jones,23.2,CLE,Big,259,24,13.3%,6,81.7,11,3.3%,12,0.25,100,5.1%
Perry Jones,21.1,OKC,Forward,134,31,15.4%,19,90.5,8,4.5%,6,0.29,13,15.6%
Terrence Jones,20.8,HOU,Big,226,52,16.3%,35,101.2,72,8.8%,73,0.54,78,11.6%
DeAndre Jordan,24.3,LAC,Big,2005,27,13.9%,90,121.3,2,2.0%,1,0.15,28,16.4%
Cory Joseph,21.2,SAS,Point,352,10,16.9%,43,103.7,10,19.3%,27,1.14,67,13.5%
Chris Kaman,30.5,DAL,Big,1360,89,23.1%,50,105.8,49,6.7%,20,0.29,39,15.1%
Enes Kanter,20.5,UTA,Big,973,72,19.9%,85,118.5,28,5.0%,13,0.25,11,20.7%
Jason Kidd,39.6,NYK,Combo,2034,2,13.0%,68,106.9,26,17.7%,85,1.36,58,13.4%
Michael Kidd-Gilchrist,19.1,CHA,Forward,1970,50,17.4%,46,101.3,58,9.7%,56,0.56,42,13.1%
Andrei Kirilenko,31.7,MIN,Wing,2022,50,16.9%,90,117.9,75,14.4%,85,0.85,11,15.5%
Linas Kleiza,27.8,TOR,Forward,369,71,20.5%,27,94.2,33,7.3%,13,0.36,94,8.9%
Brandon Knight,20.9,DET,Combo,2338,74,23.7%,47,102.1,45,21.4%,27,0.90,17,16.6%
Kyle Korver,31.6,ATL,Wing,2241,12,13.1%,100,129.1,40,9.4%,64,0.71,66,11.1%
Kosta Koufos,23.7,DEN,Big,1802,17,12.3%,82,117.1,4,2.5%,7,0.20,86,10.4%
Viacheslav Kravtsov,25.2,DET,Big,145,26,13.6%,93,122.2,14,3.6%,16,0.27,1,30.6%
Doron Lamb,21.0,MIL,Wing,239,44,16.5%,2,78.8,55,10.6%,51,0.64,60,11.4%
Doron Lamb,21.0,ORL,Wing,247,7,11.4%,28,100.0,13,6.7%,40,0.59,26,14.0%
Carl Landry,29.1,GSW,Big,1848,65,18.3%,90,121.4,36,5.7%,30,0.31,42,15.0%
