Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Trevor Ariza,31.3,HOU,Forward,2759,36,13.5%,58,110.3,59,8.8%,76,0.66,81,8.6%
Darrell Arthur,28.6,DEN,Big,620,50,16.7%,60,114.6,67,9.7%,66,0.58,31,15.4%
Omer Asik,30.3,NOP,Big,481,1,8.6%,19,102.4,14,4.4%,57,0.52,35,15.0%
D.J. Augustin,29.0,ORL,Combo,1456,73,21.9%,69,106.4,84,24.2%,66,1.11,68,11.9%
Luke Babbitt,27.4,MIA,Forward,1044,19,12.0%,59,111.3,8,4.5%,15,0.38,85,8.4%
Ron Baker,23.6,NYK,Combo,778,21,16.1%,21,93.4,50,18.7%,79,1.16,10,17.3%
Wade Baldwin,20.6,MEM,Combo,381,76,22.0%,10,82.0,87,25.3%,77,1.15,0,21.3%
Leandro Barbosa,33.9,PHX,Wing,946,75,21.0%,25,101.0,68,12.8%,54,0.61,51,10.5%
J.J. Barea,32.4,DAL,Combo,768,98,31.1%,58,104.1,98,42.1%,89,1.36,55,12.4%
Harrison Barnes,24.4,DAL,Big,2797,92,24.1%,34,108.1,50,7.7%,20,0.32,98,7.3%
Matt Barnes,36.6,GSW,Forward,376,47,14.0%,76,116.1,93,16.0%,98,1.14,0,18.3%
Matt Barnes,36.6,SAC,Forward,1360,59,16.9%,17,100.7,95,16.5%,97,0.98,7,16.4%
Will Barton,25.8,DEN,Wing,1671,81,21.9%,62,110.8,90,18.5%,87,0.85,47,10.7%
Brandon Bass,31.5,LAC,Big,458,62,18.0%,83,122.4,25,5.2%,13,0.29,45,14.4%
Nicolas Batum,27.9,CHA,Wing,2611,90,23.8%,47,107.9,100,27.3%,98,1.15,19,14.0%
Aron Baynes,29.9,DET,Big,1104,18,13.1%,41,109.5,11,4.0%,17,0.30,40,14.7%
Kent Bazemore,27.3,ATL,Wing,1953,68,20.3%,23,100.3,78,14.0%,67,0.69,25,13.4%
Bradley Beal,23.3,WAS,Wing,2680,93,25.2%,95,122.6,82,15.4%,54,0.61,61,10.1%
Malik Beasley,19.9,DEN,Wing,112,64,19.2%,20,100.0,24,7.1%,13,0.37,62,9.9%
Michael Beasley,27.8,MIL,Big,903,87,23.2%,71,117.0,66,9.7%,40,0.42,47,14.1%
Marco Belinelli,30.6,CHA,Wing,1748,61,18.6%,71,114.0,72,13.0%,71,0.70,69,9.4%
DeAndre' Bembry,22.3,ATL,Wing,273,26,13.9%,34,104.2,74,13.3%,92,0.96,13,14.6%
Dragan Bender,19.0,PHX,Big,530,28,14.1%,1,85.8,17,4.8%,22,0.34,22,16.8%
Anthony Bennett,23.6,BKN,Big,206,60,17.8%,7,95.0,44,7.1%,38,0.40,65,12.6%
Davis Bertans,24.0,SAS,Big,684,26,13.8%,92,126.4,57,8.3%,68,0.60,69,12.1%
Patrick Beverley,28.3,HOU,Point,2046,2,15.8%,60,109.8,10,18.4%,52,1.17,58,13.2%
Bismack Biyombo,24.2,ORL,Big,1714,15,12.8%,25,104.7,35,6.4%,55,0.50,10,19.0%
Nemanja Bjelica,28.5,MIN,Big,1140,41,15.6%,29,105.9,68,9.8%,73,0.63,48,14.0%
Tarik Black,24.9,LAL,Big,1065,28,14.1%,57,113.1,22,5.2%,27,0.37,26,16.0%
Eric Bledsoe,26.9,PHX,Point,2172,88,30.8%,73,113.8,67,31.0%,33,1.01,52,13.8%
Bojan Bogdanovic,27.5,BKN,Wing,1468,78,21.3%,79,115.4,49,9.9%,27,0.47,32,12.6%
Bojan Bogdanovic,27.5,WAS,Forward,584,80,19.6%,93,125.1,15,5.1%,3,0.26,22,14.0%
Andrew Bogut,31.9,DAL,Big,581,13,11.8%,4,91.9,83,13.3%,98,1.13,0,30.0%
Devin Booker,20.0,PHX,Wing,2720,97,28.4%,43,106.7,84,15.9%,46,0.56,26,13.1%
Trevor Booker,28.9,BKN,Big,1747,69,18.7%,51,111.6,81,13.1%,78,0.70,23,16.6%
Avery Bradley,25.9,BOS,Combo,1829,52,20.3%,84,110.2,11,10.5%,3,0.52,85,10.5%
Corey Brewer,30.7,HOU,Wing,886,16,13.0%,11,97.8,39,9.0%,68,0.69,28,13.0%
Corey Brewer,30.7,LAL,Wing,353,58,18.5%,9,96.9,80,14.2%,82,0.77,33,12.4%
Malcolm Brogdon,23.9,MIL,Combo,1901,53,20.4%,85,111.9,79,23.5%,76,1.15,45,12.8%
Aaron Brooks,31.8,IND,Point,812,35,22.0%,40,104.5,27,22.5%,35,1.02,21,15.9%
Anthony Brown,24.1,NOP,Wing,135,13,12.8%,0,69.4,24,7.1%,46,0.56,87,7.9%
Jaylen Brown,20.0,BOS,Wing,1293,45,17.0%,54,110.1,28,7.5%,21,0.44,25,13.4%
Nicolas Brussino,23.7,DAL,Wing,408,30,14.5%,17,99.1,65,12.4%,88,0.85,2,16.9%
Reggie Bullock,25.6,DET,Wing,413,10,11.9%,65,111.4,34,8.3%,70,0.70,89,7.1%
Trey Burke,24.0,WAS,Combo,640,77,22.1%,81,108.7,76,23.1%,61,1.05,35,13.5%
Alec Burks,25.3,UTA,Combo,620,68,21.4%,47,102.3,2,6.6%,0,0.31,66,11.9%
Jimmy Butler,27.1,CHI,Wing,2803,96,27.8%,83,118.0,98,24.3%,89,0.87,77,8.8%
Jose Calderon,35.1,ATL,Combo,224,15,15.1%,52,103.5,66,21.1%,92,1.40,8,17.7%
Jose Calderon,35.1,LAL,Point,272,8,18.1%,38,104.0,46,28.1%,92,1.55,2,22.3%
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,57,18.5%,39,106.3,57,11.1%,53,0.60,86,8.2%
Isaiah Canaan,25.5,CHI,Combo,513,13,15.1%,34,100.0,5,8.0%,5,0.53,81,10.8%
Clint Capela,22.5,HOU,Big,1533,54,17.0%,94,127.8,39,6.7%,36,0.39,43,14.4%
DeMarre Carroll,30.3,TOR,Forward,1874,49,14.4%,36,105.8,22,5.6%,17,0.39,78,8.9%
Vince Carter,39.8,MEM,Wing,1791,32,14.9%,50,108.4,59,11.1%,78,0.75,84,8.5%
Michael Carter-Williams,25.1,CHI,Point,804,40,22.2%,2,86.3,13,19.9%,17,0.90,27,15.4%
Omri Casspi,28.4,MIN,Big,216,3,9.9%,31,107.1,45,7.2%,81,0.73,7,20.2%
Omri Casspi,28.4,SAC,Forward,393,51,15.3%,29,103.2,73,10.3%,80,0.67,32,12.6%
Willie Cauley-Stein,23.2,SAC,Big,1384,65,18.2%,49,111.1,63,9.0%,54,0.49,71,11.9%
Tyson Chandler,34.1,PHX,Big,1295,7,10.5%,99,138.3,7,3.3%,20,0.32,5,20.8%
Wilson Chandler,29.5,DEN,Forward,2186,85,20.9%,54,109.9,64,9.7%,34,0.46,56,10.4%
Marquese Chriss,19.3,PHX,Big,1698,60,17.7%,25,104.9,20,5.1%,11,0.29,46,14.3%
Rakeem Christmas,24.9,IND,Big,177,5,10.4%,79,120.0,2,2.4%,6,0.23,11,18.6%
Semaj Christon,24.0,OKC,Combo,873,10,14.7%,3,74.9,56,20.0%,90,1.36,39,13.2%
Ian Clark,25.7,GSW,Combo,925,27,17.3%,90,116.4,13,10.8%,13,0.62,84,10.5%
Jordan Clarkson,24.4,LAL,Combo,2352,81,23.5%,73,106.8,19,14.4%,11,0.61,48,12.7%
Norris Cole,28.1,OKC,Combo,101,74,21.9%,5,75.0,15,12.9%,8,0.59,90,10.0%
Darren Collison,29.2,SAC,Combo,2055,66,21.3%,92,117.6,85,24.3%,69,1.14,69,11.8%
Mike Conley,29.1,MEM,Point,2287,73,28.6%,92,123.8,75,32.9%,46,1.15,87,10.9%
Pat Connaughton,23.8,POR,Wing,227,15,12.8%,77,115.1,71,12.9%,96,1.01,0,19.8%
DeMarcus Cousins,26.2,NOP,Big,573,99,32.5%,61,114.7,96,21.6%,75,0.67,41,14.6%
DeMarcus Cousins,26.2,SAC,Big,1885,100,37.7%,56,113.0,100,27.8%,83,0.74,56,13.2%
Robert Covington,25.9,PHI,Forward,2110,69,17.8%,44,106.5,47,7.5%,25,0.42,14,14.9%
Allen Crabbe,24.6,POR,Wing,2224,18,13.3%,90,120.8,17,6.3%,28,0.47,75,8.9%
Jamal Crawford,36.6,LAC,Wing,2006,89,23.5%,38,106.1,83,15.6%,65,0.66,41,11.3%
Jordan Crawford,28.0,NOP,Wing,419,94,26.5%,82,116.2,91,19.6%,76,0.74,73,9.1%
Jae Crowder,26.3,BOS,Forward,2328,53,15.8%,88,122.9,66,9.7%,75,0.61,61,9.6%
Dante Cunningham,29.5,NOP,Forward,1623,0,9.3%,78,117.0,3,3.0%,8,0.32,88,8.1%
Seth Curry,26.2,DAL,Combo,2015,48,20.0%,95,121.0,29,15.8%,31,0.79,82,10.7%
Stephen Curry,28.6,GSW,Point,2627,85,30.0%,98,128.0,56,28.7%,27,0.96,71,12.7%
Troy Daniels,25.3,MEM,Wing,1133,60,18.6%,33,104.2,18,6.5%,11,0.35,81,8.6%
Anthony Davis,23.6,NOP,Big,2700,98,29.7%,68,116.7,74,11.1%,30,0.37,86,10.1%
Deyonta Davis,19.9,MEM,Big,212,4,10.0%,65,115.9,0,1.6%,2,0.16,18,17.4%
Ed Davis,27.4,POR,Big,787,10,11.5%,46,110.5,21,5.2%,47,0.45,16,17.9%
DeMar DeRozan,27.2,TOR,Wing,2615,100,35.3%,61,110.7,96,20.5%,47,0.58,78,8.7%
Dewayne Dedmon,27.2,SAS,Big,1252,8,10.9%,95,130.4,22,5.2%,49,0.47,10,19.1%
Sam Dekker,22.5,HOU,Forward,1335,41,13.7%,56,110.0,49,7.6%,59,0.55,73,9.0%
Malcolm Delaney,27.6,ATL,Combo,1187,56,20.9%,18,91.7,81,24.0%,73,1.15,21,16.2%
Matthew Dellavedova,26.1,MIL,Point,1971,10,18.9%,23,100.5,33,25.9%,81,1.37,23,15.9%
Luol Deng,31.5,LAL,Forward,1478,42,13.8%,12,95.1,44,7.3%,53,0.53,76,8.9%
Cheick Diallo,20.1,NOP,Big,163,66,18.2%,64,115.7,1,2.0%,0,0.11,83,10.5%
Boris Diaw,34.5,UTA,Big,1274,62,17.9%,9,98.2,95,20.5%,99,1.15,14,18.1%
Gorgui Dieng,26.8,MIN,Big,2640,19,13.3%,52,111.7,60,8.7%,75,0.65,51,13.6%
Spencer Dinwiddie,23.6,BKN,Point,1261,6,16.6%,77,115.5,21,21.0%,65,1.27,65,12.8%
Toney Douglas,30.6,MEM,Combo,370,31,18.0%,23,96.5,68,21.2%,81,1.18,40,13.1%
Goran Dragic,30.5,MIA,Point,2447,79,29.0%,81,116.7,50,28.3%,31,0.98,62,13.1%
Andre Drummond,23.2,DET,Big,2406,80,20.6%,22,103.6,31,5.9%,12,0.29,50,13.8%
Jared Dudley,31.3,PHX,Forward,1352,37,13.7%,73,115.6,80,12.5%,95,0.92,8,16.1%
Mike Dunleavy,36.1,ATL,Wing,438,19,13.3%,93,121.9,60,11.2%,86,0.84,50,10.6%
Mike Dunleavy,36.1,CLE,Wing,314,25,13.6%,20,100.0,44,9.5%,69,0.70,32,12.6%
Kris Dunn,22.6,MIN,Combo,1257,26,17.1%,11,85.8,65,21.1%,82,1.23,6,17.8%
Kevin Durant,28.1,GSW,Forward,2051,93,27.2%,98,131.2,97,21.8%,92,0.80,54,10.6%
Wayne Ellington,28.9,MIA,Wing,1463,38,15.7%,75,114.5,23,7.1%,25,0.45,97,5.1%
Monta Ellis,31.0,IND,Combo,1978,35,18.4%,55,103.8,44,17.2%,47,0.93,16,16.7%
Joel Embiid,22.6,PHI,Big,781,99,35.0%,63,115.4,92,17.4%,54,0.50,12,18.6%
James Ennis,26.3,MEM,Forward,1466,20,12.4%,75,115.7,41,6.7%,56,0.54,20,14.5%
Tyler Ennis,22.2,HOU,Point,129,52,23.6%,0,77.8,52,28.4%,60,1.20,6,19.0%
Tyler Ennis,22.2,LAL,Point,378,23,20.8%,58,109.7,6,17.9%,10,0.86,79,11.6%
Tyreke Evans,27.1,NOP,Combo,453,95,30.1%,34,100.0,94,34.6%,74,1.15,61,12.1%
Tyreke Evans,27.1,SAC,Combo,313,85,26.9%,61,104.5,55,19.4%,26,0.72,63,12.0%
Dante Exum,21.3,UTA,Combo,1163,40,18.8%,45,102.2,18,14.2%,27,0.75,18,16.5%
Kenneth Faried,27.0,DEN,Big,1275,49,16.7%,74,117.8,35,6.3%,32,0.38,78,11.1%
Derrick Favors,25.3,UTA,Big,1180,71,18.9%,17,102.1,53,7.9%,41,0.42,63,12.7%
Kay Felder,21.6,CLE,Point,281,62,25.1%,8,95.1,19,20.9%,6,0.83,44,14.1%
Cristiano Felicio,24.3,CHI,Big,930,9,11.4%,85,123.6,33,6.0%,60,0.53,51,13.8%
Raymond Felton,32.4,LAC,Combo,1537,32,18.1%,34,100.0,37,16.7%,45,0.92,74,11.7%
Yogi Ferrell,23.5,BKN,Point,126,25,20.8%,12,95.5,2,16.5%,2,0.79,4,19.7%
Yogi Ferrell,23.5,DAL,Point,1021,38,22.1%,54,109.4,31,24.1%,42,1.09,83,11.2%
Dorian Finney-Smith,23.5,DAL,Forward,1538,12,11.3%,15,99.1,25,5.9%,49,0.52,39,12.0%
Bryn Forbes,23.3,SAS,Combo,237,44,18.9%,24,96.6,34,16.3%,40,0.86,89,10.2%
Evan Fournier,24.0,ORL,Wing,2228,84,22.7%,69,112.5,81,14.4%,59,0.63,36,12.2%
Randy Foye,33.1,BKN,Combo,1210,19,15.6%,50,102.7,27,15.6%,56,1.00,15,16.7%
Tim Frazier,26.0,NOP,Point,1477,19,20.6%,21,100.4,69,31.4%,90,1.53,37,14.6%
Channing Frye,33.5,CLE,Big,1346,51,16.7%,84,122.6,17,4.9%,14,0.29,86,10.1%
Danilo Gallinari,28.2,DEN,Forward,2128,76,19.1%,90,124.9,61,9.1%,37,0.48,83,8.4%
Langston Galloway,24.9,NOP,Wing,1062,55,18.3%,35,104.6,43,9.4%,36,0.51,93,6.5%
Langston Galloway,24.9,SAC,Combo,367,18,15.4%,65,105.6,10,10.4%,18,0.68,34,13.8%
Marc Gasol,31.8,MEM,Big,2524,96,26.5%,51,111.5,98,24.6%,93,0.93,75,11.3%
Pau Gasol,36.3,SAS,Big,1618,81,20.8%,62,114.8,85,14.4%,77,0.70,79,11.1%
Rudy Gay,30.2,SAC,Forward,1009,92,24.6%,66,113.3,86,14.0%,64,0.57,27,13.2%
Paul George,26.5,IND,Forward,2684,95,28.4%,81,118.0,92,15.7%,58,0.55,29,12.9%
Jonathan Gibson,29.0,DAL,Combo,192,94,28.2%,15,90.7,58,20.0%,21,0.71,13,16.8%
Taj Gibson,31.4,CHI,Big,1498,56,17.3%,42,109.6,34,6.3%,28,0.37,59,12.9%
Taj Gibson,31.4,OKC,Big,484,56,17.4%,26,105.2,11,3.9%,5,0.23,43,14.4%
Manu Ginobili,39.3,SAS,Wing,1284,72,20.6%,40,106.5,94,19.9%,94,0.97,7,15.8%
Rudy Gobert,24.4,UTA,Big,2729,37,15.1%,98,135.3,29,5.8%,32,0.38,23,16.7%
Archie Goodwin,22.2,BKN,Wing,156,85,22.8%,94,122.2,95,20.2%,89,0.89,6,16.5%
Aaron Gordon,21.1,ORL,Forward,2256,78,19.1%,46,106.9,63,9.4%,41,0.49,68,9.1%
Eric Gordon,27.9,HOU,Wing,2303,76,21.1%,67,112.0,66,12.4%,49,0.59,55,10.3%
Marcin Gortat,32.7,WAS,Big,2551,21,13.4%,75,118.5,37,6.6%,53,0.49,34,15.0%
Treveon Graham,23.0,CHA,Forward,113,5,10.5%,100,139.3,42,7.1%,81,0.68,100,3.8%
Jerami Grant,22.6,OKC,Forward,1405,8,11.0%,61,112.1,10,4.6%,22,0.41,58,10.1%
Jerian Grant,24.1,CHI,Combo,977,24,17.0%,89,114.9,42,17.2%,58,1.01,77,11.2%
Danny Green,29.4,SAS,Wing,1797,20,13.4%,48,108.1,47,9.6%,73,0.72,16,14.3%
Draymond Green,26.7,GSW,Big,2459,72,19.0%,22,103.4,99,27.1%,100,1.43,19,16.9%
Gerald Green,30.8,BOS,Wing,509,79,21.3%,39,106.4,46,9.6%,25,0.45,72,9.1%
JaMychal Green,26.4,MEM,Big,2074,26,13.7%,81,121.1,37,6.4%,49,0.47,37,14.9%
Jeff Green,30.2,ORL,Forward,1495,81,19.6%,20,102.5,58,8.8%,31,0.45,53,10.9%
Blake Griffin,27.6,LAC,Big,2071,98,28.3%,57,113.7,96,23.5%,89,0.83,82,10.7%
Justin Hamilton,26.6,BKN,Big,1120,31,14.3%,38,109.4,40,6.8%,50,0.47,76,11.2%
AJ Hammons,24.2,DAL,Big,129,38,15.2%,8,97.4,10,3.8%,7,0.25,2,23.3%
Tim Hardaway Jr.,24.6,ATL,Wing,2112,74,20.9%,76,115.0,75,13.6%,62,0.65,60,10.1%
James Harden,27.2,HOU,Combo,2940,100,39.4%,100,125.7,100,50.5%,84,1.28,11,17.1%
Maurice Harkless,23.5,POR,Forward,2212,44,13.8%,69,114.1,20,5.6%,20,0.41,36,12.4%
Montrezl Harrell,22.8,HOU,Big,987,34,14.7%,98,136.2,65,9.4%,74,0.64,77,11.2%
Devin Harris,33.7,DAL,Wing,1084,69,20.4%,61,110.7,93,19.7%,93,0.96,39,11.8%
Gary Harris,22.1,DEN,Wing,1776,49,17.5%,96,122.6,70,12.9%,75,0.74,53,10.5%
Joe Harris,25.2,BKN,Wing,1100,31,14.9%,58,110.4,24,7.1%,30,0.48,21,13.8%
Tobias Harris,24.3,DET,Forward,2541,83,20.4%,68,114.0,56,8.7%,27,0.43,86,8.1%
Andrew Harrison,22.0,MEM,Combo,1427,45,19.0%,19,92.8,63,20.7%,63,1.09,31,14.2%
Udonis Haslem,36.4,MIA,Big,115,14,12.5%,69,116.7,71,10.3%,88,0.82,1,25.0%
Spencer Hawes,28.5,CHA,Big,587,68,18.5%,31,106.9,90,16.4%,92,0.89,30,15.5%
Spencer Hawes,28.5,MIL,Big,139,77,19.8%,99,140.0,92,17.6%,92,0.89,50,13.8%
Gordon Hayward,26.6,UTA,Wing,2507,95,27.0%,89,120.7,88,17.8%,64,0.66,68,9.7%
Gerald Henderson,28.9,PHI,Wing,1660,47,17.3%,42,106.6,55,10.8%,58,0.62,66,9.8%
John Henson,25.8,MIL,Big,1111,41,15.5%,35,108.4,47,7.4%,52,0.48,49,13.9%
Juan Hernangomez,21.1,DEN,Forward,749,25,12.8%,85,121.0,14,4.8%,14,0.38,46,11.5%
Willy Hernangomez,22.4,NYK,Big,1280,74,19.2%,56,113.1,77,11.7%,68,0.61,20,16.9%
Mario Hezonja,21.7,ORL,Forward,786,58,16.9%,5,84.0,71,10.1%,71,0.60,15,14.8%
Roy Hibbert,29.9,CHA,Big,661,17,13.1%,81,120.8,16,4.7%,25,0.36,29,15.6%
Buddy Hield,23.9,NOP,Wing,1125,65,19.2%,31,102.4,50,10.2%,39,0.53,64,9.9%
Buddy Hield,23.9,SAC,Wing,722,82,22.1%,87,119.1,48,9.7%,19,0.44,11,15.2%
Nene Hilario,34.1,HOU,Big,1196,54,17.0%,92,126.0,62,8.8%,58,0.52,37,14.9%
George Hill,30.5,UTA,Point,1534,60,24.7%,88,120.6,25,22.4%,19,0.90,88,10.4%
Solomon Hill,25.6,NOP,Forward,2351,17,11.6%,47,107.4,53,8.1%,83,0.70,25,13.2%
Darrun Hilliard,23.6,DET,Wing,268,77,21.2%,4,90.3,61,11.6%,41,0.54,1,17.5%
Jrue Holiday,26.4,NOP,Combo,2184,87,27.3%,68,106.3,95,35.5%,87,1.30,29,14.3%
Justin Holiday,27.6,NYK,Wing,1592,36,15.7%,52,108.7,46,9.6%,55,0.61,39,11.5%
Rondae Hollis-Jefferson,21.8,BKN,Forward,1712,75,19.0%,22,102.5,83,13.6%,86,0.71,17,14.8%
Richaun Holmes,23.0,PHI,Big,1120,46,15.9%,89,124.3,56,8.3%,59,0.52,68,12.2%
Rodney Hood,24.0,UTA,Wing,1587,83,22.6%,36,104.8,53,10.3%,26,0.46,80,8.7%
Al Horford,30.4,BOS,Big,2183,80,20.7%,49,111.2,97,23.8%,98,1.15,75,11.4%
Dwight Howard,30.9,ATL,Big,2190,61,17.8%,87,124.2,48,7.6%,42,0.42,11,19.0%
Marcelo Huertas,33.4,LAL,Point,183,17,20.2%,4,88.9,71,31.9%,94,1.58,13,16.9%
Kris Humphries,31.7,ATL,Big,585,53,16.9%,12,99.1,49,7.6%,48,0.45,88,9.9%
Serge Ibaka,27.1,ORL,Big,1707,68,18.4%,58,113.9,29,5.6%,17,0.30,90,9.3%
Serge Ibaka,27.1,TOR,Big,710,70,18.8%,47,110.8,8,3.4%,4,0.18,56,13.3%
Andre Iguodala,32.8,GSW,Wing,1956,11,12.2%,99,126.6,85,16.7%,100,1.37,54,10.4%
Ersan Ilyasova,29.5,ATL,Big,616,63,18.0%,29,106.2,71,10.1%,65,0.56,62,12.8%
Ersan Ilyasova,29.5,PHI,Big,1428,83,21.6%,50,111.3,75,11.2%,57,0.52,80,11.0%
Joe Ingles,29.1,UTA,Wing,1923,34,15.0%,98,123.4,86,17.1%,97,1.14,3,16.9%
Brandon Ingram,19.2,LAL,Forward,2214,63,17.3%,10,95.0,76,10.6%,73,0.61,34,12.5%
Kyrie Irving,24.6,CLE,Point,2518,92,31.6%,87,118.6,42,27.8%,15,0.88,94,9.8%
Reggie Jackson,26.5,DET,Point,1422,83,29.9%,29,102.5,65,30.7%,37,1.03,77,11.9%
LeBron James,31.8,CLE,Forward,2789,100,32.6%,92,125.0,100,38.8%,100,1.19,19,14.6%
Al Jefferson,31.8,IND,Big,910,93,24.8%,26,105.2,74,11.1%,46,0.45,99,6.6%
Richard Jefferson,36.4,CLE,Forward,1528,14,11.4%,71,114.3,32,6.4%,63,0.56,24,13.3%
Brandon Jennings,27.1,NYK,Point,1400,33,21.4%,27,102.1,54,28.7%,77,1.34,31,15.1%
Brandon Jennings,27.1,WAS,Combo,358,60,21.0%,2,66.0,97,37.2%,100,1.77,60,12.2%
Jonas Jerebko,29.7,BOS,Big,1204,10,11.4%,35,108.5,57,8.3%,81,0.73,60,12.8%
Amir Johnson,29.5,BOS,Big,1603,20,13.4%,91,125.6,79,12.6%,94,0.94,25,16.1%
James Johnson,29.7,MIA,Big,2060,87,22.9%,59,114.0,95,21.0%,93,0.92,27,16.0%
Joe Johnson,35.3,UTA,Forward,1827,73,18.9%,53,108.6,78,12.5%,78,0.66,64,9.3%
Stanley Johnson,20.4,DET,Wing,1244,33,14.9%,3,89.1,51,10.3%,66,0.69,10,15.3%
Tyler Johnson,24.5,MIA,Combo,2131,58,21.0%,74,107.8,35,16.6%,34,0.79,95,8.9%
Wesley Johnson,29.3,LAC,Forward,704,15,11.4%,8,92.7,12,4.6%,19,0.40,71,9.0%
Nikola Jokic,21.7,DEN,Big,2019,92,24.2%,93,127.7,98,26.5%,97,1.10,38,14.9%
James Jones,36.1,CLE,Forward,234,24,12.8%,95,126.6,36,6.4%,47,0.50,51,11.1%
Terrence Jones,24.8,NOP,Big,1228,76,19.7%,24,104.6,46,7.3%,29,0.37,92,8.9%
Tyus Jones,20.5,MIN,Combo,694,23,16.6%,82,108.9,90,27.0%,97,1.62,44,12.9%
Derrick Jones Jr.,19.7,PHX,Wing,520,3,10.4%,85,118.5,2,3.1%,4,0.29,59,10.2%
DeAndre Jordan,28.3,LAC,Big,2564,23,13.7%,96,133.5,27,5.4%,38,0.40,41,14.6%
Cory Joseph,25.2,TOR,Combo,1957,50,20.2%,53,103.7,61,20.1%,55,1.00,71,11.8%
Frank Kaminsky,23.6,CHA,Big,1894,82,21.1%,16,101.8,83,13.2%,72,0.63,94,8.3%
Enes Kanter,24.5,OKC,Big,1495,95,25.6%,78,119.6,52,7.8%,18,0.31,57,13.2%
Michael Kidd-Gilchrist,23.1,CHA,Forward,2335,39,13.7%,41,106.3,46,7.3%,54,0.53,90,7.9%
Sean Kilpatrick,26.8,BKN,Wing,1729,89,23.3%,63,110.8,82,14.8%,60,0.63,18,14.2%
Brandon Knight,24.9,PHX,Combo,1129,84,26.8%,31,99.5,53,19.3%,24,0.72,56,12.4%
Kyle Korver,35.6,ATL,Wing,884,21,13.5%,92,121.6,62,12.2%,90,0.91,15,14.5%
Kyle Korver,35.6,CLE,Wing,853,23,13.5%,100,137.1,15,6.0%,22,0.45,40,11.4%
Kosta Koufos,27.7,SAC,Big,1412,25,13.7%,54,112.7,23,5.2%,31,0.38,43,14.4%
Mindaugas Kuzminskas,27.0,NYK,Forward,955,68,17.8%,39,106.2,75,10.4%,68,0.59,44,11.6%
Zach LaVine,21.6,MIN,Wing,1742,75,20.9%,82,116.4,69,12.8%,56,0.61,57,10.2%
Skal Labissiere,20.6,SAC,Big,572,77,19.8%,67,116.5,44,7.2%,26,0.36,44,14.4%
Jeremy Lamb,24.4,CHA,Wing,1081,86,22.9%,68,112.3,58,11.1%,32,0.48,92,6.7%
Nicolas Laprovittola,26.8,SAS,Point,130,29,21.0%,100,129.3,44,27.9%,75,1.33,0,24.1%
Joffrey Lauvergne,25.1,CHI,Big,220,78,20.3%,5,92.4,76,11.4%,65,0.56,40,14.7%
Joffrey Lauvergne,25.1,OKC,Big,702,55,17.0%,28,105.8,72,10.6%,71,0.62,66,12.3%
Ty Lawson,29.0,SAC,Point,1712,46,23.0%,62,110.3,62,29.9%,69,1.30,33,14.8%
Jake Layman,22.7,POR,Forward,156,56,16.4%,0,71.2,54,8.2%,46,0.50,12,15.0%
Caris LeVert,22.2,BKN,Wing,1184,46,17.1%,56,110.3,73,13.2%,82,0.77,38,12.1%
